ano,numero,dataEmissao,tipo,nomeCredor,valor
2025,5067,2025-07-24,Empenhar,"DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA",44460
2025,5068,2025-07-24,Empenhar,"VIEIRA DISTRIBUIDORA LTDA",957.75
2025,481,2025-07-29,Empenhar,"DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA",4900
2025,5405,2025-08-05,Empenhar,"DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA",4651
2025,4380,2025-08-12,Empenhar,"DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA",69200
2025,5591,2025-08-20,Empenhar,"VIEIRA DISTRIBUIDORA LTDA",383.1
2025,5592,2025-08-20,Empenhar,"DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA",43330
2025,567,2025-09-03,Empenhar,"DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA",1356
2025,6282,2025-09-16,Empenhar,"DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA",40705
2025,6301,2025-09-17,Empenhar,"DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA",37152
