cnpjCpfFornecedor,formaParticipacao,idFornecedor,itensProposta,nomeFonecedor,representanteCertame,responsavelFornecedor,socios
91.806.844/0001-80,INDIVIDUAL," ","itensProposta_690687c2-0cf5-4e2f-a364-666a4fdd3755.csv","BECK DE SOUZA ENGENHARIA LTDA","CRISTIANO COSTA DE SOUZA","CRISTIANO COSTA DE SOUZA"," "
41.967.974/0001-26,INDIVIDUAL," ","itensProposta_bf7ff9a9-c8d1-47f5-b6f9-9f79aba24ee8.csv","BGL BERTONI ENGENHARIA AMBIENTAL LTDA","BRUNO GOMEZ LEGUIZAMON BERTONI","BRUNO GOMEZ LEGUIZAMON BERTONI"," "
27.245.537/0001-78,INDIVIDUAL," ","itensProposta_9fb98641-a93e-4db7-a672-1293f0c3a432.csv","CASSIA LEPRE LOPES","CASSIA LEPRE LOPES","CASSIA LEPRE LOPES"," "
42.367.470/0001-38,INDIVIDUAL," ","itensProposta_a46495b4-a891-4c10-b686-e6ea17212b77.csv","EV ARQUITETOS ASSOCIADOS LTDA","ELLYS NIEHUES HOFFMANN","ELLYS NIEHUES HOFFMANN"," "
83.661.074/0001-04,INDIVIDUAL," ","itensProposta_41c1ca96-27a5-4e82-be9d-e722d90a33d7.csv","FUNDACAO EDUCACIONAL DE CRICIUMA","LUCIANE BISOGNIN CERETTA","LUCIANE BISOGNIN CERETTA"," "
03.339.646/0001-96,INDIVIDUAL," ","itensProposta_50bc7f72-1a1c-4af8-a207-a07b445d649e.csv","GEOMAPA ENGENHARIA LTDA","SIDNEI BOSSE","SIDNEI BOSSE"," "
00.894.553/0001-35,INDIVIDUAL," ","itensProposta_b6c9515a-a39d-4705-96df-cb3fd32e35ac.csv","GREIDE ENGENHARIA LTDA","IVETE MARIA MAURISENZ ANDREAZZA","IVETE MARIA MAURISENZ ANDREAZZA"," "
83.256.172/0001-58,INDIVIDUAL," ","itensProposta_634d7e47-9c8d-4131-b781-5b0b34550c57.csv","IGUATEMI CONSULTORIA SERVIÇOS DE ENGENHARIA LTDA","ADÃO DOS SANTOS","ADÃO DOS SANTOS"," "
31.204.611/0001-85,INDIVIDUAL," ","itensProposta_a46cfa21-810e-4ddc-b202-446a5b2d4fea.csv","CHENSO ARQUITETURA LTDA","PAULO ZUAN BENEDETTI CHENSO ARQUITETURA","PAULO ZUAN BENEDETTI CHENSO ARQUITETURA"," "
55.561.120/0001-50,INDIVIDUAL," ","itensProposta_d4299644-fa15-4e74-bd23-b27177de7d75.csv","PREST'MO ENGENHARIA LTDA","MANUEL JOAQUIM DA FONSECA CORTE","MANUEL JOAQUIM DA FONSECA CORTE"," "
80.996.861/0001-00,INDIVIDUAL," ","itensProposta_16bdebb7-c86d-4ace-8511-02de79429d87.csv","PROSUL -PROJETOS SUPERVISAO E PLANEJAMENTO LTDA","WILFREDO BRILLINGER","WILFREDO BRILLINGER"," "
41.660.361/0001-41,INDIVIDUAL," ","itensProposta_328f6046-e6bf-4067-a822-cb4ad8c862c2.csv","SORELLA MATERIAIS E CONSTRUCOES LTDA","GUILHERME SILVEIRA MANENTI","GUILHERME SILVEIRA MANENTI"," "
