cnpjCpfFornecedor,formaParticipacao,idFornecedor,itensProposta,nomeFonecedor,representanteCertame,responsavelFornecedor,socios
24.925.253/0001-34,INDIVIDUAL," ","itensProposta_76ce2314-95a4-4e2c-a31b-13ab01d55682.csv","ATEXARA TECNOLOGIA E SOLUÇÕES LTDA","ANA LUIZA VICTÓRIA MENDES RAMOS","ANA LUIZA VICTÓRIA MENDES RAMOS"," "
00.456.865/0001-67,INDIVIDUAL," ","itensProposta_e437489e-8fb2-4b08-a273-2abfd869f68f.csv","BETHA SISTEMAS LTDA","MATIAS MEIER","MATIAS MEIER"," "
71.139.240/0001-10,INDIVIDUAL," ","itensProposta_b34380d6-5d5a-4fd1-8343-dc91f4ffe7fc.csv","CONSULTE INFORMATICA LTDA","FABIO MARTINS DE ARAUJO COSTA","FABIO MARTINS DE ARAUJO COSTA"," "
04.072.953/0001-16,INDIVIDUAL," ","itensProposta_63e48c8c-50c7-4b64-a8cb-0c4c6dd62943.csv","CONTROLLER TECNOLOGIA E SISTEMAS DE INFORMACAO LTDA","KARLA JANZ","KARLA JANZ"," "
01.258.027/0001-41,INDIVIDUAL," ","itensProposta_d1325260-3acb-4e9e-bc32-d866d06e87e4.csv","IPM SISTEMAS LTDA","ALDO LUIZ MEES","ALDO LUIZ MEES"," "
01.666.537/0001-58,INDIVIDUAL," ","itensProposta_c2f54d4a-7e5d-41fe-8499-b6676e5d2aa6.csv","MSTECH EDUCACAO E TECNOLOGIA LTDA.","EDUARDO STEVANATO","EDUARDO STEVANATO"," "
11.258.607/0001-92,INDIVIDUAL," ","itensProposta_298ee5df-b78d-4871-bd39-3d0370360132.csv","PORTABILIS TECNOLOGIA LTDA","TIAGO DE FAVERI GIUSTI","TIAGO DE FAVERI GIUSTI"," "
96.804.406/0001-04,INDIVIDUAL," ","itensProposta_800a2f30-8955-48a9-b55a-e3047c6a7423.csv","RMO CONSULTORES ASSOCIADOS LTDA","ANTÔNIO RIBEIRO DE JESUS","ANTÔNIO RIBEIRO DE JESUS"," "
00.077.724/0001-33,INDIVIDUAL," ","itensProposta_276f68e2-5bce-472f-80a6-0f4cf0cba131.csv","SETTI SISTEMAS LTDA","MARCIO LUIZ DA COSTA","MARCIO LUIZ DA COSTA"," "
10.981.677/0001-01,INDIVIDUAL," ","itensProposta_d71d9f6b-0955-494e-a3c7-5963ff54ee65.csv","SISTEMATECH DESENVOLVIMENTO DE SOFTWARE LTDA","MIGUEL JORGE SARAIVA LEITE DE FARIA","MIGUEL JORGE SARAIVA LEITE DE FARIA"," "
