cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
06.901.887/0001-75,0,,7,"DPR - DISTRIBUIDORA DE PECAS E REFRIGERACAO EIRELI",85,,5071.1,2201.5,59.66,25.9
06.901.887/0001-75,0,,8,"DPR - DISTRIBUIDORA DE PECAS E REFRIGERACAO EIRELI",85,,4023.05,1742.5,47.33,20.5
06.901.887/0001-75,0,,9,"DPR - DISTRIBUIDORA DE PECAS E REFRIGERACAO EIRELI",85,,4448.05,1929.5,52.33,22.7
06.901.887/0001-75,0,,10,"DPR - DISTRIBUIDORA DE PECAS E REFRIGERACAO EIRELI",85,,3853.05,1674.5,45.33,19.7
06.901.887/0001-75,0,,11,"DPR - DISTRIBUIDORA DE PECAS E REFRIGERACAO EIRELI",250,,4165,1800,16.66,7.2
06.901.887/0001-75,0,,12,"DPR - DISTRIBUIDORA DE PECAS E REFRIGERACAO EIRELI",13,,9620,4184.7,740,321.9
06.901.887/0001-75,0,,13,"DPR - DISTRIBUIDORA DE PECAS E REFRIGERACAO EIRELI",7,,4643.31,2018.8,663.33,288.4
06.901.887/0001-75,0,,14,"DPR - DISTRIBUIDORA DE PECAS E REFRIGERACAO EIRELI",1,,773.33,369.3,773.33,369.3
06.901.887/0001-75,0,,15,"DPR - DISTRIBUIDORA DE PECAS E REFRIGERACAO EIRELI",3,,3189.99,1387.2,1063.33,462.4
06.901.887/0001-75,0,,16,"DPR - DISTRIBUIDORA DE PECAS E REFRIGERACAO EIRELI",2,,3200,1392,1600,696
06.901.887/0001-75,0,,1,"DPR - DISTRIBUIDORA DE PECAS E REFRIGERACAO EIRELI",6,,16383.96,12000,2730.66,2000
06.901.887/0001-75,0,,2,"DPR - DISTRIBUIDORA DE PECAS E REFRIGERACAO EIRELI",1,,3490.52,2100,3490.52,2100
06.901.887/0001-75,0,,3,"DPR - DISTRIBUIDORA DE PECAS E REFRIGERACAO EIRELI",1,,4533.35,3300,4533.35,3300
06.901.887/0001-75,0,,4,"DPR - DISTRIBUIDORA DE PECAS E REFRIGERACAO EIRELI",1,,5760.22,3900,5760.22,3900
06.901.887/0001-75,0,,5,"DPR - DISTRIBUIDORA DE PECAS E REFRIGERACAO EIRELI",2,,15003,10400,7501.5,5200
06.901.887/0001-75,0,,6,"DPR - DISTRIBUIDORA DE PECAS E REFRIGERACAO EIRELI",2,,25327.16,21000,12663.58,10500
