cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
43.733.425/0001-12,0,,1,"DF COMERCIO DE MOVEIS PARA ESCRITORIO E CASA LTDA",1,,921.86,668.6,921.86,668.6
43.733.425/0001-12,0,,2,"DF COMERCIO DE MOVEIS PARA ESCRITORIO E CASA LTDA",24,,15280.08,11080.8,636.67,461.7
43.733.425/0001-12,0,,3,"DF COMERCIO DE MOVEIS PARA ESCRITORIO E CASA LTDA",16,,9595.84,6958.4,599.74,434.9
43.733.425/0001-12,0,,4,"DF COMERCIO DE MOVEIS PARA ESCRITORIO E CASA LTDA",8,,2012.8,1459.2,251.6,182.4
43.733.425/0001-12,0,,5,"DF COMERCIO DE MOVEIS PARA ESCRITORIO E CASA LTDA",1,,1927.36,1401.5,1927.36,1401.5
43.733.425/0001-12,0,,6,"DF COMERCIO DE MOVEIS PARA ESCRITORIO E CASA LTDA",1,,1101,798.5,1101,798.5
43.733.425/0001-12,0,,7,"DF COMERCIO DE MOVEIS PARA ESCRITORIO E CASA LTDA",2,,1424.3,1033,712.15,516.5
16.967.775/0001-70,0,,8,"FLEXFORMA COMERCIAL DE MOVEIS E EQUIPAMENTOS PARA",2,,4136.6,2975.8,2068.3,1487.9
16.967.775/0001-70,0,,9,"FLEXFORMA COMERCIAL DE MOVEIS E EQUIPAMENTOS PARA",9,,13665.6,9830.7,1518.4,1092.3
16.967.775/0001-70,0,,10,"FLEXFORMA COMERCIAL DE MOVEIS E EQUIPAMENTOS PARA",3,,4404,3168.3,1468,1056.1
16.967.775/0001-70,0,,11,"FLEXFORMA COMERCIAL DE MOVEIS E EQUIPAMENTOS PARA",2,,1702,1224.4,851,612.2
16.967.775/0001-70,0,,12,"FLEXFORMA COMERCIAL DE MOVEIS E EQUIPAMENTOS PARA",2,,1295.34,931.8,647.67,465.9
16.967.775/0001-70,0,,13,"FLEXFORMA COMERCIAL DE MOVEIS E EQUIPAMENTOS PARA",4,,1160,834.4,290,208.6
16.967.775/0001-70,0,,14,"FLEXFORMA COMERCIAL DE MOVEIS E EQUIPAMENTOS PARA",1,,2967,2139.7,2967,2139.7
16.967.775/0001-70,0,,15,"FLEXFORMA COMERCIAL DE MOVEIS E EQUIPAMENTOS PARA",2,,3752,2699.2,1876,1349.6
16.967.775/0001-70,0,,16,"FLEXFORMA COMERCIAL DE MOVEIS E EQUIPAMENTOS PARA",27,,11712.6,8424,433.8,312
16.967.775/0001-70,0,,17,"FLEXFORMA COMERCIAL DE MOVEIS E EQUIPAMENTOS PARA",16,,15893.28,11433.6,993.33,714.6
16.967.775/0001-70,0,,18,"FLEXFORMA COMERCIAL DE MOVEIS E EQUIPAMENTOS PARA",13,,15066.09,10838.1,1158.93,833.7
