cnpjCpfFornecedor,formaParticipacao,idFornecedor,itensProposta,nomeFonecedor,representanteCertame,responsavelFornecedor,socios
45.963.536/0001-40,INDIVIDUAL," ","itensProposta_ebc04661-faa5-4c7f-aa21-e902f927398a.csv","AF COMERCIO, LOCACOES E SERVICOS LTDA","ALAN SILVA DOS SANTOS FONSECA","ALAN SILVA DOS SANTOS FONSECA"," "
47.787.075/0001-28,INDIVIDUAL," ","itensProposta_65de3139-c890-4e78-960d-307d6d992128.csv","AJOTA ENGENHARIA E CONSTRUÇÃO LTDA","JOHN ANDERSEN COSTA SANTOS","JOHN ANDERSEN COSTA SANTOS"," "
01.975.186/0001-67,INDIVIDUAL," ","itensProposta_7ff3403a-e9b4-4bc9-8f70-fea76c6d2220.csv","BUDA MATERIAIS DE CONSTRUCAO LTDA","ANTONIO MACIEL DE JESUS","ANTONIO MACIEL DE JESUS"," "
17.896.535/0001-95,INDIVIDUAL," ","itensProposta_d651bbc3-77f8-4524-a26f-16b3bc883dcf.csv","CONSTRUCITY CONSTRUCOES E REFORMAS EIRELI","KAROLINE MAFRA DA SILVA","KAROLINE MAFRA DA SILVA"," "
60.944.788/0001-16,INDIVIDUAL," ","itensProposta_17a90673-3828-418b-96d8-6642b3c5b862.csv","D SIMOES TASCHETTO LTDA","DEIVERSON SIMOES TASCHETTO","DEIVERSON SIMOES TASCHETTO"," "
60.368.332/0001-55,INDIVIDUAL," ","itensProposta_2deacbbc-ac2a-402e-ae11-2a9ca27b7996.csv","EJM CONSTRUÇÕES LTDA","EDIVANIO VANDERLEI DE CORDOVA","EDIVANIO VANDERLEI DE CORDOVA"," "
54.913.501/0001-98,INDIVIDUAL," ","itensProposta_aa56cac7-6e68-43d9-8607-de7a646245e7.csv","ENGECONSTRU ENGENHARIA E ARQUITETURA LTDA.","VINICIUS BARBOSA DOS SANTOS","VINICIUS BARBOSA DOS SANTOS"," "
42.373.814/0001-11,INDIVIDUAL," ","itensProposta_d28f5ef2-62ad-4763-b383-da7fe5994016.csv","FABRIS PRESTADORA DE SERVICOS LTDA","LUCIANE PEREIRA BORGES FABRIS","LUCIANE PEREIRA BORGES FABRIS"," "
28.100.789/0001-71,INDIVIDUAL," ","itensProposta_3d81a9b5-448c-419e-a078-bb733b3908d5.csv","HOSANG CONSTRUTORA","JOAO MIGUEL LOPES MOREIRA","JOAO MIGUEL LOPES MOREIRA"," "
10.607.931/0001-06,INDIVIDUAL," ","itensProposta_57394ff7-7d20-4b74-bc37-86a99855d491.csv","KAMILLA CONSTRUCOES E PROJETOS LTDA","OSNEI HERMANI","OSNEI HERMANI"," "
10.634.960/0001-67,INDIVIDUAL," ","itensProposta_15b766bb-2f89-4a60-b1b8-477b027552e6.csv","NG3 CONSTRUTORA E PUBLICIDADE LTDA","NILTON GUIDI","NILTON GUIDI"," "
36.200.217/0001-92,INDIVIDUAL," ","itensProposta_51769f99-d51b-4e2a-bd04-6aabd145e2b8.csv","V DOS SANTOS GUIDI CONSTRUTORA LTDA","VINICIUS DOS SANTOS GUIDI","VINICIUS DOS SANTOS GUIDI"," "
