data,justificativa,responsavel,tipo
2025-08-06,"RESCISÃO UNILATERAL","VAGNER ESPINDOLA RODRIGUES",CANCELAMENTO
2025-09-05,"rescisão unilateral.","VAGNER ESPINDOLA RODRIGUES",TRANSF_PARA_OUTRA_ATA
