cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
59.224.431/0001-84,3401022376,"Esmerilhadeira Angular para uso profissional, de no mínimo 900w 4. 1/2",2,"FF OBRAS E SERVICOS LTDA",5,UND,2395,1475,479,295
59.224.431/0001-84,3401031434,"ESMERILHADEIRA ANGULAR PROFICIONAL DE NO MINIMO 900W VELOCIDADE MAXIMA DE ROTAÇÃO 12000RPM 4.1/2",3,"FF OBRAS E SERVICOS LTDA",2,UND,1953,776,976.5,388
59.224.431/0001-84,3401031440,"LEXADEIRA ORBITAL A BATERIA GSS 18V-10, 18V",11,"FF OBRAS E SERVICOS LTDA",2,UND,1505.8,1498,752.9,749
59.224.431/0001-84,3401031451,"PARAFUSADEIRA/FURADEIRA DE IMPACTO BATERIA 18V GSB 18V-50 1800RPM COM 2 BATARIEAS",18,"FF OBRAS E SERVICOS LTDA",2,UND,2550,1358,1275,679
59.224.431/0001-84,3401031456,"SERRA MARMORE A SECO A BATERIA DCC500ZKX1 CAPACIDADE ATE 40MM DISCO 125MM 8800RPM",26,"FF OBRAS E SERVICOS LTDA",2,UND,2670,2670,1335,1335
59.224.431/0001-84,3401031457,"BATERIA PARA SERRA MARMORE A SECO DCC500ZKX1 125MM BATERIA 5.0",27,"FF OBRAS E SERVICOS LTDA",2,UND,1318,1318,659,659
27.830.943/0001-06,3401022374,"Carrinho plataforma com aro/pneu, capacidade de carga de no mínimo 600kg, plataforma em madeira, dimensões 1,50 x 0,75, com alavanca fronta para transporte manual.",1,"LAURETH IMPORTS LTDA",4,UND,5956,5556,1489,1389
27.830.943/0001-06,3401031435,"BATERIA PARA ESMERILHADEIRA ANGULAR 900W 12000 RPM",4,"LAURETH IMPORTS LTDA",2,UND,1376.3,798,688.15,399
27.830.943/0001-06,3401031436,"FURADEIRA DE IMPACTOPARA USO PROFISSIONAL750W 220V",5,"LAURETH IMPORTS LTDA",5,UND,945,925,189,185
27.830.943/0001-06,3401031437,"PARAFUSADEIRA/FURADEIRA  DE IMPACTO A BATERIA 12V COM BATERIA E CARREGADOR",6,"LAURETH IMPORTS LTDA",2,UND,318,316,159,158
27.830.943/0001-06,3401031438,"BATERIA PARA FURADEIRA12V",7,"LAURETH IMPORTS LTDA",2,UND,113.28,111.8,56.64,55.9
27.830.943/0001-06,3401022392,"Lixadeira orbital para uso profissional de no mínimo 250w, com coletor de pó e 1/4'' de lixa, 220v",10,"LAURETH IMPORTS LTDA",2,UND,596.3,474,298.15,237
27.830.943/0001-06,3401031441,"BATERIA PARA LIXADEIRA ORBITAL GSS18V-10",12,"LAURETH IMPORTS LTDA",2,UND,998,998,499,499
27.830.943/0001-06,3401022393,"Máquina inversora de solda multiprocesso 220Vac, potência de no mínimo 5,5kVA, conforme especificações constantes no Termo de Referência.",13,"LAURETH IMPORTS LTDA",5,UND,14450,14250,2890,2850
27.830.943/0001-06,3401031448,"MOTASSERRA A GASOLINA COM POTENCIA 3,5CV 50CM",14,"LAURETH IMPORTS LTDA",2,UND,6418,6418,3209,3209
27.830.943/0001-06,3401031447,"MOTOSSERRA A GASOLINA COM POTENCIA 3,5CV 30CM.",15,"LAURETH IMPORTS LTDA",2,UND,1998,1980,999,990
27.830.943/0001-06,3401022394,"Motosserra à gasolina, com potência de no mínimo 3,5cv, com tanque de combustível, sistema anti vibratório e sabre de 40cm",16,"LAURETH IMPORTS LTDA",2,UND,5598,5598,2799,2799
27.830.943/0001-06,3401031450,"PARAFUSADEIRA/FURADEIRA DE IMPACTO ELETRICA 1/2,220V COM MALETA DE CARREGAMENTO, BIVOLT 18V.",17,"LAURETH IMPORTS LTDA",10,UND,9990,7900,999,790
27.830.943/0001-06,3401031452,"BATERIA PARA PARAFUSADEIRA DE IMPACTO 18V 18V-50",19,"LAURETH IMPORTS LTDA",1,UND,499,470,499,470
27.830.943/0001-06,10383774,"Placa vibratória para compactação de solos e massa asfáltica",21,"LAURETH IMPORTS LTDA",3,UND,31977,14643,10659,4881
27.830.943/0001-06,3401031454,"ROÇADEIRA A GASOLINA 1,6kW",22,"LAURETH IMPORTS LTDA",30,UND,131960,98850,3299,3295
27.830.943/0001-06,3401031454,"ROÇADEIRA A GASOLINA 1,6kW",23,"LAURETH IMPORTS LTDA",10,UND,131960,32980,3299,3298
27.830.943/0001-06,3401031455,"ROÇADEIRA A GASOLINA 1,4kW",24,"LAURETH IMPORTS LTDA",10,UND,26390,26350,2639,2635
27.830.943/0001-06,3401022396,"Serra Mármore a seco 220v de no mínimo 1500w para disco de 105 e 110mm",25,"LAURETH IMPORTS LTDA",3,UND,1084.5,1080,361.5,360
27.830.943/0001-06,3401031458,"MAQUINA PARA CORTAR ASFLTO/CONCRETO MOTOR A GASOLINA 13HP - 4 TEMPO DISCO 300 E 350",28,"LAURETH IMPORTS LTDA",3,UND,25275,20697,8425,6899
27.830.943/0001-06,3401031459,"SOPRADOR A GASOLINA CILINDRADA 64.8 CM³  1,4 LITROS",29,"LAURETH IMPORTS LTDA",23,UND,104970,80465.5,3499,3498.5
27.830.943/0001-06,3401031459,"SOPRADOR A GASOLINA CILINDRADA 64.8 CM³  1,4 LITROS",30,"LAURETH IMPORTS LTDA",7,UND,104970,24489.5,3499,3498.5
