cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
31.287.540/0001-21,38338,"Projeto arquitetônico de adaptação, compreendendo planta ba",1,"JD ARQUITETURA ESPECIALIZADA EIRELI",1068.58,M2,18165.86,17097.28,17,16
31.287.540/0001-21,38339,"Projeto de Layout de mobiliários e projetos dos mobiliários",2,"JD ARQUITETURA ESPECIALIZADA EIRELI",1068.58,M2,13891.54,13891.54,13,13
