cnpjCpfFornecedor,formaParticipacao,idFornecedor,itensProposta,nomeFonecedor,representanteCertame,responsavelFornecedor,socios
83.157.032/0001-22,INDIVIDUAL," ","itensProposta_b663d20c-0828-454f-a15e-8a6b39331880.csv","METROMED MATERIAL MEDICO HOSPITALAR","JEFFERSON MENDES","JEFFERSON MENDES"," "
00.802.002/0001-02,INDIVIDUAL," ","itensProposta_f81b73f9-5065-47a7-b71f-7debcfa1d8de.csv","ALTERMED MATERIAL MEDICO HOSPITALAR LTDA","PAULO ROBERTO RUSZCZAK","PAULO ROBERTO RUSZCZAK"," "
00.478.911/0001-29,INDIVIDUAL," ","itensProposta_859d71ea-6408-4ff6-81a5-911b77e46bc5.csv","DIGIPLUS TECNOLOGIA EIRELI","MATHEUS BORDIGNON","MATHEUS BORDIGNON"," "
62.413.869/0001-15,INDIVIDUAL," ","itensProposta_116ca579-bd3f-45c2-ae24-44b706573c9d.csv","GIGANTE RECEM NASCIDO IND. COM. E REPRES.LTDA","GASPARINO ANTONIO MARTINAZZO","GASPARINO ANTONIO MARTINAZZO"," "
00.612.686/0001-71,INDIVIDUAL," ","itensProposta_24478e8e-52a3-4d22-ac91-75959d549158.csv","Ilhatec Com. de Equip.Médico-Hospitalares Ltda.EPP","FABIANO TORRES","FABIANO TORRES"," "
10.442.984/0001-14,INDIVIDUAL," ","itensProposta_033ef2ea-e03b-4001-9d57-cf3a19828151.csv","DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA",,," "
17.034.839/0001-43,INDIVIDUAL," ","itensProposta_20a65245-db91-4505-9ad4-b6c7770a0545.csv","MARCELLA RICKEN DE MATTIA","RAQUEL RICKEN DE MATTIA","RAQUEL RICKEN DE MATTIA"," "
05.021.932/0001-34,INDIVIDUAL," ","itensProposta_0df6cb7b-3129-423c-a95d-54e90e2542d6.csv","MF DE ALMEIDA & CIA. LTDA","MARCIO FREITAS DE ALMEIRA","MARCIO FREITAS DE ALMEIRA"," "
23.996.430/0001-00,INDIVIDUAL," ","itensProposta_c9b310b0-54df-4e80-8380-fd5905212121.csv","MUNDIAL SOLUCOES LABORATORIAIS LTDA - ME","MAYCON JAIR DE SOUZA","MAYCON JAIR DE SOUZA"," "
28.259.633/0001-38,INDIVIDUAL," ","itensProposta_07857679-1237-4d14-978a-224ef307520a.csv","3IP FULL RETAIL LTDA","RENAN SARTOR PIETSCH","RENAN SARTOR PIETSCH"," "
03.928.935/0001-20,INDIVIDUAL," ","itensProposta_9e2c08e3-b38a-4b49-b33b-4eccbdd58064.csv","HAYA INFORMATICA LTDA",,," "
60.683.786/0001-10,INDIVIDUAL," ","itensProposta_f0a5b7fa-1cbc-415c-b823-ac29971689ce.csv","MEDICAL CIRURGICA LTDA","JUTUÍ FARIAS","JUTUÍ FARIAS"," "
29.634.736/0001-01,INDIVIDUAL," ","itensProposta_99f98ecc-52a7-4d11-a948-1491b326cb56.csv","TEMPERCLIMA REFRIGERACAO EIRELI","LEANDRO BARDINI IDALINO","LEANDRO BARDINI IDALINO"," "
97.533.241/0001-38,INDIVIDUAL," ","itensProposta_775c0bcc-4287-4a7f-bbff-7178a155c12b.csv","M.H.M DO COUTO COMERCIAL - ME","LUCIO JOSE DE OLIVEIRA","LUCIO JOSE DE OLIVEIRA"," "
16.679.319/0001-25,INDIVIDUAL," ","itensProposta_54ed0c0c-82c5-4964-bc7c-b9f8d70ce612.csv","APICEBR COMERCIAL EIRELI","SANDRO PIETSCH","SANDRO PIETSCH"," "
01.291.015/0001-19,INDIVIDUAL," ","itensProposta_2d28a7fa-7113-4712-8b25-86235ce0191e.csv","MEGA ESCRITORIO COMERCIO DE MOVEIS EIRELI","MAICON BORGES GONÇALVES","MAICON BORGES GONÇALVES"," "
17.189.700/0001-79,INDIVIDUAL," ","itensProposta_37be6588-dc7b-4a83-b4ef-669438e5b1dc.csv","ANDREIA LORENZI","BEATRIZ CECHINEL","BEATRIZ CECHINEL"," "
79.805.263/0001-28,INDIVIDUAL," ","itensProposta_9f36d7e2-5715-4b0d-9361-a8895cfffeb8.csv","KSS COMERCIO E INDUSTRIA DE EQUIPAMENTOS MEDICO LTDA","KEVEN STUHLER DA ROSA","KEVEN STUHLER DA ROSA"," "
18.021.997/0001-21,INDIVIDUAL," ","itensProposta_6414bb38-c5dd-4802-983c-a6dfbf3a4241.csv","DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA","BARTOLOMEU ALESSANDRO DE SOUZA HENRIQUE","BARTOLOMEU ALESSANDRO DE SOUZA HENRIQUE"," "
