cnpjCpfFornecedor,formaParticipacao,idFornecedor,itensProposta,nomeFonecedor,representanteCertame,responsavelFornecedor,socios
00.247.513/0001-00,INDIVIDUAL," ","itensProposta_c656c4eb-4650-4290-ada5-db388c712be3.csv","LIPAPER LIVRARIA INF. E PAPELARIA LTDA.","JOSE PAULO DE BETTIO","JOSE PAULO DE BETTIO"," "
79.912.788/0001-62,INDIVIDUAL," ","itensProposta_3321c1af-bf18-49f8-9679-63feb673e7ea.csv","REGIS COMERCIO DE BRINQUEDOS LTDA","FELIPE SCHMITZ REGIS","FELIPE SCHMITZ REGIS"," "
73.993.362/0001-02,INDIVIDUAL," ","itensProposta_7cb11f9d-7b8e-4f0b-b7fb-c674c911958f.csv","BARONESA LTDA","EDISON LUIS MAYRER","EDISON LUIS MAYRER"," "
04.775.077/0001-94,INDIVIDUAL," ","itensProposta_231baccb-1845-4513-b082-c33d01e13d98.csv","MARY BOOK COMÉRCIO LTDA","ADRIANO ROSSO DOS SANTOS","ADRIANO ROSSO DOS SANTOS"," "
10.385.994/0001-65,INDIVIDUAL," ","itensProposta_9eb8b125-8fbc-4d39-b219-b12c686574ef.csv","LIBRINKE DISTRIBUIDORA DE MATERIAIS E SERVICOS LTDA","PELÓPIDAS FRANCISCO DITTERT","PELÓPIDAS FRANCISCO DITTERT"," "
01.763.210/0001-02,INDIVIDUAL," ","itensProposta_3b19a37a-7883-4427-b1b9-60b7a40ba673.csv","REJANE COMERCIO DE PRODUTOS PEDAGOGICOS LTDA - ME","CRISTIAN DA ROSA PORTO","CRISTIAN DA ROSA PORTO"," "
28.629.492/0001-06,INDIVIDUAL," ","itensProposta_495cd6ed-c5b7-4912-aebe-941eea894243.csv","S. SCHNEIDER","ISMAEL NEDEL","ISMAEL NEDEL"," "
20.257.784/0001-45,INDIVIDUAL," ","itensProposta_20810594-b05d-4b85-b755-c6fda1925b6b.csv","G T A ATACADO E VAREJO EIRELI","CARLOS FELIPE CONTEZINI","CARLOS FELIPE CONTEZINI"," "
27.286.283/0001-36,INDIVIDUAL," ","itensProposta_5b62c689-b462-45b5-8600-e6bf06d73a00.csv","VICENTE DEPARTAMENTOS EIRELI","GUILHERME ALEXANDRE","GUILHERME ALEXANDRE"," "
32.076.501/0001-48,INDIVIDUAL," ","itensProposta_8c19c0c5-5de7-43e8-a7cb-47c79abfe1a2.csv","TIAGO DANIEL IZOLAN","TIAGO DANIEL IZOLAN","TIAGO DANIEL IZOLAN"," "
34.413.040/0001-87,INDIVIDUAL," ","itensProposta_5f5272e9-41a5-4d2f-86eb-939a1c282e76.csv","DISTRIBUIDORA LALAU LTDA","NADINE ALBERTON VIEIRA","NADINE ALBERTON VIEIRA"," "
13.960.767/0001-04,INDIVIDUAL," ","itensProposta_6f9efde0-e8c0-48d7-804a-2ee8775bc68d.csv","LEANDRO D. KOPP","LEANDRO DANIEL KOPP","LEANDRO DANIEL KOPP"," "
24.754.528/0002-03,INDIVIDUAL," ","itensProposta_15aa1d01-f464-4e1e-ab21-7e95d899f5fd.csv","KLEIN SIMIONATO & SANTOS LTDA","CARLOS ROBERTO DOS SANTOS","CARLOS ROBERTO DOS SANTOS"," "
