cnpjCpfFornecedor,formaParticipacao,idFornecedor,itensProposta,nomeFonecedor,representanteCertame,responsavelFornecedor,socios
35.820.448/0107-94,INDIVIDUAL," ","itensProposta_8a6eb619-98d5-4cd1-8650-f9a4aae660dc.csv","WHITE MARTINS GASES INDUSTRIAIS LTDA","MARCIO DOS REIS FERRAO","MARCIO DOS REIS FERRAO"," "
00.331.788/0060-79,INDIVIDUAL," ","itensProposta_343f9136-2582-490b-b8c1-c43b7306ef47.csv","AIR LIQUIDE BRASIL LTDA","CLAUDIA ADEGAS ROESE","CLAUDIA ADEGAS ROESE"," "
