cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
74.145.053/0001-37,10378972,"Rolo de arame farpado (500m)",1,"JR MATERIAL DE CONSTRUÇÃO",35,UND,11025,9922.5,315,283.5
74.145.053/0001-37,10378973,"Mourões de concreto 10cm x 10cm x 200cm",2,"JR MATERIAL DE CONSTRUÇÃO",1000,UND,32000,28800,32,28.8
74.145.053/0001-37,10378974,"Mourões de eucalipto tratado (2,00m)",3,"JR MATERIAL DE CONSTRUÇÃO",100,UND,1259,1133,12.59,11.33
74.145.053/0001-37,10376352,"Areia Lavada Média.",4,"JR MATERIAL DE CONSTRUÇÃO",30,M3,1889.4,1700.4,62.98,56.68
74.145.053/0001-37,10378977,"Tijolo cerâmico 9 furos 14x19x25",5,"JR MATERIAL DE CONSTRUÇÃO",15000,UND,6300,5550,0.42,0.37
