cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
82.838.764/0001-15,10375310,"AGRALE/8500 TCA(Nacional)  2010",1,"MERCEPECAS COM DE PECAS LTDA",3,UND,300,45,100,15
82.838.764/0001-15,10375311,"AGRALE/MASCA GRANMINI O(Nacional) 2010",2,"MERCEPECAS COM DE PECAS LTDA",3,UND,300,45,100,15
82.838.764/0001-15,10375312,"FORD/CARGO 1317 E(Nacional) 2010",3,"MERCEPECAS COM DE PECAS LTDA",6,UND,600,90,100,15
82.838.764/0001-15,10375313,"FORD/CARGO 1415(Nacional) 1990",4,"MERCEPECAS COM DE PECAS LTDA",1,UND,100,15,100,15
82.838.764/0001-15,10375314,"FORD/CARGO 2622 E(Nacional) 2009",5,"MERCEPECAS COM DE PECAS LTDA",10,UND,1000,150,100,15
82.838.764/0001-15,10313155,"FORD/CARGO 2631 6X4(Nacional) 2019",6,"MERCEPECAS COM DE PECAS LTDA",2,UND,200,30,100,15
82.838.764/0001-15,80500301,"FORD CARGO 712 (NACIONAL) 2010",7,"MERCEPECAS COM DE PECAS LTDA",1,UND,100,15,100,15
82.838.764/0001-15,10375316,"FORD/CARGO 815 E(Nacional) 2010",8,"MERCEPECAS COM DE PECAS LTDA",2,UND,200,30,100,15
82.838.764/0001-15,10375317,"FORD/CARGO 816 S (Nacional) 2013",9,"MERCEPECAS COM DE PECAS LTDA",1,UND,100,15,100,15
82.838.764/0001-15,10375318,"IVECO/CITYCLASS 70C17 (Nacional) 2014",10,"MERCEPECAS COM DE PECAS LTDA",1,UND,100,15,100,15
82.838.764/0001-15,10375319,"IVECO/CITYCLASS 70C17 (Nacional) 2016",11,"MERCEPECAS COM DE PECAS LTDA",1,UND,100,15,100,15
82.838.764/0001-15,10375320,"IVECO/GRANCLASS 150S21E (Nacional) 2017",12,"MERCEPECAS COM DE PECAS LTDA",1,UND,100,15,100,15
82.838.764/0001-15,10375321,"M.BENZ/710 (Nacional) 2001",13,"MERCEPECAS COM DE PECAS LTDA",1,UND,100,15,100,15
82.838.764/0001-15,10374469,"M.BENZ/L 1113 1978",14,"MERCEPECAS COM DE PECAS LTDA",1,UND,100,15,100,15
82.838.764/0001-15,10375323,"M.BENZ/L 608 D(Nacional) 1978",15,"MERCEPECAS COM DE PECAS LTDA",1,UND,100,15,100,15
82.838.764/0001-15,10374470,"M.BENZ/L 608 D 1983",16,"MERCEPECAS COM DE PECAS LTDA",1,UND,100,15,100,15
82.838.764/0001-15,10375324,"M.BENZ/LS 1313(Nacional) 1979",17,"MERCEPECAS COM DE PECAS LTDA",1,UND,100,15,100,15
82.838.764/0001-15,10375325,"M.BENZ/OF 1313(Nacional) 1987",18,"MERCEPECAS COM DE PECAS LTDA",1,UND,100,15,100,15
82.838.764/0001-15,10375326,"MARCOPOLO/VOLARE W9 ON (Nacional) 2009",19,"MERCEPECAS COM DE PECAS LTDA",2,UND,200,30,100,15
82.838.764/0001-15,10375329,"SCANIA/K113 TL 6X2 360 (Nacional) 1997",20,"MERCEPECAS COM DE PECAS LTDA",1,UND,100,15,100,15
82.838.764/0001-15,10374472,"SCANIA/T112 HW 4X2 1990",21,"MERCEPECAS COM DE PECAS LTDA",1,UND,100,15,100,15
82.838.764/0001-15,10374473,"VW/14.140 1990",22,"MERCEPECAS COM DE PECAS LTDA",1,UND,100,15,100,15
82.838.764/0001-15,10365118,"VW/15.190 EOD E.S.ORE",23,"MERCEPECAS COM DE PECAS LTDA",1,UND,100,15,100,15
82.838.764/0001-15,10375333,"VW/17.280 CRM 4X2 4P (Nacional) 2014",24,"MERCEPECAS COM DE PECAS LTDA",1,UND,100,15,100,15
82.838.764/0001-15,10365119,"VW/24.250 CNC 6X2",25,"MERCEPECAS COM DE PECAS LTDA",1,UND,100,15,100,15
82.838.764/0001-15,10378107,"VW/6.160 DRC 4X2(Nacional) 2019",26,"MERCEPECAS COM DE PECAS LTDA",1,UND,100,15,100,15
82.838.764/0001-15,10375335,"VW/8.120 EURO3(Nacional) 2008",27,"MERCEPECAS COM DE PECAS LTDA",1,UND,100,15,100,15
82.838.764/0001-15,10375336,"VW/8.150(Nacional) 2004",28,"MERCEPECAS COM DE PECAS LTDA",1,UND,100,15,100,15
82.838.764/0001-15,10375337,"VW/8.150E DELIVERY(Nacional) 2008",29,"MERCEPECAS COM DE PECAS LTDA",3,UND,300,45,100,15
82.838.764/0001-15,10375338,"VW/9.150E CUMMINS(Nacional) 2009",30,"MERCEPECAS COM DE PECAS LTDA",1,UND,100,15,100,15
82.838.764/0001-15,80501026,"VW CONSTELATION  17.230 (Nacional) 2019",31,"MERCEPECAS COM DE PECAS LTDA",1,UND,100,15,100,15
82.838.764/0001-15,10376965,"VW MPOLO SENIOR GVO MEO0892",32,"MERCEPECAS COM DE PECAS LTDA",1,UND,100,15,100,15
82.838.764/0001-15,10365121,"VW/NEOBUS THUNDER",33,"MERCEPECAS COM DE PECAS LTDA",2,UND,200,30,100,15
