cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
02.341.788/0001-25,10378082,"Aruela lisa 3/8 zincado branco",1,"GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA",1,CENT,11.86,11.27,11.86,11.27
02.341.788/0001-25,10378083,"Aruela lisa M10 zincado branco",2,"GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA",1,CENT,11.29,10.73,11.29,10.73
02.341.788/0001-25,10378084,"Bico Atomizador",3,"GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA",4,UND,482.68,458.56,120.67,114.64
02.341.788/0001-25,230202097,"BOMBA DO ÓLEO",4,"GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA",5,UND,4780,4541,956,908.2
02.341.788/0001-25,10378085,"Braço misturador 1/2 x PUG direito",5,"GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA",44,UND,1598.52,1518.44,36.33,34.51
02.341.788/0001-25,10378086,"Braço misturador 1/2 x PUG esquerdo",6,"GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA",44,UND,1598.52,1518.44,36.33,34.51
02.341.788/0001-25,10375229,"Contato auxiliar frontal HKF-11",7,"GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA",2,PÇA,128.34,121.92,64.17,60.96
02.341.788/0001-25,10375236,"Contato força AF09",8,"GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA",2,UND,306,290.7,153,145.35
02.341.788/0001-25,10375238,"Controlador de chama duplo estágio",9,"GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA",2,UND,1799.34,1709.38,899.67,854.69
02.341.788/0001-25,340100304,"Controlador de pesagem RTU",10,"GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA",2,UND,4657.66,4424.78,2328.83,2212.39
02.341.788/0001-25,10378088,"Disjutor motor MS132",11,"GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA",2,UND,600,570,300,285
02.341.788/0001-25,10375233,"Eletrodo de ignição haste 1/8",12,"GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA",4,UND,705.6,670.32,176.4,167.58
02.341.788/0001-25,340100305,"Gaiola manga usina de asfalto",13,"GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA",120,UND,13440,12768,112,106.4
02.341.788/0001-25,340100306,"Kit transformador de ignição",14,"GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA",2,UND,1666.66,1583.32,833.33,791.66
02.341.788/0001-25,10378089,"Mancal F209",15,"GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA",20,UND,560,532,28,26.6
02.341.788/0001-25,10378090,"Mancal F210",16,"GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA",20,UND,792.8,753.8,39.64,37.69
02.341.788/0001-25,10378091,"Mancal F211",17,"GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA",20,UND,792.8,753.8,39.64,37.69
02.341.788/0001-25,10378092,"Manga poliéster 1800 x 160 mm",18,"GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA",130,UND,19587.1,18608.2,150.67,143.14
02.341.788/0001-25,10378092,"Manga poliéster 1800 x 160 mm",19,"GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA",88,UND,2021.36,1920.16,22.97,21.82
02.341.788/0001-25,10378094,"Parafusos da rosca parcial 10 x 80mm",20,"GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA",1,CENT,124.67,118.44,124.67,118.44
02.341.788/0001-25,10378095,"Parafusos do cabo 3/8 x 63mm",21,"GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA",1,CENT,188.67,179.24,188.67,179.24
02.341.788/0001-25,10375225,"Porca sextavada C8 M10 x 1,5",22,"GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA",2,CENT,42.2,40.1,21.1,20.05
02.341.788/0001-25,10375226,"Porca sextavada G8 UNC 3/8",23,"GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA",2,CENT,56.04,53.24,28.02,26.62
02.341.788/0001-25,10378096,"Queimador de óleo 250.000 kcal",24,"GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA",3,UND,15519.99,14743.98,5173.33,4914.66
