cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
76.827.328/0001-48,10374359,"Cilindro com pistão Æ 40 mm",1,"CANDEO-OFIC.E COM. DE MOTOSSERRA LTDA",3,UND,744.45,692.34,248.15,230.78
76.827.328/0001-48,10101418,VIRABREQUIM,2,"CANDEO-OFIC.E COM. DE MOTOSSERRA LTDA",3,UND,799.68,743.7,266.56,247.9
76.827.328/0001-48,230203355,"CARBURADOR C1S-S3E",3,"CANDEO-OFIC.E COM. DE MOTOSSERRA LTDA",4,UND,512.52,476.64,128.13,119.16
76.827.328/0001-48,10301249,"Jogo de juntas de vedação",4,"CANDEO-OFIC.E COM. DE MOTOSSERRA LTDA",5,UND,52.15,48.5,10.43,9.7
76.827.328/0001-48,10371997,"Transmissão completa",5,"CANDEO-OFIC.E COM. DE MOTOSSERRA LTDA",3,UND,843,783.99,281,261.33
76.827.328/0001-48,230203357,"ROLAMENTO DE ESFERAS 6001-Z",6,"CANDEO-OFIC.E COM. DE MOTOSSERRA LTDA",7,UND,159.39,148.26,22.77,21.18
76.827.328/0001-48,230204365,"Rolamento de esferas 6000",7,"CANDEO-OFIC.E COM. DE MOTOSSERRA LTDA",7,UND,142.94,132.93,20.42,18.99
76.827.328/0001-48,230204366,"Rolamento de esferas 6002-2RS",8,"CANDEO-OFIC.E COM. DE MOTOSSERRA LTDA",4,UND,108.4,100.8,27.1,25.2
76.827.328/0001-48,230204367,"Rolamento de esferas 6001",9,"CANDEO-OFIC.E COM. DE MOTOSSERRA LTDA",4,UND,81.72,76,20.43,19
76.827.328/0001-48,230203358,"CARCAÇA DE ENGRENAGEM",10,"CANDEO-OFIC.E COM. DE MOTOSSERRA LTDA",4,UND,484.12,450.24,121.03,112.56
76.827.328/0001-48,230204368,"Jogo de pinhões",11,"CANDEO-OFIC.E COM. DE MOTOSSERRA LTDA",4,UND,494.84,460.2,123.71,115.05
76.827.328/0001-48,230204369,"Rolamento de esferas 6201",12,"CANDEO-OFIC.E COM. DE MOTOSSERRA LTDA",10,UND,266.5,247.8,26.65,24.78
76.827.328/0001-48,230204370,"Retentor 12x20x5",13,"CANDEO-OFIC.E COM. DE MOTOSSERRA LTDA",4,UND,39.32,36.56,9.83,9.14
76.827.328/0001-48,230203360,"RETENTOR 12X32X7",14,"CANDEO-OFIC.E COM. DE MOTOSSERRA LTDA",4,UND,40.68,37.84,10.17,9.46
76.827.328/0001-48,10113492,PROTECAO,15,"CANDEO-OFIC.E COM. DE MOTOSSERRA LTDA",4,UND,167.16,155.44,41.79,38.86
76.827.328/0001-48,10300028,"CINTA DUPLA PARA OMBRO",16,"CANDEO-OFIC.E COM. DE MOTOSSERRA LTDA",20,UND,1587.6,1476.4,79.38,73.82
76.827.328/0001-48,10101064,"ANEL DE PROTECAO",17,"CANDEO-OFIC.E COM. DE MOTOSSERRA LTDA",5,UND,94.5,87.9,18.9,17.58
76.827.328/0001-48,10110374,"PRATO GIRATORIO",18,"CANDEO-OFIC.E COM. DE MOTOSSERRA LTDA",15,UND,202.5,188.4,13.5,12.56
76.827.328/0001-48,230204371,"Porca de seg com colar M12x 15",19,"CANDEO-OFIC.E COM. DE MOTOSSERRA LTDA",10,UND,97.6,90.8,9.76,9.08
76.827.328/0001-48,230201321,"PARAFUSO DE FECHAMENTO",20,"CANDEO-OFIC.E COM. DE MOTOSSERRA LTDA",40,UND,336.4,312.8,8.41,7.82
76.827.328/0001-48,230101397,"ARRUELA DE PRESSÃO 15X60X3",21,"CANDEO-OFIC.E COM. DE MOTOSSERRA LTDA",5,UND,70.1,65.2,14.02,13.04
76.827.328/0001-48,230101398,"CARCAÇA DE TANQUE",22,"CANDEO-OFIC.E COM. DE MOTOSSERRA LTDA",4,UND,930.96,865.8,232.74,216.45
76.827.328/0001-48,230204372,"Cabeçote de aspiração",23,"CANDEO-OFIC.E COM. DE MOTOSSERRA LTDA",40,UND,320,297.6,8,7.44
76.827.328/0001-48,10102373,"TAMPA DO TANQUE",24,"CANDEO-OFIC.E COM. DE MOTOSSERRA LTDA",4,UND,91.08,84.72,22.77,21.18
76.827.328/0001-48,10100162,CONEXAO,25,"CANDEO-OFIC.E COM. DE MOTOSSERRA LTDA",4,UND,162.08,150.72,40.52,37.68
76.827.328/0001-48,10110716,"CABO ACELERADOR",26,"CANDEO-OFIC.E COM. DE MOTOSSERRA LTDA",5,UND,307,285.5,61.4,57.1
76.827.328/0001-48,230204373,"Eixo de acionamento",27,"CANDEO-OFIC.E COM. DE MOTOSSERRA LTDA",5,UND,483.7,449.85,96.74,89.97
76.827.328/0001-48,110300666,"AGULHA DE ADMISSAO",28,"CANDEO-OFIC.E COM. DE MOTOSSERRA LTDA",5,UND,114.85,106.8,22.97,21.36
76.827.328/0001-48,230201264,"MEMBRANA DA BOMBA",29,"CANDEO-OFIC.E COM. DE MOTOSSERRA LTDA",10,UND,267.1,248.4,26.71,24.84
76.827.328/0001-48,230101399,"GAIOLA DE AGULHAS 10X14X13",30,"CANDEO-OFIC.E COM. DE MOTOSSERRA LTDA",15,UND,266.55,247.95,17.77,16.53
76.827.328/0001-48,10371998,"Graxa 80gr",31,"CANDEO-OFIC.E COM. DE MOTOSSERRA LTDA",100,UND,1207,1123,12.07,11.23
76.827.328/0001-48,230204374,"VELA IGNIÇÃO",32,"CANDEO-OFIC.E COM. DE MOTOSSERRA LTDA",50,UND,820,762.5,16.4,15.25
76.827.328/0001-48,230202003,"CORDAO DE ARRANQUE",33,"CANDEO-OFIC.E COM. DE MOTOSSERRA LTDA",30,UND,185.1,172.2,6.17,5.74
76.827.328/0001-48,10110468,"FILTRO COMBUSTIVEL",34,"CANDEO-OFIC.E COM. DE MOTOSSERRA LTDA",40,UND,364.8,339.2,9.12,8.48
