ano,cnpjCpfContratado,dataAssinatura,dataVigenciaFinal,dataVigenciaInicial,nomeContratado,nomeEntidade,numero,objeto,situacao,valor
2019,00.366.257/0001-61,2019-11-18,2020-05-18,2019-11-18,"CADERODE MOVEIS PARA ESCRITORIO LTDA","PREFEITURA MUNICIPAL DE CRICIUMA",346,"Aquisição de mobiliários corporativos, em atendimento a Secretaria Municipal de Educação de Criciúma/SC."," ",211699.77
