cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
05.850.947/0001-05,10366640,"Açúcar branco refinado 1Kg",1,"MARCELO GOMES & CIA LTDA",400,KG,956,908,2.39,2.27
05.850.947/0001-05,10377410,"Açucar Mascavo 1Kg",2,"MARCELO GOMES & CIA LTDA",100,PCT,988,939,9.88,9.39
05.850.947/0001-05,40301293,"ADOÇANTE LIQUIDO 100ml",3,"MARCELO GOMES & CIA LTDA",50,UND,236.5,224,4.73,4.48
05.850.947/0001-05,10377411,"Água de Coco 1 Litro",4,"MARCELO GOMES & CIA LTDA",400,LT,3392,3220,8.48,8.05
05.850.947/0001-05,10101771,"OLEO DE SOJA",5,"MARCELO GOMES & CIA LTDA",40,UND,186.8,175.6,4.67,4.39
05.850.947/0001-05,10374415,"Azeite de Oliva",6,"MARCELO GOMES & CIA LTDA",20,UND,398,378,19.9,18.9
05.850.947/0001-05,10377412,"Balas Sortidas 600 g",7,"MARCELO GOMES & CIA LTDA",100,PCT,1080,997,10.8,9.97
05.850.947/0001-05,10377413,"Biscoito Amanteigado Sortido 400 g",8,"MARCELO GOMES & CIA LTDA",400,PCT,2200,2088,5.5,5.22
05.850.947/0001-05,10113539,"BISCOITO AGUA E SAL",9,"MARCELO GOMES & CIA LTDA",350,PCT,1050,1046.5,3,2.99
05.850.947/0001-05,10366643,"Café moido a vácuo embalagem  500gr",10,"MARCELO GOMES & CIA LTDA",400,UND,3732,3560,9.33,8.9
05.850.947/0001-05,340100275,"Chá Diversos Caixa com 10 Sachets",11,"MARCELO GOMES & CIA LTDA",250,CX,770,730,3.08,2.92
05.850.947/0001-05,340100276,"Filtro de Papel 103 caixa com 30 unidades",12,"MARCELO GOMES & CIA LTDA",100,CX,300,285,3,2.85
05.850.947/0001-05,10300472,"Garrafa térmica de 1 litro",13,"MARCELO GOMES & CIA LTDA",10,UND,445,422,44.5,42.2
05.850.947/0001-05,340100277,"Guardanapo 20x23cm com 50 unidades",14,"MARCELO GOMES & CIA LTDA",500,UND,1020,945,2.04,1.89
05.850.947/0001-05,10377414,"Leite Integral 1 Litro",15,"MARCELO GOMES & CIA LTDA",1000,CX,2560,2540,2.56,2.54
05.850.947/0001-05,10377415,"Manteiga Com Sal Tablet 200 g",16,"MARCELO GOMES & CIA LTDA",50,UND,458,434.5,9.16,8.69
05.850.947/0001-05,10377416,"Refrigerante Sabores Diversos 350 ml",17,"MARCELO GOMES & CIA LTDA",1000,LAT,2310,2190,2.31,2.19
05.850.947/0001-05,10377417,"Refrigerante 2 Litros",18,"MARCELO GOMES & CIA LTDA",200,UND,996,946,4.98,4.73
05.850.947/0001-05,10377418,"Sal .",19,"MARCELO GOMES & CIA LTDA",20,UND,38.8,35,1.94,1.75
05.850.947/0001-05,10306582,"SALGADOS SORTIDOS",20,"MARCELO GOMES & CIA LTDA",280,CENT,14772.8,14000,52.76,50
05.850.947/0001-05,10377419,"Suco Integral 1 Litro",21,"MARCELO GOMES & CIA LTDA",325,UND,4052.75,3851.25,12.47,11.85
05.850.947/0001-05,40300672,Vinagre,22,"MARCELO GOMES & CIA LTDA",20,FRA,59.6,44,2.98,2.2
