cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
30.958.155/0001-04,10377435,"Construção;Instalação de uma subestação transformadora de 15",1,"KF ENGENHARIA LTDA",1,UND,37284.75,33405.95,37284.75,33405.95
