cnpjCpfFornecedor,formaParticipacao,idFornecedor,itensProposta,nomeFonecedor,representanteCertame,responsavelFornecedor,socios
00.247.513/0001-00,INDIVIDUAL," ","itensProposta_d2496b9f-83e1-45ba-b1bc-f51d0f14e8db.csv","LIPAPER LIVRARIA INF. E PAPELARIA LTDA.","JOSÉ PAULO DE BETTIO","JOSÉ PAULO DE BETTIO"," "
04.572.854/0001-01,INDIVIDUAL," ","itensProposta_2f136009-6ee9-4b22-9f0b-8f435f6d8f8b.csv","DAT INFORMATICA LTDA ME","LAUDENIR JEREMIAS","LAUDENIR JEREMIAS"," "
16.679.319/0001-25,INDIVIDUAL," ","itensProposta_4658895a-b1d0-491d-959a-ac0394b95c3e.csv","APICEBR COMERCIAL EIRELI","SANDRO PIETSCH","SANDRO PIETSCH"," "
03.928.935/0001-20,INDIVIDUAL," ","itensProposta_2347560e-8959-4890-a3bd-28caf25263d7.csv","HAYA INFORMATICA LTDA","ELIOMAR CARLOS CARDOSO","ELIOMAR CARLOS CARDOSO"," "
28.259.633/0001-38,INDIVIDUAL," ","itensProposta_6902c47d-a405-4943-9506-e0877eded420.csv","3IP FULL RETAIL LTDA","RENAN SARTOR PIETSCH","RENAN SARTOR PIETSCH"," "
12.744.274/0001-74,INDIVIDUAL," ","itensProposta_2e1c6ad7-db40-47da-9ad5-1e19b4be9ae5.csv","ALEXANDRO MARCIO GOTZINGER","GEDIVALDO GOTZINGER","GEDIVALDO GOTZINGER"," "
10.894.828/0001-94,INDIVIDUAL," ","itensProposta_2679f142-b737-476d-929e-1291b2e2c1cf.csv","VERLIN & PIONTKOSKI LTDA","JAKSON MARCEL GANZER","JAKSON MARCEL GANZER"," "
22.417.394/0001-10,INDIVIDUAL," ","itensProposta_911ca149-c8fb-4402-b5f2-7b52619b9ace.csv","OSMAR ORLANDI JUNIOR","EVERTON VARGAS DICK","EVERTON VARGAS DICK"," "
20.370.489/0001-09,INDIVIDUAL," ","itensProposta_f5425fbe-3b99-446f-9efd-ba6fc22ea5d2.csv","KARINI STUPP BRASIL DEMO","ANGELO DEMO","ANGELO DEMO"," "
77.578.524/0001-99,INDIVIDUAL," ","itensProposta_843b7683-94fa-4e8b-be5d-71b58d7959e3.csv","AFB PRIME INDUSTRIA, COMERCIO E DIST. DE EQUIP. EI","LAUREDIZAO ABILIO FERREIRA JUNIOR","LAUREDIZAO ABILIO FERREIRA JUNIOR"," "
