ano,cnpjCpfContratado,dataAssinatura,dataVigenciaFinal,dataVigenciaInicial,nomeContratado,nomeEntidade,numero,objeto,situacao,valor
2020,28.209.532/0001-52,2020-03-05,2025-03-05,2020-03-05,"BRE CONSTRUCOES EIRELI","PREFEITURA MUNICIPAL DE CRICIUMA",75,"Contratação de empresa para execução dos serviços necessários às obras de construção da edificação do prédio do CENTRO DE CONVIVÊNCIA DA TERCEIRA IDADE (Centro do Idoso), com 1.546,21m² de área, no Parque das Nações, localizado na Avenida Centenário - Criciúma-SC. Convênio: FUNDEM; PROCOM; Recursos do Ministério Público do Trabalho - MPT e Lei nº. 6797/2016."," ",3521725.21
