cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
10.336.481/0001-64,10379089,"Cabo de Cobre Isol. PVC 0,6/1,0KV 6,0mm2",1,"ELETRO MW EIRELI",3190,M,14450.7,13717,4.53,4.3
10.336.481/0001-64,10379090,"Cabo de Cobre Isol. PVC 0,6/1,0KV 10,0mm2",2,"ELETRO MW EIRELI",4900,M,31654,30380,6.46,6.2
10.336.481/0001-64,10379091,"Cabo de Cobre Isol. PVC 0,6/1,0KV 16,0mm2",3,"ELETRO MW EIRELI",17500,M,154000,148750,8.8,8.5
10.336.481/0001-64,10379092,"Cabo de Cobre Isol. PVC 0,6/1,0KV 25,0mm2",4,"ELETRO MW EIRELI",17700,M,230454,223197,13.02,12.61
10.336.481/0001-64,10379093,"Cabo de Cobre Isol. PVC 0,6/1,0KV 70,0mm2",5,"ELETRO MW EIRELI",3240,M,134978.4,130701.6,41.66,40.34
10.336.481/0001-64,10379094,"Cabo de cobre tipo PP 3 x #2,5mm² 0,6/1,0kV",6,"ELETRO MW EIRELI",3400,M,11866,11492,3.49,3.38
10.336.481/0001-64,10379095,"Cabo de cobre nú, tipo bimetálico aço/cobre 16mm² p/ aterram",7,"ELETRO MW EIRELI",450,M,3694.5,3577.5,8.21,7.95
10.336.481/0001-64,10379096,"Disj. Unipolar Termomagnético 32A IEC/DIN",8,"ELETRO MW EIRELI",6,UND,43.5,42.12,7.25,7.02
10.336.481/0001-64,10379097,"Disj. Unipolar Termomagnético 50A IEC/DIN",9,"ELETRO MW EIRELI",7,UND,66.92,64.82,9.56,9.26
10.336.481/0001-64,10379097,"Disj. Unipolar Termomagnético 50A IEC/DIN",10,"ELETRO MW EIRELI",5,UND,47.8,46.3,9.56,9.26
10.336.481/0001-64,10379098,"Disj. Unipolar Termomagnético 80A IEC/DIN",11,"ELETRO MW EIRELI",11,UND,635.03,615.34,57.73,55.94
10.336.481/0001-64,10379099,"Disj. Tripolar Termomagnético 40A IEC/DIN",12,"ELETRO MW EIRELI",6,UND,211.56,204.96,35.26,34.16
10.336.481/0001-64,10379270,"Disj. Tripolar Termomagnético 80A IEC/DIN",13,"ELETRO MW EIRELI",2,UND,283.3,274.5,141.65,137.25
10.336.481/0001-64,10379100,"Disj. Tripolar Termomagnético em caixa moldada 150A (40kA)",14,"ELETRO MW EIRELI",2,UND,530.1,513.68,265.05,256.84
10.336.481/0001-64,10379101,"Disj. Tripolar Termomagnético em caixa moldada 200A (40kA)",15,"ELETRO MW EIRELI",1,UND,295.2,286.05,295.2,286.05
10.336.481/0001-64,10379102,"Dispositivo de Proteção contra Surto (275V - 40kA)",16,"ELETRO MW EIRELI",4,UND,474.12,459.4,118.53,114.85
10.336.481/0001-64,10379103,"Quadro de distribuição em chapa de aço  AxLxP (100x70x20)cm",17,"ELETRO MW EIRELI",2,UND,1344.84,1303.14,672.42,651.57
10.336.481/0001-64,10379104,"Quadro de distribuição em chapa de aço (40x40x12)cm",18,"ELETRO MW EIRELI",4,UND,682.64,661.44,170.66,165.36
10.336.481/0001-64,10379105,"Eletroduto Corrugado 3/4",19,"ELETRO MW EIRELI",3600,M,4824,4644,1.34,1.29
10.336.481/0001-64,10379106,"Eletroduto  Corrugado 2",20,"ELETRO MW EIRELI",7800,M,24336,23556,3.12,3.02
10.336.481/0001-64,10379107,"Eletroduto Corrugado 3",21,"ELETRO MW EIRELI",800,M,3672,3552,4.59,4.44
10.336.481/0001-64,10379108,"Caixa de passagem em concreto (50x50)cm c/ tampa",22,"ELETRO MW EIRELI",14,UND,954.1,924.42,68.15,66.03
10.336.481/0001-64,10379109,"Caixa de passagem em concreto com tampa - 30X30cm",23,"ELETRO MW EIRELI",287,PC,7312.76,7086.03,25.48,24.69
10.336.481/0001-64,10379110,"Grampo estanhado para aterramento 5/8 x 3/4",24,"ELETRO MW EIRELI",300,UND,645,624,2.15,2.08
10.336.481/0001-64,10379111,"Haste de aterramento tipo Copperweld 1,2m",25,"ELETRO MW EIRELI",300,PC,4752,4602,15.84,15.34
10.336.481/0001-64,10379112,"Terminal a compressão para cabo de cobre nú 16mm²",26,"ELETRO MW EIRELI",300,UND,378,366,1.26,1.22
10.336.481/0001-64,10379113,"Luminária Pública (Tipo II/média) - ?90W ?150lm/W - 13500lm",27,"ELETRO MW EIRELI",143,UND,183404.65,177718.97,1282.55,1242.79
10.336.481/0001-64,10379114,"Luminária Pública (Tipo II/média) - ?135W ?150lm/W - 20250lm",28,"ELETRO MW EIRELI",348,UND,557837.04,540541.44,1602.98,1553.28
10.336.481/0001-64,10379115,"Luminária Pública (Tipo II/média) - ?54W ?150lm/W - 8100lm",29,"ELETRO MW EIRELI",15,UND,12438.6,12052.95,829.24,803.53
10.336.481/0001-64,10379116,"Projetor de LED (abertura 60°) - ?180W ?120lm/W - 21600lm",30,"ELETRO MW EIRELI",56,UND,59466.96,57623.44,1061.91,1028.99
10.336.481/0001-64,10379117,"Projetor de LED (abertura 60°) - ?240W ?120lm/W - 28800lm",31,"ELETRO MW EIRELI",36,UND,50230.44,48673.08,1395.29,1352.03
10.336.481/0001-64,10379118,"Luminária para monumento  LED RGB- ?150W Feixe Médio",32,"ELETRO MW EIRELI",5,UND,6215.5,6022.8,1243.1,1204.56
10.336.481/0001-64,10379119,"Poste Concreto Circular 12m - 300daN",33,"ELETRO MW EIRELI",20,UND,30000,29070,1500,1453.5
10.336.481/0001-64,10379120,"Cruzeta de Aço tubular - 2400mm - 400daN",34,"ELETRO MW EIRELI",20,UND,4941.8,4788.6,247.09,239.43
10.336.481/0001-64,10379121,"Cinta para poste circular 110 mm",35,"ELETRO MW EIRELI",20,UND,451.4,437.4,22.57,21.87
