cnpjCpfFornecedor,formaParticipacao,idFornecedor,itensProposta,nomeFonecedor,representanteCertame,responsavelFornecedor,socios
00.247.513/0001-00,INDIVIDUAL," ","itensProposta_b9ae5dba-3b62-4add-a5b4-b0534418433e.csv","LIPAPER LIVRARIA INF. E PAPELARIA LTDA.","JOSÉ PAULO DE BETTIO","JOSÉ PAULO DE BETTIO"," "
03.976.253/0001-93,INDIVIDUAL," ","itensProposta_54483bbd-b5eb-453f-83ab-5f2910ed7b8a.csv","COPOL DISTRIBUIDORA DE ALIMENTOS LTDA","JOÃO RODRIGUES JUNIOR","JOÃO RODRIGUES JUNIOR"," "
85.101.731/0001-86,INDIVIDUAL," ","itensProposta_23ff3ef8-7eaf-4d3f-8563-1d4fe0076d18.csv","RARIDADE INDUSTRIA QUÍMICA LTDA","JULIO CESAR MAXIMIANO","JULIO CESAR MAXIMIANO"," "
02.315.593/0001-00,INDIVIDUAL," ","itensProposta_baac445b-22b8-4082-930a-f1c60ce5cf36.csv","ORLEANS INFORMATICA LTDA ME","CHARLES MADEIRA MELO","CHARLES MADEIRA MELO"," "
10.442.984/0001-14,INDIVIDUAL," ","itensProposta_58b1c392-45e9-42be-96e9-7d8f1b512d4e.csv","DICRIL PROD. E EQUIP. PARA LIMP. E HIGIENE LTDA EP","JULIANO CUSTODIO DA ROSA","JULIANO CUSTODIO DA ROSA"," "
04.195.853/0001-87,INDIVIDUAL," ","itensProposta_ccccc09c-ded0-453f-bc22-bb54f2acfb02.csv","CELIA REGINA W. SANI ME",,," "
06.220.022/0001-43,INDIVIDUAL," ","itensProposta_572492bf-ac24-4674-b6a0-7e1b4dad5136.csv","COMERCIAL MULTIVILLE LTDA ME",,," "
14.990.312/0001-02,INDIVIDUAL," ","itensProposta_a9c26942-819c-448e-9c2e-bce03fbe7066.csv","ELO COMERCIO E SERVICOS EIRELI","LEONARDO CAMILO INÁCIO","LEONARDO CAMILO INÁCIO"," "
01.648.513/0001-76,INDIVIDUAL," ","itensProposta_a3f5bcf5-4f03-42e3-8973-3b2bcb752830.csv","PKB PRODUTOS QUÍMICOS LTDA","GIOVANI KRAMER HORN","GIOVANI KRAMER HORN"," "
18.712.730/0001-80,INDIVIDUAL," ","itensProposta_69a6b9f0-f3e1-403f-ae15-e093bef9fa43.csv","MAYCON WILL EIRELI - ME","LUIZ FERNANDO DE OLIVEIRA","LUIZ FERNANDO DE OLIVEIRA"," "
25.267.561/0001-82,INDIVIDUAL," ","itensProposta_7f80e422-9ce4-423d-a6c7-4244699edcd8.csv","JUNCKES DISTRIBUIDORA LTDA",,," "
30.881.869/0001-53,INDIVIDUAL," ","itensProposta_77424bca-6c2f-4d45-8f1c-a02d130456f5.csv","I & E COMERCIO ATACADISTA DE DESCARTAVEIS EIRELI","EDMAR SCHULTER JERONIMO","EDMAR SCHULTER JERONIMO"," "
20.958.488/0001-71,INDIVIDUAL," ","itensProposta_3d859c5c-badb-41c5-9868-8de8cee7b172.csv","ZIMBA COMERCIO DE MAQUINAS E EQUIPAMENTOS LTDA",,," "
