ano,cnpjCpfContratado,dataAssinatura,dataVigenciaFinal,dataVigenciaInicial,nomeContratado,nomeEntidade,numero,objeto,situacao,valor
2018,25.137.947/0001-70,2018-09-26,2018-12-31,2018-09-26,"AGUAMED IMPORTADORA E EXPORTADORA DE EQUIPAMENTOS HOSPITALARES E ODONTOLOGICOS LTDA","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",115,"Aquisição de equipamentos médico-hospitalares, mobiliários, eletrodomésticos e materiais diversos para atendimento as Unidades Básicas de Saúde - UBS pertencentes à Rede Municipal de Saúde de Criciúma/SC. Recurso Federal: 08435.209000/1140-01"," ",20022
2018,19.338.456/0001-94,2018-09-26,2018-12-31,2018-09-26,"ALFRS INDUSTRIA DE MOVEIS LTDA","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",116,"Aquisição de equipamentos médico-hospitalares, mobiliários, eletrodomésticos e materiais diversos para atendimento as Unidades Básicas de Saúde - UBS pertencentes à Rede Municipal de Saúde de Criciúma/SC. Recurso Federal: 08435.209000/1140-01"," ",45140
2018,00.802.002/0001-02,2018-09-26,2018-12-31,2018-09-26,"ALTERMED MATERIAL MEDICO HOSPITALAR LTDA","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",117,"Aquisição de equipamentos médico-hospitalares, mobiliários, eletrodomésticos e materiais diversos para atendimento as Unidades Básicas de Saúde - UBS pertencentes à Rede Municipal de Saúde de Criciúma/SC. Recurso Federal: 08435.209000/1140-01"," ",34516.02
2018,28.358.842/0001-39,2018-09-26,2018-12-31,2018-09-26,"TEDA DISTRIBUIDORA LTDA","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",118,"Aquisição de equipamentos médico-hospitalares, mobiliários, eletrodomésticos e materiais diversos para atendimento as Unidades Básicas de Saúde - UBS pertencentes à Rede Municipal de Saúde de Criciúma/SC. Recurso Federal: 08435.209000/1140-01"," ",14892
2018,28.259.633/0001-38,2018-09-26,2018-12-31,2018-09-26,"3IP FULL RETAIL LTDA","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",119,"Aquisição de equipamentos médico-hospitalares, mobiliários, eletrodomésticos e materiais diversos para atendimento as Unidades Básicas de Saúde - UBS pertencentes à Rede Municipal de Saúde de Criciúma/SC. Recurso Federal: 08435.209000/1140-01"," ",15984
2018,15.825.521/0001-55,2018-09-26,2018-12-31,2018-09-26,"EKOMOB COMERCIO LTDA EPP","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",120,"Aquisição de equipamentos médico-hospitalares, mobiliários, eletrodomésticos e materiais diversos para atendimento as Unidades Básicas de Saúde - UBS pertencentes à Rede Municipal de Saúde de Criciúma/SC. Recurso Federal: 08435.209000/1140-01"," ",37535
2018,03.928.935/0001-20,2018-09-26,2018-12-31,2018-09-26,"HAYA INFORMATICA LTDA","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",121,"Aquisição de equipamentos médico-hospitalares, mobiliários, eletrodomésticos e materiais diversos para atendimento as Unidades Básicas de Saúde - UBS pertencentes à Rede Municipal de Saúde de Criciúma/SC. Recurso Federal: 08435.209000/1140-01"," ",5967
2018,09.251.627/0001-90,2018-09-26,2018-12-31,2018-09-26,"K.C.R. INDUSTRIA E COMERCIO DE EQUIPAMENTOS EIRELI","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",122,"Aquisição de equipamentos médico-hospitalares, mobiliários, eletrodomésticos e materiais diversos para atendimento as Unidades Básicas de Saúde - UBS pertencentes à Rede Municipal de Saúde de Criciúma/SC. Recurso Federal: 08435.209000/1140-01"," ",6400
2018,83.157.032/0001-22,2018-09-26,2018-12-31,2018-09-26,"METROMED MATERIAL MEDICO HOSPITALAR","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",123,"Aquisição de equipamentos médico-hospitalares, mobiliários, eletrodomésticos e materiais diversos para atendimento as Unidades Básicas de Saúde - UBS pertencentes à Rede Municipal de Saúde de Criciúma/SC. Recurso Federal: 08435.209000/1140-01"," ",40632.6
2018,05.021.932/0001-34,2018-09-26,2018-12-31,2018-09-26,"MF DE ALMEIDA & CIA. LTDA","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",124,"Aquisição de equipamentos médico-hospitalares, mobiliários, eletrodomésticos e materiais diversos para atendimento as Unidades Básicas de Saúde - UBS pertencentes à Rede Municipal de Saúde de Criciúma/SC. Recurso Federal: 08435.209000/1140-01"," ",10089.5
2018,27.895.281/0001-44,2018-09-26,2018-12-31,2018-09-26,"MV ELETRONICOS EIRELI","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",125,"Aquisição de equipamentos médico-hospitalares, mobiliários, eletrodomésticos e materiais diversos para atendimento as Unidades Básicas de Saúde - UBS pertencentes à Rede Municipal de Saúde de Criciúma/SC. Recurso Federal: 08435.209000/1140-01"," ",42207
2018,20.132.150/0001-66,2018-09-26,2018-12-31,2018-09-26,"NORMELIA LOTTERMANN EPP","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",126,"Aquisição de equipamentos médico-hospitalares, mobiliários, eletrodomésticos e materiais diversos para atendimento as Unidades Básicas de Saúde - UBS pertencentes à Rede Municipal de Saúde de Criciúma/SC. Recurso Federal: 08435.209000/1140-01"," ",58230
2018,22.417.394/0001-10,2018-09-26,2018-12-31,2018-09-26,"OSMAR ORLANDI JUNIOR","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",127,"Aquisição de equipamentos médico-hospitalares, mobiliários, eletrodomésticos e materiais diversos para atendimento as Unidades Básicas de Saúde - UBS pertencentes à Rede Municipal de Saúde de Criciúma/SC. Recurso Federal: 08435.209000/1140-01"," ",65893
2018,58.295.213/0021-11,2018-09-26,2018-12-31,2018-09-26,"PHILIPS MEDICAL SYSTEMS LTDA","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",128,"Aquisição de equipamentos médico-hospitalares, mobiliários, eletrodomésticos e materiais diversos para atendimento as Unidades Básicas de Saúde - UBS pertencentes à Rede Municipal de Saúde de Criciúma/SC. Recurso Federal: 08435.209000/1140-01"," ",25571.98
2018,10.763.524/0001-98,2018-09-26,2018-12-31,2018-09-26,"QUALYMEDIC - COMERCIO E ASSISTENCIA TECNICA LTDA","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",129,"Aquisição de equipamentos médico-hospitalares, mobiliários, eletrodomésticos e materiais diversos para atendimento as Unidades Básicas de Saúde - UBS pertencentes à Rede Municipal de Saúde de Criciúma/SC. Recurso Federal: 08435.209000/1140-01"," ",6500
2018,23.597.822/0003-69,2018-09-26,2018-12-31,2018-09-26,"SERRA SAUDE COMERCIO DE EQUIPAMENTOS MEDICOS EIREL","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",130,"Aquisição de equipamentos médico-hospitalares, mobiliários, eletrodomésticos e materiais diversos para atendimento as Unidades Básicas de Saúde - UBS pertencentes à Rede Municipal de Saúde de Criciúma/SC. Recurso Federal: 08435.209000/1140-01"," ",23955.9
2018,27.821.705/0001-26,2018-09-26,2018-12-31,2018-09-26,"TOPCLIMA SISTEMAS DE REFRIGERACAO EIRELI","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",131,"Aquisição de equipamentos médico-hospitalares, mobiliários, eletrodomésticos e materiais diversos para atendimento as Unidades Básicas de Saúde - UBS pertencentes à Rede Municipal de Saúde de Criciúma/SC. Recurso Federal: 08435.209000/1140-01"," ",17796
