ano,cnpjCpfContratado,dataAssinatura,dataVigenciaFinal,dataVigenciaInicial,nomeContratado,nomeEntidade,numero,objeto,situacao,valor
2018,83.661.074/0001-04,2018-04-23," ",2018-04-23,"FUNDACAO EDUCACIONAL DE CRICIUMA","PREFEITURA MUNICIPAL DE CRICIÚMA",109,"Constitui objeto do presente contrato, a execução de serviços técnicos especializados para elaboração dos Planos de Manejo das Zonas de Uso do Solo - Z-APAS (zonas de áreas de proteção ambiental) dos bairros Morro Albino e Esteves; 1º Linha Recanto Verde; Morro Cechinel (Centro, Pio Correa e São Simão),  para revisão e ajuste do zoneamento urbano em vigoar"," ",500000
