cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
20.637.873/0001-17,1144,"Amitraz 12,5-20ml",1,"MEDIC VET LTDA",5,FRA,64.5,63.5,12.9,12.7
20.637.873/0001-17,35823,"Antibiótico Enrofloxacina 50 mg",2,"MEDIC VET LTDA",60,CX,558.6,540,9.31,9
20.637.873/0001-17,10142,"Doxiciclina 100 mg",5,"MEDIC VET LTDA",240,COMP,338.4,314.4,1.41,1.31
20.637.873/0001-17,35824,"Ivermectina  1%",6,"MEDIC VET LTDA",10,FR.,180,170,18,17
20.637.873/0001-17,35826,"Probiótico para cães e gatos 14 gramas",9,"MEDIC VET LTDA",12,UN,334.8,330,27.9,27.5
20.637.873/0001-17,1149,"Sulfato de atropina",13,"MEDIC VET LTDA",4,FR,35.48,34,8.87,8.5
81.548.802/0001-32,10362599,"CETOCONAZOL 200 MG",3,"AGROVETERINARIA E PET SHOP DA ROSA LTDA",80,COMP,717.6,712,8.97,8.9
81.548.802/0001-32,35024,"dexametasona injetável",4,"AGROVETERINARIA E PET SHOP DA ROSA LTDA",5,FR.,78.15,77.5,15.63,15.5
81.548.802/0001-32,35825,"Meloxicam 0,2%",7,"AGROVETERINARIA E PET SHOP DA ROSA LTDA",15,FR.,1136.7,1120.5,75.78,74.7
81.548.802/0001-32,1136,Nitenpiram,8,"AGROVETERINARIA E PET SHOP DA ROSA LTDA",48,CP,576,576,12,12
81.548.802/0001-32,1148,"Sulfadiazina Prata",12,"AGROVETERINARIA E PET SHOP DA ROSA LTDA",10,FRA,174,174,17.4,17.4
81.548.802/0001-32,35832,"Vacina viva atenuada para cães e gatos (polivalente).",15,"AGROVETERINARIA E PET SHOP DA ROSA LTDA",400,FR.,5600,5600,14,14
81.548.802/0001-32,1321,"VERMIFUGO PARA GATOS",16,"AGROVETERINARIA E PET SHOP DA ROSA LTDA",40,UND,104,104,2.6,2.6
