ano,cnpjCpfContratado,dataAssinatura,dataVigenciaFinal,dataVigenciaInicial,nomeContratado,nomeEntidade,numero,objeto,situacao,valor
2018,73.993.362/0001-02,2018-11-27," ",2018-11-27,"BARONESA LTDA","PREFEITURA MUNICIPAL DE CRICIÚMA",297,"Aquisição de jogos educativos, para atendimento a Rede Municipal de Ensino de Criciúma/SC."," ",10630
2018,28.259.633/0001-38,2018-11-27," ",2018-11-27,"3IP FULL RETAIL LTDA","PREFEITURA MUNICIPAL DE CRICIÚMA",298,"Aquisição de jogos educativos, para atendimento a Rede Municipal de Ensino de Criciúma/SC."," ",18943.25
2018,02.537.692/0001-37,2018-11-27," ",2018-11-27,"GOLD COMPUTADORES LTDA","PREFEITURA MUNICIPAL DE CRICIÚMA",299,"Aquisição de jogos educativos, para atendimento a Rede Municipal de Ensino de Criciúma/SC."," ",5376
2018,79.912.788/0001-62,2018-11-27," ",2018-11-27,"REGIS COMERCIO DE BRINQUEDOS LTDA","PREFEITURA MUNICIPAL DE CRICIÚMA",300,"Aquisição de jogos educativos, para atendimento a Rede Municipal de Ensino de Criciúma/SC."," ",3930.88
2018,22.259.320/0001-01,2018-11-27," ",2018-11-27,"VERTICAL SPORTS CENTER EIRELI","PREFEITURA MUNICIPAL DE CRICIÚMA",301,"Aquisição de jogos educativos, para atendimento a Rede Municipal de Ensino de Criciúma/SC."," ",5440
