cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
02.492.310/0002-87,10374357,"Roçadeira Costal 3,9HP",1,"A. SILVA FERRAGENS LTDA",8,UND,18400,17296,2300,2162
02.492.310/0002-87,10374358,"Soprador BR 600",2,"A. SILVA FERRAGENS LTDA",1,UND,2500,2350,2500,2350
