cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
07.562.175/0001-31,10375622,"LINK DE INTERNET PRINCIPAL COM FIREWALL E FILTRO WEB",1,"CONTATO INTERNET EIRELI",12,MES,62250,41400,5187.5,3450
07.562.175/0001-31,10375623,"Interligação do DC do Paço Municipal X Terminal do Pinheirin",2,"CONTATO INTERNET EIRELI",12,MES,6504.6,4800,542.05,400
07.562.175/0001-31,10375624,"Interligação do DC do Paço Municipal X Terminal da Prospera",3,"CONTATO INTERNET EIRELI",12,MES,6504.6,4800,542.05,400
07.562.175/0001-31,10375625,"Interligação do DC do Paço Municipal X Terminal Central",4,"CONTATO INTERNET EIRELI",12,MES,16920.12,15000,1410.01,1250
07.562.175/0001-31,10375626,"Interligação do DC do Paço Municipal X Sede da Diretoria de",5,"CONTATO INTERNET EIRELI",12,MES,16920.12,15000,1410.01,1250
07.562.175/0001-31,10375627,"Interligação do DC do Paço Municipal X Estação Rodoviária",6,"CONTATO INTERNET EIRELI",12,MES,16920.12,15000,1410.01,1250
07.562.175/0001-31,10375628,"LINK DE INTERNET REDUNDANTE",7,"CONTATO INTERNET EIRELI",12,MES,18338.04,0,1528.17,0
