cnpjCpfFornecedor,formaParticipacao,idFornecedor,itensProposta,nomeFonecedor,representanteCertame,responsavelFornecedor,socios
03.800.317/0001-09,INDIVIDUAL," ","itensProposta_32a2c9a3-7050-4965-b74b-5dfc7dc57de8.csv","COINTER MATERIAL MEDICO HOSPITALAR LTDA",,," "
02.994.122/0001-76,INDIVIDUAL," ","itensProposta_02e70232-6306-456e-b4e1-ce866db7a50c.csv","CSE EQUIPAMENTOS E SERVICOS EIRELI",,," "
03.135.637/0001-83,INDIVIDUAL," ","itensProposta_5edd2803-685d-44a2-a086-53d5a63663e4.csv","IMEX MEDICAL INDUSTRIA E COMERCIO EIRELI",,," "
58.295.213/0021-11,INDIVIDUAL," ","itensProposta_15490a26-f978-4bdb-b044-71b8e54179d9.csv","PHILIPS MEDICAL SYSTEMS LTDA",,," "
33.255.787/0001-91,INDIVIDUAL," ","itensProposta_cebb27c6-4977-4160-9716-0d1c708b9869.csv","IBF- INDUSTRIA BRASILEIRA DE FILME LTDA","DIRCEU AMAURI KOBS","DIRCEU AMAURI KOBS"," "
90.909.631/0001-10,INDIVIDUAL," ","itensProposta_618ffd4c-01fa-4f15-9f95-4f692d7d8528.csv","INSTRAMED INDUSTRIA MEDICO HOSPITALAR LTDA",,," "
71.256.283/0001-85,INDIVIDUAL," ","itensProposta_fb175c88-18d2-41fb-8145-2605f7d7dec5.csv","KONICA MINOLTA HEALTHCARE DO BRASIL INDUSTRIA DE EQUIPAMENTOS MEDICOS LTDA","ANDRÉ DOEMER","ANDRÉ DOEMER"," "
05.021.932/0001-34,INDIVIDUAL," ","itensProposta_d498f0d5-a808-4405-ad6a-b6821ce428c2.csv","MF DE ALMEIDA & CIA. LTDA",,," "
19.338.456/0001-94,INDIVIDUAL," ","itensProposta_0bd8a99d-361b-4a10-88b2-110764b3de9a.csv","ALFRS INDUSTRIA DE MOVEIS LTDA",,," "
79.805.263/0001-28,INDIVIDUAL," ","itensProposta_c7e35c24-449a-4b5b-9f67-bdceaf4e7954.csv","KSS COMERCIO E INDUSTRIA DE EQUIPAMENTOS MEDICO LTDA","BRUNO CECHETTO ARAUJO","BRUNO CECHETTO ARAUJO"," "
66.783.630/0002-79,INDIVIDUAL," ","itensProposta_1a4096ac-12f8-4f3f-89d4-28f56aafce93.csv","Prolife Equipamentos Médicos Eireli",,," "
15.229.902/0001-71,INDIVIDUAL," ","itensProposta_8f01b092-a263-4f77-9bc3-011a0c782fb5.csv","MCA COMERCIO E ASSISTENCIA TECNICA HOSPITALAR LTDA","BRUNO CECHETTO ARAUJO","BRUNO CECHETTO ARAUJO"," "
06.028.137/0002-11,INDIVIDUAL," ","itensProposta_3d9f589f-3225-404a-ba14-3a63f2579785.csv","GETINGE DO BRASIL EQUIPAMENTOS MEDICOS LTDA.","JEFERSON WILLIAN NICECELLI","JEFERSON WILLIAN NICECELLI"," "
58.426.628/0001-33,INDIVIDUAL," ","itensProposta_d72a04ca-92f2-4b1a-bedc-2c6f38e57143.csv","SAMTRONIC INDUSTRIA E COMERCIO LTDA",,," "
