cnpjCpfFornecedor,formaParticipacao,idFornecedor,itensProposta,nomeFonecedor,representanteCertame,responsavelFornecedor,socios
79.382.412/0001-93,INDIVIDUAL," ","itensProposta_f4f9017b-0c97-42c6-a55e-b670b8a380f6.csv","CONSTRUTORA NUNES LTDA",,," "
76.599.059/0001-00,INDIVIDUAL," ","itensProposta_a730886c-5874-4446-b992-66a10b77de66.csv","ARAUJO CONSTRUCOES  EIRELI","LAURI LUIZ FERNANDES","LAURI LUIZ FERNANDES"," "
01.490.849/0001-53,INDIVIDUAL," ","itensProposta_58788c54-0e03-41fb-8541-28d08189f861.csv","CREMA CONSTRUCOES LTDA",,," "
02.698.965/0001-25,INDIVIDUAL," ","itensProposta_7afcb346-4564-48f3-88d9-fb41f36cf391.csv","FECEL ENEGENHARIA E CONSTRUÇÕES LTDA",,," "
03.851.496/0001-03,INDIVIDUAL," ","itensProposta_a3c63aa2-af83-462f-90a8-cdd93c432e34.csv","CONSTRUTORA NELGUI LTDA",,," "
10.599.044/0001-33,INDIVIDUAL," ","itensProposta_2e5dda8c-af76-45ae-9f50-339b394ae92d.csv","CONSONI CONSTRUÇÕES LTDA",,," "
05.956.617/0001-07,INDIVIDUAL," ","itensProposta_a107a211-a4fd-48a5-9671-e8191ef45d15.csv","BF CONSTRUÇÕES LTDA EPP",,," "
18.626.601/0001-70,INDIVIDUAL," ","itensProposta_afb72d3b-d67a-4e89-b8ef-29ade1b432ec.csv","MOURA & NOBRE CONSTRUCOES LTDA",,," "
18.067.852/0001-61,INDIVIDUAL," ","itensProposta_ddc9d389-f62d-4e68-9042-e7ab08df2e1d.csv","CSK2 PRESTADORA DE SERVIÇOS LTDA",,," "
28.209.532/0001-52,INDIVIDUAL," ","itensProposta_9e678330-15ee-4524-8cb6-d3764d163e6f.csv","BRE CONSTRUCOES EIRELI",,," "
