cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
01.103.413/0001-64,10373785,"Conjunto coroa e Pinhão",1,"TRATOWEL COMERCIO DE MAQUINAS AGRICOLAS LTDA",1,UND,2795,2760,2795,2760
01.103.413/0001-64,10373786,"Eixo TDF",2,"TRATOWEL COMERCIO DE MAQUINAS AGRICOLAS LTDA",1,UND,1120,1120,1120,1120
01.103.413/0001-64,10373787,"Conjunto Diferencial Completo",3,"TRATOWEL COMERCIO DE MAQUINAS AGRICOLAS LTDA",1,UND,2340,2250,2340,2250
01.103.413/0001-64,10373788,"Parafuso da Coroa",4,"TRATOWEL COMERCIO DE MAQUINAS AGRICOLAS LTDA",12,UND,217.92,168,18.16,14
01.103.413/0001-64,10373789,"Rolamento Pinhão 5138664",5,"TRATOWEL COMERCIO DE MAQUINAS AGRICOLAS LTDA",1,UND,520,508,520,508
01.103.413/0001-64,10373790,"Rolamento Pinhão 5130990",6,"TRATOWEL COMERCIO DE MAQUINAS AGRICOLAS LTDA",1,UND,475,378.18,475,378.18
01.103.413/0001-64,10373791,"Rolamento Diferencial 24903480",7,"TRATOWEL COMERCIO DE MAQUINAS AGRICOLAS LTDA",1,UND,275,275,275,275
01.103.413/0001-64,10373792,"Rolamento Diferencial 24903460",8,"TRATOWEL COMERCIO DE MAQUINAS AGRICOLAS LTDA",1,UND,175,175,175,175
01.103.413/0001-64,10373793,"Porca Pinhão;",9,"TRATOWEL COMERCIO DE MAQUINAS AGRICOLAS LTDA",1,UND,79.15,69,79.15,69
01.103.413/0001-64,10373794,"Pino 5173242",10,"TRATOWEL COMERCIO DE MAQUINAS AGRICOLAS LTDA",1,UND,79.15,72,79.15,72
01.103.413/0001-64,10373795,"Pino 13807870",11,"TRATOWEL COMERCIO DE MAQUINAS AGRICOLAS LTDA",1,UND,9.87,8,9.87,8
01.103.413/0001-64,10373796,"Pino 4998275",12,"TRATOWEL COMERCIO DE MAQUINAS AGRICOLAS LTDA",1,UND,4,3,4,3
01.103.413/0001-64,10373797,"Arruela da porca do pinhao",13,"TRATOWEL COMERCIO DE MAQUINAS AGRICOLAS LTDA",1,UND,9.25,8,9.25,8
01.103.413/0001-64,10373798,"Rolamento 2 gama 20141040",14,"TRATOWEL COMERCIO DE MAQUINAS AGRICOLAS LTDA",1,UND,103,96,103,96
01.103.413/0001-64,10373799,"Rolamento 2 gama 5147070",15,"TRATOWEL COMERCIO DE MAQUINAS AGRICOLAS LTDA",1,UND,453.92,453.92,453.92,453.92
01.103.413/0001-64,10100220,ANEL,16,"TRATOWEL COMERCIO DE MAQUINAS AGRICOLAS LTDA",1,UND,9.31,7,9.31,7
01.103.413/0001-64,10100217,EIXO,17,"TRATOWEL COMERCIO DE MAQUINAS AGRICOLAS LTDA",1,UND,1360,1340,1360,1340
01.103.413/0001-64,10373800,"Rolamento do eixo da tdf",18,"TRATOWEL COMERCIO DE MAQUINAS AGRICOLAS LTDA",1,UND,85,70,85,70
01.103.413/0001-64,10373801,"Rolamento da Agulha",19,"TRATOWEL COMERCIO DE MAQUINAS AGRICOLAS LTDA",1,UND,14.4,13,14.4,13
01.103.413/0001-64,10373802,"Anel 11068076",20,"TRATOWEL COMERCIO DE MAQUINAS AGRICOLAS LTDA",1,UND,1.22,1,1.22,1
01.103.413/0001-64,10373803,"Retentor do reversor",21,"TRATOWEL COMERCIO DE MAQUINAS AGRICOLAS LTDA",1,UND,24,19,24,19
01.103.413/0001-64,230205229,"OLEO CAIXA",22,"TRATOWEL COMERCIO DE MAQUINAS AGRICOLAS LTDA",3,UND,960,912,320,304
01.103.413/0001-64,210100053,"FILTRO HIDRAULICO",23,"TRATOWEL COMERCIO DE MAQUINAS AGRICOLAS LTDA",1,UND,99.9,99.9,99.9,99.9
01.103.413/0001-64,10108349,"LIQUIDO FREIO",24,"TRATOWEL COMERCIO DE MAQUINAS AGRICOLAS LTDA",1,UND,74.25,70,74.25,70
01.103.413/0001-64,10373804,"Sincronizado reversor",25,"TRATOWEL COMERCIO DE MAQUINAS AGRICOLAS LTDA",1,UND,1920,1900,1920,1900
01.103.413/0001-64,230203871,"COLA 3M",26,"TRATOWEL COMERCIO DE MAQUINAS AGRICOLAS LTDA",1,UND,10.5,9,10.5,9
01.103.413/0001-64,10373805,"Anel oring",27,"TRATOWEL COMERCIO DE MAQUINAS AGRICOLAS LTDA",2,UND,8.68,4,4.34,2
01.103.413/0001-64,10373806,"Retentor tdf",28,"TRATOWEL COMERCIO DE MAQUINAS AGRICOLAS LTDA",1,UND,54.87,49,54.87,49
01.103.413/0001-64,10373807,"Serviços Mão de Obra Mecanica",29,"TRATOWEL COMERCIO DE MAQUINAS AGRICOLAS LTDA",1,SV,1450,1300,1450,1300
