cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
79.894.168/0001-48,10374376,"Posto de vigilância armado, cumprindo 12 horas noturnas 19:0",1,"VIGILANCIA TRIANGULO LTDA",12,MES,213960,228042.12,17830,19003.51
79.894.168/0001-48,10374377,"Ponto (sensor de alarme)",2,"VIGILANCIA TRIANGULO LTDA",216,MES,11016,10368,51,48
