cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
08.467.533/0001-90,35445,"Reservatório completo em co-polimero para AHMC-5 da Sercon",14,"ODONTOCRIL COM. DE EQUIP. MED. ODONTOLOGICOS EIREL",3,UNI,2752.08,2664,917.36,888
08.467.533/0001-90,35447,"Guarnição de silicone para Autoclave AHMC5 e AHMC10",16,"ODONTOCRIL COM. DE EQUIP. MED. ODONTOLOGICOS EIREL",15,UNI,3225,3090,215,206
08.467.533/0001-90,35461,"Guarnição de silicone para Autoclave Quadra 21, Cristófoli",37,"ODONTOCRIL COM. DE EQUIP. MED. ODONTOLOGICOS EIREL",2,UNI,187.2,178,93.6,89
08.467.533/0001-90,35462,"Pino para Selo Segurança, Cristofoli",38,"ODONTOCRIL COM. DE EQUIP. MED. ODONTOLOGICOS EIREL",2,UNI,9.6,9,4.8,4.5
08.467.533/0001-90,35463,"Selo segurança para porta, Cristófoli",39,"ODONTOCRIL COM. DE EQUIP. MED. ODONTOLOGICOS EIREL",4,UNI,80,76,20,19
08.727.731/0001-45,35435,"Guarnição Silicone 9,0x11mm",1,"BIOMEDTRONIC COM. DE EQUIP.MEDICO-HOSP. LTDA",6,MT,403.8,391.68,67.3,65.28
08.727.731/0001-45,35436,"Valvula de Segurança Termostatica para autoclave AHMC5 e AHM",2,"BIOMEDTRONIC COM. DE EQUIP.MEDICO-HOSP. LTDA",15,UNI,489.75,465,32.65,31
08.727.731/0001-45,35437,"Rele de Estado Solido 40A de 200-240 V",3,"BIOMEDTRONIC COM. DE EQUIP.MEDICO-HOSP. LTDA",10,UNI,6532.8,6290,653.28,629
08.727.731/0001-45,35438,"Lãmpada de LED par 20 220V 7 W - E27 para foco Ginecologico",4,"BIOMEDTRONIC COM. DE EQUIP.MEDICO-HOSP. LTDA",20,UNI,374,369,18.7,18.45
08.727.731/0001-45,35439,"Lâmpada dicróica 15V - 150W GZ6,35 para Colposcópio DF Vasco",5,"BIOMEDTRONIC COM. DE EQUIP.MEDICO-HOSP. LTDA",5,UNI,621,602.35,124.2,120.47
08.727.731/0001-45,33330,"Sensor tipo Soft adulto compativel com Oximetro de Pulso Dix",6,"BIOMEDTRONIC COM. DE EQUIP.MEDICO-HOSP. LTDA",2,UN,1180,1144.6,590,572.3
08.727.731/0001-45,35440,"Valvula de Segurança 1/4 BSP Calibrada em 43 PSI para autocl",7,"BIOMEDTRONIC COM. DE EQUIP.MEDICO-HOSP. LTDA",10,UNI,1786.4,1700,178.64,170
08.727.731/0001-45,35441,"Lâmpada 3V com rosca fina para Otoscópio TK / MIKATOS",8,"BIOMEDTRONIC COM. DE EQUIP.MEDICO-HOSP. LTDA",10,UNI,935,890,93.5,89
08.727.731/0001-45,35442,"Braçadeira de nylon com velcro adulto com manguito em pvc 2",9,"BIOMEDTRONIC COM. DE EQUIP.MEDICO-HOSP. LTDA",170,UNI,4522,4250,26.6,25
