cnpjCpfFornecedor,formaParticipacao,idFornecedor,itensProposta,nomeFonecedor,representanteCertame,responsavelFornecedor,socios
00.802.002/0001-02,INDIVIDUAL," ","itensProposta_a85757a7-25b7-458c-8486-61b254d4f044.csv","ALTERMED MATERIAL MEDICO HOSPITALAR LTDA","PAULO ROBERTO DE OLIVEIRA RUSZCZAK","PAULO ROBERTO DE OLIVEIRA RUSZCZAK"," "
42.799.163/0001-26,INDIVIDUAL," ","itensProposta_b61c2c88-3203-4587-bf8e-bb174c918c47.csv","BH FARMA  COMÉRCIO LTDA",,," "
02.520.829/0001-40,INDIVIDUAL," ","itensProposta_4517c103-4952-458e-b3c3-180109c065ac.csv","DIMASTER COMERCIO DE PRODUTOS HOSPITALARES LTDA","RENAN JOSE GIACOMEL","RENAN JOSE GIACOMEL"," "
65.817.900/0001-71,INDIVIDUAL," ","itensProposta_283ba709-fe8f-4aa8-ac3f-a1d3321bd5f7.csv","AGLON- COMÉRCIO E REPRESENTAÇÃO DE MEDICAMENTOS",,," "
02.816.696/0001-54,INDIVIDUAL," ","itensProposta_d80f51ce-b3a4-4e96-994e-2b5a50be12c7.csv","PONTAMED FARMACEUTICA LTDA","RUI LUIS SACHTLEBEN","RUI LUIS SACHTLEBEN"," "
04.071.245/0001-60,INDIVIDUAL," ","itensProposta_1f21a70b-36ab-4b30-8409-150991f7ffa5.csv","Licimed Distribuidora de Medicamentos Ltda",,," "
06.035.038/0001-86,INDIVIDUAL," ","itensProposta_5c1c3186-629d-4a52-a02c-d45570203696.csv","EXTRA DISTRIBUIDORA DE MEDICAMENTOS E PRODUTOS HOSPITALARES EIRELI","ADROALDO MACHADO","ADROALDO MACHADO"," "
05.782.733/0001-49,INDIVIDUAL," ","itensProposta_79bc9a59-91e6-45ca-80c9-dc264a9b2003.csv","CIAMED - DISTRIBUIDORA DE MEDICAMENTOS LTDA.","CLAUDIO PEREIRA DO ROSÁRIO","CLAUDIO PEREIRA DO ROSÁRIO"," "
00.088.317/0001-21,INDIVIDUAL," ","itensProposta_cf0db421-5b80-4966-a23b-e5ebb3e243be.csv","Victória Comércio de Produtos Hospitalares Ltda.",,," "
03.652.030/0001-70,INDIVIDUAL," ","itensProposta_4ce7fd2f-4faf-4f50-9bb1-aa90284a19d9.csv","CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA","DOUGLAS MARTIN","DOUGLAS MARTIN"," "
44.734.671/0001-51,INDIVIDUAL," ","itensProposta_688dfb52-29c3-4a85-b0af-652aef3b8a6c.csv","Cristália Produtos Químicos e Farmacêuticos Ltda","ANDRÉ RODRIGUES","ANDRÉ RODRIGUES"," "
81.706.251/0001-98,INDIVIDUAL," ","itensProposta_8c5dc55e-7c53-40b3-b655-28a53230e645.csv","PROMEFARMA MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA","JULIANO DE LACERDA","JULIANO DE LACERDA"," "
67.729.178/0004-91,INDIVIDUAL," ","itensProposta_2340cbad-7968-46bc-a24e-793935486f78.csv","COMERCIAL CIRURGICA RIOCLARENSE LTDA","HEITOR DE OLIVEIRA SAMPAIO","HEITOR DE OLIVEIRA SAMPAIO"," "
07.752.236/0001-23,INDIVIDUAL," ","itensProposta_600251fb-e8d5-4a5e-b855-26ad73a1cb54.csv","MEDILAR IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICO HOSPITALARES S/A","EMERSON FALLERO FALK","EMERSON FALLERO FALK"," "
09.944.371/0001-04,INDIVIDUAL," ","itensProposta_89553a6a-9809-4c2a-8edc-f4ce5511c56f.csv","Sulmedic Comércio de Medicamentos Ltda","LAFFIM MANOEL TEMOTEO","LAFFIM MANOEL TEMOTEO"," "
12.889.035/0001-02,INDIVIDUAL," ","itensProposta_c4258c9a-c3da-4660-85a8-4a715160157d.csv","INOVAMED HOSPITALAR LTDA","FLAVIO ROGÉRIO RIBAS VIEIRA","FLAVIO ROGÉRIO RIBAS VIEIRA"," "
94.516.671/0002-34,INDIVIDUAL," ","itensProposta_e2fce63b-9fa4-446f-83fa-9ed0d00f62c1.csv","CIRÚRGICA SANTA CRUZ COM. DE PRODUTOS HOSPITALARES LTDA","MICHAEL CESAR TAQUECHI ZUCON","MICHAEL CESAR TAQUECHI ZUCON"," "
20.590.555/0001-48,INDIVIDUAL," ","itensProposta_03d5e658-4323-4193-96cf-143f033a19c6.csv","AGIL DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME",,," "
05.531.725/0001-20,INDIVIDUAL," ","itensProposta_9c4f6a89-8eb3-4e80-a93c-0a532acda988.csv","SOMA/SC PRODUTOS HOSPITALARES LTDA","FÁBIO SILVEIRA MARCELINO","FÁBIO SILVEIRA MARCELINO"," "
11.034.934/0001-60,INDIVIDUAL," ","itensProposta_67c44426-cb58-4143-8238-bf7175a11f7f.csv","NDS DISTRIBUIDORA DE MEDICAMENTOS LTDA","MARCELO KUCHLA","MARCELO KUCHLA"," "
09.340.228/0001-03,INDIVIDUAL," ","itensProposta_80d6536f-73d1-4e5f-aea3-830ac37fd4ee.csv","ART VITA DISTRIBUIDORA DE MEDICAMENTOS E ALIMENTOS","ALEXANDRE DUARTE","ALEXANDRE DUARTE"," "
20.419.709/0001-33,INDIVIDUAL," ","itensProposta_e37e1d37-757d-4146-9fff-e2acbe50ba05.csv","CIRÚRGICA ONIX - EIRELI","ALEX DE OLIVEIRA DE ALMEIDA","ALEX DE OLIVEIRA DE ALMEIDA"," "
