cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
77.853.083/0001-96,10305945,Abraçadeiras,1,"AGASERV COM. E ASSISTENCIA TECNICA EIRELI",100,PC,100,85,1,0.85
77.853.083/0001-96,50400081,"CABO PP",2,"AGASERV COM. E ASSISTENCIA TECNICA EIRELI",100,M,750,639,7.5,6.39
77.853.083/0001-96,10305949,"Caixa de passagem  split",3,"AGASERV COM. E ASSISTENCIA TECNICA EIRELI",4,PÇA,61.32,52.2,15.33,13.05
77.853.083/0001-96,10305950,"Cano cobre ½",4,"AGASERV COM. E ASSISTENCIA TECNICA EIRELI",4,KG,240,204.48,60,51.12
77.853.083/0001-96,10305951,"Cano cobre ¼",5,"AGASERV COM. E ASSISTENCIA TECNICA EIRELI",4,M,252,214.68,63,53.67
77.853.083/0001-96,10305954,"Cano cobre 3/8",6,"AGASERV COM. E ASSISTENCIA TECNICA EIRELI",4,M,252,214.68,63,53.67
77.853.083/0001-96,10305956,"Cano cobre 5/8",7,"AGASERV COM. E ASSISTENCIA TECNICA EIRELI",4,M,280,238.56,70,59.64
77.853.083/0001-96,10371394,"Cano esponjoso ½ - barra de 2 metros",8,"AGASERV COM. E ASSISTENCIA TECNICA EIRELI",20,BR,70,59.6,3.5,2.98
77.853.083/0001-96,10371395,"Cano esponjoso ¼ - barra de 2 metros",9,"AGASERV COM. E ASSISTENCIA TECNICA EIRELI",20,BR,70,59.6,3.5,2.98
77.853.083/0001-96,10371396,"Cano esponjoso 3/8 - barra de 2 metros",10,"AGASERV COM. E ASSISTENCIA TECNICA EIRELI",40,BR,140,119.2,3.5,2.98
77.853.083/0001-96,10371397,"Cano esponjoso 5/8 - barra de 2 metros",11,"AGASERV COM. E ASSISTENCIA TECNICA EIRELI",40,BR,152,129.2,3.8,3.23
77.853.083/0001-96,10364521,"Capacitor 380V 2 MF.",12,"AGASERV COM. E ASSISTENCIA TECNICA EIRELI",10,PÇA,80,68.2,8,6.82
77.853.083/0001-96,10364522,"Capacitor 380V 3 MF.",13,"AGASERV COM. E ASSISTENCIA TECNICA EIRELI",10,PÇA,82,69.8,8.2,6.98
77.853.083/0001-96,10364523,"Capacitor 380V 4 MF.",14,"AGASERV COM. E ASSISTENCIA TECNICA EIRELI",10,PÇA,100,85.2,10,8.52
77.853.083/0001-96,10364524,"Capacitor 380V 5 MF.",15,"AGASERV COM. E ASSISTENCIA TECNICA EIRELI",10,PÇA,100,85.2,10,8.52
77.853.083/0001-96,10364525,"Capacitor 380V 8 MF.",16,"AGASERV COM. E ASSISTENCIA TECNICA EIRELI",4,PÇA,41.32,35.2,10.33,8.8
77.853.083/0001-96,10364526,"Capacitor 380V 10 MF.",17,"AGASERV COM. E ASSISTENCIA TECNICA EIRELI",4,PÇA,60,51.08,15,12.77
77.853.083/0001-96,10364527,"Capacitor 380V 15 MF.",18,"AGASERV COM. E ASSISTENCIA TECNICA EIRELI",10,PÇA,150,127.7,15,12.77
77.853.083/0001-96,10364528,"Capacitor 380V 20 MF.",19,"AGASERV COM. E ASSISTENCIA TECNICA EIRELI",10,PÇA,193.3,164.6,19.33,16.46
77.853.083/0001-96,10364529,"Capacitor 380V 25 MF.",20,"AGASERV COM. E ASSISTENCIA TECNICA EIRELI",10,PÇA,156.7,133.4,15.67,13.34
77.853.083/0001-96,10364530,"Capacitor 380V 30 MF.",21,"AGASERV COM. E ASSISTENCIA TECNICA EIRELI",10,PÇA,200,170.4,20,17.04
77.853.083/0001-96,10364531,"Capacitor 380V 35 MF.",22,"AGASERV COM. E ASSISTENCIA TECNICA EIRELI",10,PÇA,210,178.9,21,17.89
77.853.083/0001-96,10364532,"Capacitor 380V 40 MF.",23,"AGASERV COM. E ASSISTENCIA TECNICA EIRELI",10,PÇA,230,195.9,23,19.59
77.853.083/0001-96,10364533,"Capacitor 380V 45 MF.",24,"AGASERV COM. E ASSISTENCIA TECNICA EIRELI",10,PÇA,253.3,215.7,25.33,21.57
77.853.083/0001-96,10364534,"Capacitor 380V 55 MF.",25,"AGASERV COM. E ASSISTENCIA TECNICA EIRELI",10,PÇA,280,238.5,28,23.85
77.853.083/0001-96,10372092,"CHAVE CONTACTORA CWM09",26,"AGASERV COM. E ASSISTENCIA TECNICA EIRELI",4,PC,240,204.48,60,51.12
77.853.083/0001-96,10372093,"CHAVE CONTACTORA CWM10",27,"AGASERV COM. E ASSISTENCIA TECNICA EIRELI",4,PC,280,238.56,70,59.64
77.853.083/0001-96,10369443,"Compressor 2HP alternativo.",28,"AGASERV COM. E ASSISTENCIA TECNICA EIRELI",2,PÇA,1649.34,1405.12,824.67,702.56
77.853.083/0001-96,10369444,"Compressor 1HP rotativo.",29,"AGASERV COM. E ASSISTENCIA TECNICA EIRELI",5,PÇA,1992.2,1697.2,398.44,339.44
77.853.083/0001-96,10369445,"Compressor 11/4HP rotativo",30,"AGASERV COM. E ASSISTENCIA TECNICA EIRELI",2,PÇA,1180,1005.28,590,502.64
77.853.083/0001-96,10364547,"Compressor 11/2HP rotativo.",31,"AGASERV COM. E ASSISTENCIA TECNICA EIRELI",2,PÇA,800,681.54,400,340.77
77.853.083/0001-96,10364548,"Compressor 2HP rotativo.",32,"AGASERV COM. E ASSISTENCIA TECNICA EIRELI",5,PÇA,3525,3003.05,705,600.61
77.853.083/0001-96,10364549,"Compressor 3/4HP rotativo.",33,"AGASERV COM. E ASSISTENCIA TECNICA EIRELI",5,PÇA,2066.65,1760.6,413.33,352.12
