cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
77.853.083/0001-96,10376418,"Aparelho de Ar Condicionado tipo Split HI- WALL 9.000 BTU/H",1,"AGASERV COM. E ASSISTENCIA TECNICA EIRELI",20,UND,33200,31980,1660,1599
77.853.083/0001-96,10376419,"Aparelho de Ar Condicionado tipo Split HI- WALL 12.000",2,"AGASERV COM. E ASSISTENCIA TECNICA EIRELI",13,UND,23760.36,23166.26,1827.72,1782.02
77.853.083/0001-96,10376419,"Aparelho de Ar Condicionado tipo Split HI- WALL 12.000",3,"AGASERV COM. E ASSISTENCIA TECNICA EIRELI",37,UND,67625.64,65934.74,1827.72,1782.02
77.853.083/0001-96,10376420,"Aparelho de Ar Condicionado tipo Split HI- WALL 24.000",4,"AGASERV COM. E ASSISTENCIA TECNICA EIRELI",26,UND,78156,76202.1,3006,2930.85
77.853.083/0001-96,10376420,"Aparelho de Ar Condicionado tipo Split HI- WALL 24.000",5,"AGASERV COM. E ASSISTENCIA TECNICA EIRELI",324,UND,973944,949595.4,3006,2930.85
77.853.083/0001-96,10376421,"Aparelho de Ar Condicionado tipo Split HI- WALL 30.000",6,"AGASERV COM. E ASSISTENCIA TECNICA EIRELI",5,UND,19600,19110,3920,3822
