cnpjCpfFornecedor,formaParticipacao,idFornecedor,itensProposta,nomeFonecedor,representanteCertame,responsavelFornecedor,socios
79.382.412/0001-93,INDIVIDUAL," ","itensProposta_8b4fadf7-fcda-480d-a801-8d614b4d541e.csv","CONSTRUTORA NUNES LTDA",,," "
02.898.148/0001-10,INDIVIDUAL," ","itensProposta_ee941548-fa22-4219-8558-435a2b5922ce.csv","TEC-ENGE CONSTRUCOES EIRELI",,," "
19.858.793/0001-02,INDIVIDUAL," ","itensProposta_e969e4b2-8c18-4090-b161-64bb242a589c.csv","RTM RINCAO TERRAPLANAGEM E MAO DE OBRA EIRELI",,," "
14.750.918/0001-62,INDIVIDUAL," ","itensProposta_d48af3a4-b14d-4f4c-aee3-f9caff8043ac.csv","JV JUTTEL TERRAPLANAGEM E LOCAÇÃO DE EQUIPAMENTOS",,," "
