cnpjCpfFornecedor,formaParticipacao,idFornecedor,itensProposta,nomeFonecedor,representanteCertame,responsavelFornecedor,socios
20.750.950/0001-40,INDIVIDUAL," ","itensProposta_fd8398c2-5f02-4af7-aa2c-6d8e96c951b7.csv","DISMEC DISTRIBUIDORA DE MATERIAIS DE ESCRITORIO LT","JOSÉ PAULO DE BETTIO","JOSÉ PAULO DE BETTIO"," "
14.309.817/0001-50,INDIVIDUAL," ","itensProposta_2da73dc2-bdd6-4337-bf86-9ef52f7e8c30.csv","BIG MIX COM. VAREJISTA DE VARIEDADES","JEFFERSON LUIZ FERNANDES","JEFFERSON LUIZ FERNANDES"," "
34.413.040/0001-87,INDIVIDUAL," ","itensProposta_27b56548-0d30-46f2-b281-b36bed83c77f.csv","NICOLAU SATURNINO VIEIRA","NADINE ALBERTON VIEIRA","NADINE ALBERTON VIEIRA"," "
