02.341.788/0001-25,10383073,"FILTRO COMBUSTÍVEL	75241002",80,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",24,UND,2112,1920,88,80
02.341.788/0001-25,10383074,"FILTRO HIDRÁULICO	73124631",81,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",10,UND,2120,1920,212,192
02.341.788/0001-25,10383075,"FILTRO AR PRIMÁRIO	499510",82,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",6,UND,690,624,115,104
02.341.788/0001-25,10383076,"FILTRO AR SECUNDÁRIO	499511",83,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",6,UND,330,300,55,50
02.341.788/0001-25,10383077,"FILTRO HIDRÁULICO	3356657",84,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",6,UND,708,636,118,106
02.341.788/0001-25,10383078,"FILTRO DIESEL 	498852",85,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",10,UND,610,550,61,55
02.341.788/0001-25,10383079,"FILTRO LUBRIFICANTE 	497771",86,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",10,UND,690,630,69,63
02.341.788/0001-25,10383080,"FILTRO	69302107-95",87,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",6,UND,816,738,136,123
02.341.788/0001-25,10383081,"FILTRO 	4012271",88,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",6,UND,240,216,40,36
02.341.788/0001-25,10383082,"FILTRO	Z92060037",89,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",10,UND,450,400,45,40
02.341.788/0001-25,10383083,"FILTRO	Z92060081",90,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",10,UND,850,770,85,77
02.341.788/0001-25,10383084,"FILTRO	Z92060080",91,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",10,UND,900,810,90,81
02.341.788/0001-25,10383085,"FILTRO	87803197",92,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",12,UND,1140,1032,95,86
02.341.788/0001-25,10383086,"FILTRO	87400496",93,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",12,UND,540,480,45,40
02.341.788/0001-25,10383087,"FILTRO	R57888",94,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",6,UND,144,126,24,21
02.341.788/0001-25,10383088,"FILTRO RESPIRO	2992447",95,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",6,UND,1014,918,169,153
02.341.788/0001-25,10383089,"FILTRO HIDRÁULICO	47131182",96,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",6,UND,666,606,111,101
02.341.788/0001-25,10383090,"FILTRO HIDRÁULICO	254353A1",97,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",4,UND,1108,1008,277,252
02.341.788/0001-25,10383091,"FILTRO	87346332",98,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",6,UND,2280,2070,380,345
02.341.788/0001-25,10383092,"FILTRO TELA	426784A1",99,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",6,UND,2040,1854,340,309
02.341.788/0001-25,10383093,"FILTRO AR PRIMÁRIO 	87577657",100,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",4,UND,1240,1128,310,282
02.341.788/0001-25,10383094,"FILTRO AR SECUNDÁRIO 	87577656",101,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",3,UND,2430,2211,810,737
02.341.788/0001-25,10383095,"FILTRO AR INTERNO	219001058",102,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",10,UND,540,490,54,49
02.341.788/0001-25,10383096,"FILTRO AR EXTERNO	219001057",103,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",10,UND,840,760,84,76
02.341.788/0001-25,10383097,"FILTRO HIDRÁULICO	936974Q",104,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",6,UND,2646,2406,441,401
02.341.788/0001-25,10383098,"FILTRO DIESEL	219001068",105,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",20,UND,440,400,22,20
02.341.788/0001-25,10383099,"FILTRO LUBRIFICANTE 	219000397",106,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",10,UND,580,520,58,52
02.341.788/0001-25,10383100,"FILTRO TRANSMISSÃO	219000751",107,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",6,UND,990,900,165,150
02.341.788/0001-25,10383101,"LUBRIFICANTE 	65055105028A",108,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",10,UND,840,760,84,76
02.341.788/0001-25,10383102,"FILTRO DIESEL	65125035016B",109,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",10,UND,980,890,98,89
02.341.788/0001-25,10383103,"FILTRO SEPARADOR 	K1006530",110,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",10,UND,2110,1920,211,192
02.341.788/0001-25,10383104,"FILTRO AR INTERNO	47400039",111,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",6,UND,888,804,148,134
02.341.788/0001-25,10383105,"FILTRO AR  EXTERNO	47400040",112,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",6,UND,1494,1356,249,226
02.341.788/0001-25,10383106,"FILTRO SUCÇÃO	24749016A",113,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",4,UND,724,656,181,164
02.341.788/0001-25,10383107,"FILTRO HIDRÁULICO	47400055",114,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",4,UND,784,712,196,178
02.341.788/0001-25,10383108,"FILTRO PILOTO	24711154",115,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",4,UND,352,320,88,80
02.341.788/0001-25,10383109,"FILTRO AR CONDICIONADO	K1002210",116,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",4,UND,444,396,111,99
02.341.788/0001-25,10383110,"FILTRO AR EXTERNO	4700394686",117,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",6,UND,1692,1536,282,256
02.341.788/0001-25,10383111,"FILTRO AR INTERNO	4700394687",118,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",6,UND,894,810,149,135
02.341.788/0001-25,10383112,"FILTRO AR CONDICONADO	7,89339E+12",119,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",4,UND,232,208,58,52
02.341.788/0001-25,10383113,"FILTRO LUBRIFICANTE	4700878032",120,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",10,UND,910,820,91,82
02.341.788/0001-25,10383114,"FILTRO DIESEL 	4700878031",121,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",10,UND,840,760,84,76
02.341.788/0001-25,340100772,"FILTRO SEPARADOR 	4700873561",122,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",10,UND,1480,1340,148,134
02.341.788/0001-25,10383115,"FILTRO AR EXTERNO	2015149167",123,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",6,UND,1008,912,168,152
02.341.788/0001-25,10383116,"FILTRO AR INTERNO	2015149166",124,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",6,UND,834,756,139,126
02.341.788/0001-25,10383117,"FILTRO DIESEL SECUNDÁRIO	2015903640",125,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",10,UND,1320,1200,132,120
02.341.788/0001-25,10383118,"FILTRO LUBRIFICANTE 	2015832022",126,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",10,UND,1310,1190,131,119
02.341.788/0001-25,10383119,"FILTRO DIESEL PRIMÁRIO	2015120100",127,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",10,UND,1890,1710,189,171
02.341.788/0001-25,10383120,"FILTRO AR EXTERNO	1930824",128,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",6,UND,714,648,119,108
02.341.788/0001-25,10383121,"FILTRO AR INTERNO	1930825",129,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",6,UND,468,420,78,70
02.341.788/0001-25,10383122,"FILTRO DIESEL EXTERNO	84465002",130,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",8,UND,224,200,28,25
02.341.788/0001-25,10383123,"FILTRO DIESEL INTERNO	87800220",131,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",8,UND,768,696,96,87
02.341.788/0001-25,10383124,"FILTRO HIDRÁULICO	48028391",132,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",4,UND,844,768,211,192
02.341.788/0001-25,10383125,"FILTRO LUBRIFICANTE 	1909102",133,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",8,UND,544,488,68,61
02.341.788/0001-25,10383126,"FILTRO HIDRÁULICO	82824884",134,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",6,UND,1104,1002,184,167
02.341.788/0001-25,10383127,"FILTRO AR EXTERNO	87574362",135,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",6,UND,666,606,111,101
02.341.788/0001-25,10383128,"FILTRO AR INTERNO	87574363",136,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",6,UND,486,438,81,73
02.341.788/0001-25,10383129,"FILTRO DIESEL	85281496",137,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",10,UND,290,260,29,26
02.341.788/0001-25,10383130,"FILTRO LUBRIFICANTE 	87854900",138,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",10,UND,560,500,56,50
02.341.788/0001-25,10383131,"FILTRO HIDRÁULICO	11402880",139,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",6,UND,1014,918,169,153
02.341.788/0001-25,10383132,"FILTRO AR EXTERNO	11401212",140,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",6,UND,684,618,114,103
02.341.788/0001-25,10383133,"FILTRO AR INTERNO	11401210",141,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",6,UND,462,420,77,70
02.341.788/0001-25,10383134,"FILTRO DIESEL	11102589",142,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",10,UND,410,370,41,37
02.341.788/0001-25,10383135,"FILTRO LUBRIFICANTE 	11803693",143,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",10,UND,780,700,78,70
02.341.788/0001-25,10383136,"FILTRO AR INTERNO	11N822150",144,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",6,UND,1188,1080,198,180
02.341.788/0001-25,10383137,"FILTRO AR EXTERNO	11N822140",145,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",6,UND,1686,1530,281,255
02.341.788/0001-25,10383138,"FILTRO HIDRÁULICO	20Y6031121",146,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",6,UND,1386,1260,231,210
02.341.788/0001-25,10383139,"FILTRO DIESEL	11LG70010",147,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",10,UND,760,690,76,69
02.341.788/0001-25,10383140,"FILTRO LUBRIFICANTE 	11N870110",148,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",10,UND,980,890,98,89
02.341.788/0001-25,10383141,"FILTRO TRANSMISSÃO	ZGAQ02400",149,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",6,UND,1668,1512,278,252
02.341.788/0001-25,10383142,"FILTRO SUCÇÃO TANQUE 	31LH60070",150,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",2,UND,352,320,176,160
02.341.788/0001-25,10383143,"FILTRO COMBUSTÍVEL 	9405050747",151,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",10,UND,440,400,44,40
02.341.788/0001-25,10383144,"FILTRO EXTERNO 	30943204",152,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",6,UND,480,432,80,72
02.341.788/0001-25,10383145,"FILTRO INTERNO 	30943200",153,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",6,UND,330,300,55,50
02.341.788/0001-25,10383146,"FILTRO DIESEL 	1457429359",154,"GAMAPE COM. DE PECAS, FERRAMENTAS E SERVIÇOS LTDA",10,UND,270,240,27,24
