ano,cnpjCpfContratado,dataAssinatura,dataVigenciaFinal,dataVigenciaInicial,nomeContratado,nomeEntidade,numero,objeto,situacao,valor
2020,14.750.918/0001-62,2020-10-13," ",2020-10-13,"JV JUTTEL TERRAPLANAGEM E LOCAÇÃO DE EQUIPAMENTOS","PREFEITURA MUNICIPAL DE CRICIÚMA",201,"Realização das obras de terraplenagem, drenagem pluvial, pavimentação com revestimento em concreto asfáltico usinado à quente - CAUQ e sinalização viária horizontal e vertical nas RUAS JOSÉ ARTUR DE MELLO; AGENOR BORGES; LORIVAL MOREIRA DA SILVA (Trechos 1 e 2); AIRTON SENNA; PEDRO ANTÔNIO; ARISTIDES AMBONI; Nº 1047; Nº 1048; Nº 1049 e KARINA MINOSSO,  nos BAIRROS RENASCER E SÃO JOÃO(Convênio: Contrato de Financiamento Nº 21/10091-8 entre o Banco do Brasil e o Município de Criciúma-SC)."," ",2378644.07
