cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
23.995.968/0001-09,10370360,"Recauchutagem de Pneu 750x16",1,"FF PNEUMATICOS EIRELI - ME",2,UND,602,416.36,301,208.18
23.995.968/0001-09,10298534,"Recauchutagem de pneu 750 x 15 borrachudo",2,"FF PNEUMATICOS EIRELI - ME",6,UND,1806,1287.84,301,214.64
23.995.968/0001-09,10365858,"Recauchutagem de Pneu 1000x20  Borrachudo Radial",3,"FF PNEUMATICOS EIRELI - ME",12,UND,7407.24,5297.76,617.27,441.48
23.995.968/0001-09,181400013,"Recauchutagem de Pneu 1000x20  Liso Radial",4,"FF PNEUMATICOS EIRELI - ME",10,UND,6172.7,4343,617.27,434.3
23.995.968/0001-09,10370361,"Recauchutagem de Pneu 1000x20  Borrachudo Diagonal",5,"FF PNEUMATICOS EIRELI - ME",12,UND,7407.24,5297.76,617.27,441.48
23.995.968/0001-09,10370362,"Recauchutagem de Pneu 1000x20 Liso Diagonal",6,"FF PNEUMATICOS EIRELI - ME",10,UND,6172.7,4343,617.27,434.3
23.995.968/0001-09,10363779,"Recauchutagem de Pneu 900x20 Borrachudo Radial",7,"FF PNEUMATICOS EIRELI - ME",6,UND,2784,1981.26,464,330.21
23.995.968/0001-09,10363776,"Recauchutagem de Pneu 900x20 Liso Diagonal",8,"FF PNEUMATICOS EIRELI - ME",4,UND,1856,1306.52,464,326.63
23.995.968/0001-09,340100100,"Recauchutagem de Pneu 215/75 R17,5 Borrachudo",9,"FF PNEUMATICOS EIRELI - ME",6,UND,2009.4,1421.34,334.9,236.89
23.995.968/0001-09,10370364,"Recauchutagem de Pneu 215/75 R17,5 Liso",10,"FF PNEUMATICOS EIRELI - ME",6,UND,2009.4,1399.8,334.9,233.3
23.995.968/0001-09,10370365,"Recauchutagem de Pneu 275/80R22,5 Borrachudo",11,"FF PNEUMATICOS EIRELI - ME",14,UND,7770,5527.48,555,394.82
23.995.968/0001-09,10370366,"Recauchutagem de Pneu 275/80R22,5 Liso",12,"FF PNEUMATICOS EIRELI - ME",8,UND,4440,3101.12,555,387.64
23.995.968/0001-09,181400022,"Recauchutagem de Pneu 1300x24 12 Lonas",13,"FF PNEUMATICOS EIRELI - ME",8,UND,11600,8298.48,1450,1037.31
23.995.968/0001-09,10370367,"Recauchutagem de  Pneu 1400x24 16 Lonas",14,"FF PNEUMATICOS EIRELI - ME",8,UND,11600,8298.48,1450,1037.31
23.995.968/0001-09,181400017,"Recauchutagem de Pneu 17,5x25 L3 16 Lonas",15,"FF PNEUMATICOS EIRELI - ME",12,UND,15570,11155.56,1297.5,929.63
23.995.968/0001-09,10370369,"Recauchutagem de Pneu 19.5x24 12 Lonas Traseiro",16,"FF PNEUMATICOS EIRELI - ME",2,UND,3094.24,2218.18,1547.12,1109.09
23.995.968/0001-09,10370370,"Recauchutagem de Pneu12.5/ 80R18 Dianteiro",17,"FF PNEUMATICOS EIRELI - ME",5,UND,3987.8,2853.5,797.56,570.7
23.995.968/0001-09,181400018,"Recauchutagem de Pneu 20,5x25 L3 16 Lonas",18,"FF PNEUMATICOS EIRELI - ME",2,UND,6802.72,4881.44,3401.36,2440.72
23.995.968/0001-09,10383261,"Serviço de vulcanização de pneus caminhões e Ônibus",19,"FF PNEUMATICOS EIRELI - ME",50,SV,8000,5707,160,114.14
23.995.968/0001-09,10383262,"serviço de vulcanização de pneus equipamentos rodoviários",20,"FF PNEUMATICOS EIRELI - ME",40,SV,17980,12864,449.5,321.6
