cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
11.258.338/0001-64,10383780,"Adubo químico - composição NPK 10-10-10 - Saco de 50kg",1,"MERCOSUL AGRONEGOCIOS EIRELI",60,SC,8953.8,8593.8,149.23,143.23
11.258.338/0001-64,10383783,"estabilizador/neutralizador de pH",4,"MERCOSUL AGRONEGOCIOS EIRELI",5,LT,495,465,99,93
11.258.338/0001-64,10383786,"Herbicida não-seletivo e não-agrícola - GLIFOSATO",7,"MERCOSUL AGRONEGOCIOS EIRELI",700,LT,17640,16240,25.2,23.2
