ano,cnpjCpfContratado,dataAssinatura,dataVigenciaFinal,dataVigenciaInicial,nomeContratado,nomeEntidade,numero,objeto,situacao,valor
2020,19.858.793/0001-02,2020-09-01," ",2020-09-01,"RTM RINCAO TERRAPLANAGEM E MAO DE OBRA EIRELI","PREFEITURA MUNICIPAL DE CRICIÚMA",181,"Contratação de empresa para execução dos serviços necessários à realização das obras de pavimentação a base de blocos de concreto (lajotas) nas ruas Tranquilo Pelegrini; João Becker; Sagrada Família; Romeu Lopes de Carvalho; Domingos Pedro Cesconeto; Luiz Gregório Anastácio; Morumbi; Sul Gás e Maestro Osni da Silva, localizadas no BAIRRO MARIA CÉU - município de Criciúma-SC."," ",989967.27
