ano,cnpjCpfContratado,dataAssinatura,dataVigenciaFinal,dataVigenciaInicial,nomeContratado,nomeEntidade,numero,objeto,situacao,valor
2020,75.534.974/0001-54,2020-05-25," ",2020-05-25,"CONFER CONSTRUTORA FERNANDES LTDA","PREFEITURA MUNICIPAL DE CRICIÚMA",125,"Contratação de empresa para execução dos serviços necessários à realização das obras de terraplenagem, drenagem pluvial, pavimentação com revestimento em concreto asfáltico usinado à quente - CAUQ e sinalização viária horizontal e vertical nas RUAS SANDRO LUIZ PIGNATEL, ROSA GUIDARINI COLOMBO (TRECHOS 01 e 02);  JOSÉ MENDES DANIELSKI; VILMAR MANENTI; AMAURI CUSTÓDIO; NORBAL JOÃO DA ROCHA; ZULMA MORAES DE OLIVEIRA e NÚMEROS 1537 e 1497 (TRECHOS 01, 02 e 03), localizadas no DISTRITO INDUSTRIAL RIO"," ",2778319.45
