cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
05.948.061/0001-07,39809,"Curativo para traqueostomia 10x10",2,"ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA",700,UN,10605,7917,15.15,11.31
05.948.061/0001-07,39810,"DIU- Dispositivo intra-uterino T, de cobre, (DIU TCU) 380-A",4,"ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA",300,UN,33750,19500,112.5,65
05.948.061/0001-07,39813,"Fixador Citológico, 100ml",8,"ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA",250,FR.,1737.5,1250,6.95,5
05.948.061/0001-07,39814,"Histerômetro de Collin Ginecológico 28cm",9,"ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA",30,UN,1857.6,1597.8,61.92,53.26
05.948.061/0001-07,220100056,"KIT PARTO",10,"ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA",20,UND,1893.8,1060,94.69,53
05.948.061/0001-07,39816,"KIT Cânula de Guedel",11,"ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA",20,KIT,874.6,549,43.73,27.45
05.948.061/0001-07,36005,"Lençol descartável com elástico (TNT).",12,"ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA",800,PCT,13880,8528,17.35,10.66
05.948.061/0001-07,36527,"Sonda de borracha (látex natural), tipo foley, 2 vias, calib",19,"ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA",10,CX,352,351,35.2,35.1
05.948.061/0001-07,24238,"Cabo para bisturi nº3",36,"ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA",150,UN,1632,1357.5,10.88,9.05
05.948.061/0001-07,38707,"Cabo para bisturi nº4",37,"ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA",150,UN,1747.5,1471.5,11.65,9.81
05.948.061/0001-07,39827,"Tentacânula 15cm",42,"ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA",100,UN,1247,758,12.47,7.58
05.948.061/0001-07,38380,"Afastador de Minessota em aço inox",48,"ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA",50,UN,720.5,540,14.41,10.8
05.948.061/0001-07,39831,"Sindesmótomo, em aço inox",50,"ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA",40,UN,650,649.6,16.25,16.24
05.948.061/0001-07,36285,"Broca Zekrya Tamanho 23mm",53,"ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA",30,UN,629.7,450,20.99,15
05.948.061/0001-07,39832,"Broca Zekrya Longa tamanho 28mm",54,"ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA",40,UN,839.6,600,20.99,15
03.823.926/0001-75,34702,"Agulha descartável para biopsia de mama",1,"FLV DA SILVA",240,UN,29400,29280,122.5,122
01.470.743/0001-98,36523,"Seringa 5ml, sem agulha",18,"BLUMEDICA PRODUTOS MEDICOS E CIRURGICOS LTDA",50000,UN,9000,7500,0.18,0.15
01.470.743/0001-98,38710,"Pinça Kelly reta 14cm",20,"BLUMEDICA PRODUTOS MEDICOS E CIRURGICOS LTDA",150,UN,4608,3384,30.72,22.56
01.470.743/0001-98,13291,"PINCA KELLY CURVA 14CM",21,"BLUMEDICA PRODUTOS MEDICOS E CIRURGICOS LTDA",150,UN,4605,3384,30.7,22.56
01.470.743/0001-98,24232,"Pinça Kelly curva 16cm",22,"BLUMEDICA PRODUTOS MEDICOS E CIRURGICOS LTDA",20,UN,660,534.8,33,26.74
01.470.743/0001-98,38712,"Pinça anatômica Adson com dente 12cm",23,"BLUMEDICA PRODUTOS MEDICOS E CIRURGICOS LTDA",150,UN,2328,1713,15.52,11.42
01.470.743/0001-98,38713,"Pinça anatômica Adson com serrilha 12cm",24,"BLUMEDICA PRODUTOS MEDICOS E CIRURGICOS LTDA",150,UN,2550,1629,17,10.86
01.470.743/0001-98,38714,"Pinça anatômica dissecção com serrilha 14 cm",25,"BLUMEDICA PRODUTOS MEDICOS E CIRURGICOS LTDA",150,UN,4905,1462.5,32.7,9.75
01.470.743/0001-98,39819,"Pinça anatômica dente de rato 12 cm",26,"BLUMEDICA PRODUTOS MEDICOS E CIRURGICOS LTDA",150,UN,2328,1545,15.52,10.3
01.470.743/0001-98,38716,"Pinça Halstead mosquito reta 12,5cm c/ serrilha",27,"BLUMEDICA PRODUTOS MEDICOS E CIRURGICOS LTDA",150,UN,4170,2965.5,27.8,19.77
01.470.743/0001-98,39820,"Pinça Halstead mosquito curva 12 cm c/ serrilha",28,"BLUMEDICA PRODUTOS MEDICOS E CIRURGICOS LTDA",150,UN,3712.5,2965.5,24.75,19.77
01.470.743/0001-98,38718,"Tesoura Iris stark curva 12 cm",29,"BLUMEDICA PRODUTOS MEDICOS E CIRURGICOS LTDA",150,UN,2685,2422.5,17.9,16.15
01.470.743/0001-98,38719,"Tesoura Iris reta 12 cm",30,"BLUMEDICA PRODUTOS MEDICOS E CIRURGICOS LTDA",150,UN,2727,2422.5,18.18,16.15
01.470.743/0001-98,38720,"Tesoura Mayo Stille reta 15 cm",31,"BLUMEDICA PRODUTOS MEDICOS E CIRURGICOS LTDA",80,UN,2648.8,1384,33.11,17.3
01.470.743/0001-98,38721,"Porta agulha mayo 14 cm",32,"BLUMEDICA PRODUTOS MEDICOS E CIRURGICOS LTDA",150,UN,3549,3133.5,23.66,20.89
01.470.743/0001-98,39823,"Tesoura cirurgica reta fina/fina  15cm",38,"BLUMEDICA PRODUTOS MEDICOS E CIRURGICOS LTDA",150,UN,4875,2883,32.5,19.22
01.470.743/0001-98,39824,"Tesoura cirurgica curva fina/fina  15cm",39,"BLUMEDICA PRODUTOS MEDICOS E CIRURGICOS LTDA",150,UN,5133,2883,34.22,19.22
01.470.743/0001-98,39825,"Tesoura cirurgica reta fina/romba  15cm",40,"BLUMEDICA PRODUTOS MEDICOS E CIRURGICOS LTDA",150,UN,4954.5,2883,33.03,19.22
01.470.743/0001-98,39826,"Tesoura cirurgica reta romba/romba  15cm",41,"BLUMEDICA PRODUTOS MEDICOS E CIRURGICOS LTDA",100,UN,3749,1922,37.49,19.22
01.470.743/0001-98,11599,"Pinça Kocher curva 14 CM",43,"BLUMEDICA PRODUTOS MEDICOS E CIRURGICOS LTDA",150,UNI,4779,4512,31.86,30.08
01.470.743/0001-98,1844,"PINCA KOCHER RETA 14 CM",44,"BLUMEDICA PRODUTOS MEDICOS E CIRURGICOS LTDA",150,UNI,5697,4512,37.98,30.08
01.470.743/0001-98,39828,"Pinça crile reta 14 cm",45,"BLUMEDICA PRODUTOS MEDICOS E CIRURGICOS LTDA",150,UN,3487.5,3480,23.25,23.2
01.470.743/0001-98,39829,"Pinça crile curva 14 cm",46,"BLUMEDICA PRODUTOS MEDICOS E CIRURGICOS LTDA",150,UN,4200,3600,28,24
27.105.456/0001-72,36449,"Curativo redondo pós-coleta de sangue (Stopper ou bandagem).",3,"MEDICENTRO COMERCIO DE MEDICAMENTOS LTDA",1500,CX,20040,17175,13.36,11.45
27.105.456/0001-72,39812,"Fita Cirúrgica Microporosa largura 10cm x 4,5m, na cor bege",6,"MEDICENTRO COMERCIO DE MEDICAMENTOS LTDA",1500,UN,17985,7875,11.99,5.25
27.105.456/0001-72,39817,"Protetor solar, FPS 60, frasco com 120mL ou 125mL.",15,"MEDICENTRO COMERCIO DE MEDICAMENTOS LTDA",1200,UN,14220,12120,11.85,10.1
27.105.456/0001-72,39818,"Repelente de insetos loção citronela, frasco 200ml",16,"MEDICENTRO COMERCIO DE MEDICAMENTOS LTDA",300,UN,5541,2235,18.47,7.45
27.105.456/0001-72,36522,"Seringa 3ml, sem agulha",17,"MEDICENTRO COMERCIO DE MEDICAMENTOS LTDA",50000,UN,8500,6000,0.17,0.12
