ano,cnpjCpfContratado,dataAssinatura,dataVigenciaFinal,dataVigenciaInicial,nomeContratado,nomeEntidade,numero,objeto,situacao,valor
2020,10.607.931/0001-06,2020-07-30," ",2020-07-30,"KAMILLA CONSTRUCOES E PROJETOS LTDA","PREFEITURA MUNICIPAL DE CRICIÚMA",166,"Contratação de empresa para execução dos serviços necessários às obras de construção do prédio do CENTRO DE EDUCAÇÃO INFANTIL MUNICIPAL (C.E.I.M) no BAIRRO MORRO ESTEVÃO, com 972,77m² de área, na rua Irio Menegon - município de Criciúma-SC."," ",1303344.37
