cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
00.247.513/0001-00,10113202,"APARELHO TELEFONICO SEM FIO",2,"LIPAPER LIVRARIA INF. E PAPELARIA LTDA.",100,UND,12000,11700,120,117
00.247.513/0001-00,10115113,"CAIXA PARA CORRESPONDENCIA",4,"LIPAPER LIVRARIA INF. E PAPELARIA LTDA.",150,UND,7695,4425,51.3,29.5
00.247.513/0001-00,10366671,"Calculadora de mesa 12 digitos",5,"LIPAPER LIVRARIA INF. E PAPELARIA LTDA.",150,UND,2610,1755,17.4,11.7
00.247.513/0001-00,50200079,"CANETA DESTACA TEXTO",6,"LIPAPER LIVRARIA INF. E PAPELARIA LTDA.",400,CX,8000,4120,20,10.3
00.247.513/0001-00,10369859,"Dispensador de senha",7,"LIPAPER LIVRARIA INF. E PAPELARIA LTDA.",15,UND,3750,3748.5,250,249.9
00.247.513/0001-00,40977,"Pasta plastica de arquivo, com no minimo 25",11,"LIPAPER LIVRARIA INF. E PAPELARIA LTDA.",474,UN,1071.24,1019.1,2.26,2.15
00.247.513/0001-00,40978,"Pasta plastica de arquivo, com no minimo 30",12,"LIPAPER LIVRARIA INF. E PAPELARIA LTDA.",600,UN,2040,1440,3.4,2.4
00.247.513/0001-00,40979,"Pasta plastica de arquivo, com no minimo 50",13,"LIPAPER LIVRARIA INF. E PAPELARIA LTDA.",200,UN,790,560,3.95,2.8
00.247.513/0001-00,40983,"Barbante em algodão fio no.8, 240 gr.",18,"LIPAPER LIVRARIA INF. E PAPELARIA LTDA.",75,ROLO,1271.25,352.5,16.95,4.7
00.247.513/0001-00,10371733,"COPOS DESCARTÁVEIS PARA ÁGUA DE 180ml",30,"LIPAPER LIVRARIA INF. E PAPELARIA LTDA.",550,UND,43554.5,35035,79.19,63.7
05.850.947/0001-05,40986,"Caixa organizadora  capac. 10 lt",19,"MARCELO GOMES & CIA LTDA",150,UN,3660,2655,24.4,17.7
05.850.947/0001-05,35607,"TNT (TECIDO NÃO TEXTURIZADO)",24,"MARCELO GOMES & CIA LTDA",30,ROLO,2550,2481,85,82.7
83.413.591/0003-18,51102395,"Papel Off-Set, alcalino, formato A-4",10,"DICAPEL PAPEIS E EMBALAGENS LTDA",488,CX,82472,67832,169,139
10.442.984/0001-14,40991,"Papel Higiênico 30m, fardo com 64",28,"DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA",325,FAR,21921.25,16831.75,67.45,51.79
10.442.984/0001-14,40991,"Papel Higiênico 30m, fardo com 64",29,"DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA",975,FAR,65763.75,50397.75,67.45,51.69
10.442.984/0001-14,10365158,"LIMPADOR BACTERICIDA CONCENTRADO",32,"DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA",410,UND,60680,60270,148,147
10.442.984/0001-14,40995,"DETERGENTE DESENGRAXANTE 5",33,"DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA",500,UN,58000,57500,116,115
04.775.077/0001-94,40975,"Grampeador para papeis",8,"MARY BOOK COMÉRCIO LTDA",220,UN,6864,2420,31.2,11
04.775.077/0001-94,10362347,"Tesoura Doméstica",15,"MARY BOOK COMÉRCIO LTDA",250,UND,4075,1000,16.3,4
04.586.694/0001-41,51102319,"Apontador sem depósito",3,"INFOTRIZ COMERCIAL EIRELI EPP",247,UND,491.53,29.64,1.99,0.12
04.586.694/0001-41,40980,"Rolo de senha de papel de 2 (dois) digitos",14,"INFOTRIZ COMERCIAL EIRELI EPP",200,UN,2200,1970,11,9.85
04.586.694/0001-41,35648,"Lápis colorido",21,"INFOTRIZ COMERCIAL EIRELI EPP",30,CX,450,85.5,15,2.85
34.413.040/0001-87,51102318,"Aparelho telefônico com fio",1,"DISTRIBUIDORA LALAU LTDA",100,UND,6200,4520,62,45.2
34.413.040/0001-87,10119226,"CARTOLINA TAMANHO OFICIO",16,"DISTRIBUIDORA LALAU LTDA",30000,UND,11700,4200,0.39,0.14
34.413.040/0001-87,40985,"Caixa organizadora  capac. 20 lt",20,"DISTRIBUIDORA LALAU LTDA",150,UN,5925,4075.5,39.5,27.17
34.413.040/0001-87,40989,"Mangueira de jardim",26,"DISTRIBUIDORA LALAU LTDA",70,UN,11270,11269.3,161,160.99
34.413.040/0001-87,10379695,"Refil Mop seco 60 cm",27,"DISTRIBUIDORA LALAU LTDA",150,UND,4500,3165,30,21.1
34.413.040/0001-87,40993,"Papel toalha interfolhado na cor branca, 2 dobras.",31,"DISTRIBUIDORA LALAU LTDA",3500,FAR,28770,21595,8.22,6.17
24.754.528/0002-03,40982,"Balão tamanho no. 7",17,"KLEIN SIMIONATO & SANTOS LTDA",300,PCT,2940,1227,9.8,4.09
24.754.528/0002-03,40987,"Papel cartão colorido fosco",22,"KLEIN SIMIONATO & SANTOS LTDA",300,UN,258,201,0.86,0.67
24.754.528/0002-03,10104579,"PASTA SUSPENSA",23,"KLEIN SIMIONATO & SANTOS LTDA",25,CX,2375,1172.5,95,46.9
02.459.406/0001-62,51102395,"Papel Off-Set, alcalino, formato A-4",9,"MILRAU COM. DE ARTIGOS PEDAGOGICOS LTDA .",162,CX,27378,24624,169,152
