cnpjCpfFornecedor,formaParticipacao,idFornecedor,itensProposta,nomeFonecedor,representanteCertame,responsavelFornecedor,socios
00.247.513/0001-00,INDIVIDUAL," ","itensProposta_af3420fb-3aba-42f3-b779-cbb2a15e701a.csv","LIPAPER LIVRARIA INF. E PAPELARIA LTDA.","JOSÉ PAULO DE BETTIO","JOSÉ PAULO DE BETTIO"," "
02.315.593/0001-00,INDIVIDUAL," ","itensProposta_fead98b9-5323-40e2-af44-02ac05607c3e.csv","ORLEANS INFORMATICA LTDA ME","CHARLES MADEIRA MELO","CHARLES MADEIRA MELO"," "
05.850.947/0001-05,INDIVIDUAL," ","itensProposta_6d166993-f4f3-48ec-92cf-7adfadc13de5.csv","MARCELO GOMES & CIA LTDA","PEDRA FELISBERTO GOMES","PEDRA FELISBERTO GOMES"," "
00.147.109/0001-56,INDIVIDUAL," ","itensProposta_39c8b462-ee74-4c22-bf78-41812526dad1.csv","AQUINPEL SUPRIMENTOS PARA ESCRITORIO INFORMATICA E PAPELARIA EIRELI",,," "
83.413.591/0003-18,INDIVIDUAL," ","itensProposta_a9bd1eb2-5346-4d17-8c9d-8a91a2d579c2.csv","DICAPEL PAPEIS E EMBALAGENS LTDA","EDSON FERNANDO MAZZUCO","EDSON FERNANDO MAZZUCO"," "
82.803.230/0001-53,INDIVIDUAL," ","itensProposta_5104d94c-0f79-48ea-b24e-b2f76b3234a9.csv","DIPAR DISTRIBUIDORA DE PAPÉIS E REVISTAS LTDA","EDSON FERNANDO MAZZUCO","EDSON FERNANDO MAZZUCO"," "
04.775.077/0001-94,INDIVIDUAL," ","itensProposta_34b6d997-b7fb-4ff9-ba3c-40e53723f8dc.csv","MARY BOOK COMÉRCIO LTDA","ADRIANO ROSSO DOS SANTOS","ADRIANO ROSSO DOS SANTOS"," "
04.586.694/0001-41,INDIVIDUAL," ","itensProposta_7f470a2e-758b-4d4f-ac66-6b84c2a90807.csv","INFOTRIZ COMERCIAL EIRELI EPP","JULIANO MEINSCHEIN","JULIANO MEINSCHEIN"," "
19.032.430/0001-13,INDIVIDUAL," ","itensProposta_a3b8278f-2852-4029-9a84-5aaf751338fb.csv","PRINTSUL COMERCIO ATACADISTA LTDA - EPP","PAULO ROBERTO ZIMMER","PAULO ROBERTO ZIMMER"," "
28.818.594/0001-61,INDIVIDUAL," ","itensProposta_8a64075f-7235-41ed-8ec2-1b6f6a467387.csv","COMERCIAL PRINT LUX EIRELI",,," "
24.754.528/0001-14,INDIVIDUAL," ","itensProposta_11b18579-fde7-4e5f-8d76-2b7407c03daa.csv","KLEIN SIMIONATO & SANTOS LTDA","CARLOS ROBERTO DOS SANTOS","CARLOS ROBERTO DOS SANTOS"," "
29.468.746/0001-06,INDIVIDUAL," ","itensProposta_4436313a-6fda-4ad0-b92f-d290ff14c264.csv","RAMA COMERCIO E IMPORTACAO DE PRODUTOS PERSONALIZA","TIAGO MARINELLI MUCCILLO","TIAGO MARINELLI MUCCILLO"," "
33.562.532/0001-71,INDIVIDUAL," ","itensProposta_0705bf80-3ea2-40ad-995d-b4ef44595dd1.csv","DECOPEL DISTRIBUIDORA DE ARTIGOS DE ESCRITORIO EIR","PEDRO VALDIR SILVANO","PEDRO VALDIR SILVANO"," "
