cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
18.067.889/0001-90,10368648,"CITROEN AIRCROSS /C3 PICASSO GLX 1.6 16V Flex 2013",1,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",1,UND,1,51,1,51
18.067.889/0001-90,10377459,"EFFA CAMINHONETE C. FECHADA V21 2017",2,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",1,UND,1,51,1,51
18.067.889/0001-90,10368649,"FIAT DOBLO (02 - 09) CARGO 1.8mpi 8V Flex 2009",3,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",2,UND,2,102,1,51
18.067.889/0001-90,10383249,"FIAT DOBLO (17 -20 ) ESSENCE 7L E 1.8 8V Flex 2017 - 2020",4,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",3,UND,3,153,1,51
18.067.889/0001-90,10383250,"FIAT DOBLO (09 - 10) HLX 1.8 8V Flex 2010",5,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",1,UND,1,51,1,51
18.067.889/0001-90,10383251,"FIAT DUCATO (06 - 12 ) MAXICARGO 12m 2.3 Multijet Economy 16",6,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",2,UND,2,102,1,51
18.067.889/0001-90,10368653,"FIAT DUCATO (06 - ) MULTI TETO ALTO 2.8 Turbo Diesel JTD 200",7,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",1,UND,1,51,1,51
18.067.889/0001-90,10368655,"FIAT DUCATO (06 - ) VAN MINIBUS 2.3 Multijet Economy 16v 201",8,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",2,UND,2,102,1,51
18.067.889/0001-90,10368656,"FIAT FIORINO (04 - 13) FURGÃO FLEX 1.3 Fire Flex 2009",9,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",2,UND,2,102,1,51
18.067.889/0001-90,10374455,"FIAT MOBI EASY 1.0 FLEX 4P 2018",10,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",42,UND,42,2142,1,51
18.067.889/0001-90,10383252,"FIAT MOBI LIKE 1.0 FLEX 4P (2019 - 2020)",11,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",2,UND,2,102,1,51
18.067.889/0001-90,10368659,"FIAT PALIO FASE II 4P ECONOMY 1.0mpi Fire Economy Flex 8v 20",12,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",3,UND,3,153,1,51
18.067.889/0001-90,10383253,"FIAT PALIO FASE II 4P FIRE 1.0mpi Fire Flex 8v 2015",13,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",3,UND,3,153,1,51
18.067.889/0001-90,10377461,"FIAT PALIO FASE III 4P ATTRACTIVE 1.0mpi Fire 8v Flex 2017",14,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",1,UND,1,51,1,51
18.067.889/0001-90,10368660,"FIAT PALIO FASE III 4P ATTRACTIVE 1.4mpi Fire 8v Flex 2011",15,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",1,UND,1,51,1,51
18.067.889/0001-90,10377462,"FIAT PALIO FASE III 4P ELX 1.0mpi Fire 8v Flex 2007 - 2014",16,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",1,UND,1,51,1,51
18.067.889/0001-90,10368665,"FIAT PALIO WEEK.(09 - 12) TREKKING 1.4mpi 8V Flex 2011",17,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",3,UND,3,153,1,51
18.067.889/0001-90,10377463,"FIAT PALIO WEEK.(13 - ) ATTRACTIVE 1.4mpi 8V Flex 2015 - 201",18,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",15,UND,15,765,1,51
18.067.889/0001-90,10368667,"FIAT SIENA FASE IV EL 1.0 Fire 8V Flex 2014",19,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",2,UND,2,102,1,51
18.067.889/0001-90,10383254,"FIAT STRADA (02 - 08) CAB.SIMPLES FIRE 1.3mpi Fire Gasolina",20,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",3,UND,3,153,1,51
18.067.889/0001-90,10377464,"FIAT STRADA  CAB.SIMPLES WORKING 1.5mpi Gasolina 2008 - 2013",21,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",1,UND,1,51,1,51
18.067.889/0001-90,10377465,"FIAT STRADA HD WORKING CC E GASOLINA 2017",22,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",1,UND,1,51,1,51
18.067.889/0001-90,10368672,"FIAT UNO (10 - ) 4P VIVACE 1.0 Evo Flex 2014",23,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",1,UND,1,51,1,51
18.067.889/0001-90,10368673,"FIAT UNO MILLE (04 - 13) CELEB WAY ECONOMY 4P 1.0mpi Fire Ec",24,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",1,UND,1,51,1,51
18.067.889/0001-90,10368675,"FIAT UNO MILLE (04 - 13) FIRE ECONOMY 4P 1.0mpi Fire Economy",25,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",8,UND,8,408,1,51
18.067.889/0001-90,10377466,"FORD KÁ SE 1.5 SD B 2018",26,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",1,UND,1,51,1,51
18.067.889/0001-90,10383255,"GM MONTANA LS2 1.4 8V 2020",27,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",3,UND,3,153,1,51
18.067.889/0001-90,10368682,"GM S-10 (09 - 11) CAB. DUPLA COLINA 2.8 Turbo Diesel 4x4 200",28,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",2,UND,2,102,1,51
18.067.889/0001-90,10377468,"GM S-10 RODEIO 2.8 D 4X4 DIESEL 2011",29,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",1,UND,1,51,1,51
18.067.889/0001-90,10377469,"GM S-10 LT DD4 2015",30,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",1,UND,1,51,1,51
18.067.889/0001-90,10377470,"GM SPIN 1.8L MT LTZ 8v Econo.Flex (2015-2019)",31,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",3,UND,3,153,1,51
18.067.889/0001-90,10377471,"GM SPIN 1.8L MT LT 8v Econo.Flex 2014",32,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",1,UND,1,51,1,51
18.067.889/0001-90,10383256,"GM SPIN 1.8L AT PREMIER FLEX 2020",33,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",2,UND,2,102,1,51
18.067.889/0001-90,10383257,"HYUNDAI HR HDB 2013 - 2020",34,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",8,UND,8,408,1,51
18.067.889/0001-90,10368687,"HONDA NEW CIVIC (06 - 11) LXS 1.8 16V Flex MT 2010",35,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",1,UND,1,51,1,51
18.067.889/0001-90,10377473,"HONDA NEW CIVIC (12 - ) LXL 1.8 16V i-VTEC Flex MT 2011",36,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",1,UND,1,51,1,51
18.067.889/0001-90,10377474,"HONDA NEW CIVIC (12 - ) LXR 2.0 16V i-VTEC Flex AT 2016",37,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",1,UND,1,51,1,51
18.067.889/0001-90,10377475,"IVECO MIC.ONIB. VAN DAILY 55C16 TCA 2018",38,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",1,UND,1,51,1,51
18.067.889/0001-90,10377476,"IVECO CAMIN. FURGÃO DAILY 35s14 HDG FURGÃO 2018",39,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",1,UND,1,51,1,51
18.067.889/0001-90,10377477,"KIA K2500 LD (2009 - 2021)",40,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",1,UND,1,51,1,51
18.067.889/0001-90,10383594,". BENZ 415 CDI SPRINTER FURGÃO 2018",41,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",1,UND,1,51,1,51
18.067.889/0001-90,10382976,"M. BENZ 415 EUROLAF AMB 2018",42,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",1,UND,1,51,1,51
18.067.889/0001-90,10382977,"M. BENZ 515 CDI SPRINTER TCA AMB 2019",43,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",2,UND,2,102,1,51
18.067.889/0001-90,10382978,"M. BENZ 515 CDI SPRINTER MICROONIBUS 2019",44,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",1,UND,1,51,1,51
18.067.889/0001-90,10383258,"M. BENZ 415 CDI SPRINTER MICROONIBUS 2019",45,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",1,UND,1,51,1,51
18.067.889/0001-90,10371263,"NISSAN FRONTIER II (09 - ) XE 4x4 2.5 Turbo-Diesel 174cv",46,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",1,UND,1,51,1,51
18.067.889/0001-90,10377479,"PEUGEOT 207 HB ACTIVE 1.4 8v Flex 2015",47,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",2,UND,2,102,1,51
18.067.889/0001-90,10377481,"PEUGEOT BOXER (02 - ) BOXER M350 LH  2.3 126cv TB Diesel 201",48,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",4,UND,4,204,1,51
18.067.889/0001-90,10377483,"RENAULT DUSTER 20 D 4X2A 2015",49,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",1,UND,1,51,1,51
18.067.889/0001-90,10377484,"RENAULT MASTER ROTANAMB FURGÃO 2.5 16v Diesel 2015",50,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",1,UND,1,51,1,51
18.067.889/0001-90,10383259,"RENAULT MASTER FURGÃO L2H2 2.5 16V DIESEL 2020",51,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",2,UND,2,102,1,51
18.067.889/0001-90,10374459,"TOYOTA COROLLA XEI 2.0 FLEX (2018 - 2022)",52,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",1,UND,1,51,1,51
18.067.889/0001-90,10377485,"VW VIRTUS HL AD 4P 128CV 2019",53,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",1,UND,1,51,1,51
18.067.889/0001-90,10377486,"VW GOL 1.6L MB5 4P (2019 - 2020)",54,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",8,UND,8,408,1,51
18.067.889/0001-90,10368706,"VW GOL IV Geração G4 1.0 4P 1.0 Mi AT FLEX 68/71cv 2011",55,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",2,UND,2,102,1,51
18.067.889/0001-90,10377487,"VW GOL TRENDLINE 1.6 8V FLEX 2017-2018",56,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",3,UND,3,153,1,51
18.067.889/0001-90,10377488,"VW KOMBI (06-09 ) STANDARD 1.4 Mi Total Flex",57,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",4,UND,4,204,1,51
18.067.889/0001-90,10377489,"VW KOMBI (10-11) STANDARD 1.4 MI TOTAL FLEX",58,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",6,UND,6,306,1,51
18.067.889/0001-90,10368708,"VW PARATI III Geração 1.8 Mi 1.8 Mi AP Gasolina 2002",59,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",1,UND,1,51,1,51
18.067.889/0001-90,10377490,"VW SAVEIRO ROBUST CAB. SIMPLES 1.6 8V FLEX 2018-2019",60,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",2,UND,2,102,1,51
18.067.889/0001-90,10368710,"VW SPACEFOX (06 - 10) SPORTLINE 4P 1.6 Total Flex 2009",61,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",1,UND,1,51,1,51
18.067.889/0001-90,10383260,"VW VOYAGE 1.6L MB5 2018 - 2019",62,"CRILUB COMERCIO DE FILTROS E LUBRIFICANTES EIRELI",3,UND,3,153,1,51
28.964.333/0001-50,10379431,"AGRALE/8500 TCA(Nacional) 2010",63,"KING OF FILTER AND OIL EIRELI",3,UND,3,159,1,53
28.964.333/0001-50,10375311,"AGRALE/MASCA GRANMINI O(Nacional) 2010",64,"KING OF FILTER AND OIL EIRELI",3,UND,3,159,1,53
28.964.333/0001-50,10383423,"FORD CARGO 1723B 2020",65,"KING OF FILTER AND OIL EIRELI",1,UND,1,53,1,53
28.964.333/0001-50,10375312,"FORD/CARGO 1317 E(Nacional) 2010",66,"KING OF FILTER AND OIL EIRELI",6,UND,6,318,1,53
28.964.333/0001-50,10375313,"FORD/CARGO 1415(Nacional) 1990",67,"KING OF FILTER AND OIL EIRELI",1,UND,1,53,1,53
28.964.333/0001-50,10375314,"FORD/CARGO 2622 E(Nacional) 2009",68,"KING OF FILTER AND OIL EIRELI",10,UND,10,530,1,53
28.964.333/0001-50,10313155,"FORD/CARGO 2631 6X4(Nacional) 2019",69,"KING OF FILTER AND OIL EIRELI",2,UND,2,106,1,53
28.964.333/0001-50,10375315,"FORD/CARGO 712 (Nacional) 2010",70,"KING OF FILTER AND OIL EIRELI",1,UND,1,53,1,53
28.964.333/0001-50,10375316,"FORD/CARGO 815 E(Nacional) 2010",71,"KING OF FILTER AND OIL EIRELI",2,UND,2,106,1,53
