cnpjCpfFornecedor,formaParticipacao,idFornecedor,itensProposta,nomeFonecedor,representanteCertame,responsavelFornecedor,socios
82.691.296/0001-07,INDIVIDUAL," ","itensProposta_a307da46-8fc7-41ae-a16b-35d3682e8cfe.csv","EMPREITEIRA DE MAO DE OBRA CROCETA LTDA",,," "
10.599.044/0001-33,INDIVIDUAL," ","itensProposta_50911e5d-e67c-47bc-9acf-5aa342415dc2.csv","CONSONI CONSTRUÇÕES LTDA",,," "
28.209.532/0001-52,INDIVIDUAL," ","itensProposta_fee2505f-8e2d-4426-b76a-5bd5f9f6e6c6.csv","BRE CONSTRUCOES EIRELI",,," "
