cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
83.669.614/0001-98,10380278,"Avental de segurança confeccionado em PVC",1,"TIMACO TIJOLOS MATERIAL DE CONSTRUCOES LTDA",42,UND,382.2,336.42,9.1,8.01
83.669.614/0001-98,10380279,"Avental de segurança confeccionado em raspa",2,"TIMACO TIJOLOS MATERIAL DE CONSTRUCOES LTDA",33,UND,1259.61,1029.6,38.17,31.2
83.669.614/0001-98,10380281,"Bota de PVC",4,"TIMACO TIJOLOS MATERIAL DE CONSTRUCOES LTDA",59,UND,2141.11,1884.46,36.29,31.94
83.669.614/0001-98,10380282,"Botina profissional de segurança",5,"TIMACO TIJOLOS MATERIAL DE CONSTRUCOES LTDA",251,UND,11791.98,10065.1,46.98,40.1
83.669.614/0001-98,340100520,"Calçado ocupacional de uso profissional, tipo bota PVC cano",8,"TIMACO TIJOLOS MATERIAL DE CONSTRUCOES LTDA",84,UND,2750.16,2420.04,32.74,28.81
83.669.614/0001-98,10101915,"CAPA DE CHUVA",12,"TIMACO TIJOLOS MATERIAL DE CONSTRUCOES LTDA",126,UND,2317.14,1940.4,18.39,15.4
83.669.614/0001-98,340100523,"Capacete de segurança para uso na indústria",13,"TIMACO TIJOLOS MATERIAL DE CONSTRUCOES LTDA",42,UND,826.56,727.44,19.68,17.32
83.669.614/0001-98,340100525,"Cinturão de segurança tipo paraquedista/abdominal",15,"TIMACO TIJOLOS MATERIAL DE CONSTRUCOES LTDA",17,UND,2325.94,2046.8,136.82,120.4
83.669.614/0001-98,340100527,"Filtro para máscara P2 HE-1 para máscaras 3M",19,"TIMACO TIJOLOS MATERIAL DE CONSTRUCOES LTDA",42,PAR,1127.7,992.46,26.85,23.63
83.669.614/0001-98,340100528,"Jardineira de segurança para saneamento,com bota",20,"TIMACO TIJOLOS MATERIAL DE CONSTRUCOES LTDA",42,UND,6300,5208,150,124
83.669.614/0001-98,340100529,"Luva algodão pigmentada 4 fios (CA Referência CA 10464)",21,"TIMACO TIJOLOS MATERIAL DE CONSTRUCOES LTDA",419,PAR,1173.2,1030.74,2.8,2.46
83.669.614/0001-98,340100530,"Luva de segurança confeccionada em látex natural e revestime",22,"TIMACO TIJOLOS MATERIAL DE CONSTRUCOES LTDA",42,PAR,362.04,318.78,8.62,7.59
83.669.614/0001-98,10380286,"Luvas de segurança confeccionadas em suporte têxtil 100% alg",30,"TIMACO TIJOLOS MATERIAL DE CONSTRUCOES LTDA",84,PAR,794.64,698.88,9.46,8.32
83.669.614/0001-98,10380288,"Manga de segurança  (CA Referência 37745",32,"TIMACO TIJOLOS MATERIAL DE CONSTRUCOES LTDA",8,PAR,195.92,172.4,24.49,21.55
83.669.614/0001-98,10380289,"Máscara de solda em polipropileno com catraca e visor articu",33,"TIMACO TIJOLOS MATERIAL DE CONSTRUCOES LTDA",25,UND,972,855.25,38.88,34.21
83.669.614/0001-98,10380290,"Máscara para soldagem com Escurecimento Automático",34,"TIMACO TIJOLOS MATERIAL DE CONSTRUCOES LTDA",8,UND,711.84,626.4,88.98,78.3
83.669.614/0001-98,10380291,"Óculos de segurança constituídos de armação cor fume (tonali",35,"TIMACO TIJOLOS MATERIAL DE CONSTRUCOES LTDA",167,UND,1152.3,1002,6.9,6
83.669.614/0001-98,10380292,"Óculos de segurança constituídos de armação",36,"TIMACO TIJOLOS MATERIAL DE CONSTRUCOES LTDA",251,UND,1255,1104.4,5,4.4
83.669.614/0001-98,10380293,"Protetor auditivo do tipo concha",37,"TIMACO TIJOLOS MATERIAL DE CONSTRUCOES LTDA",67,UND,2305.47,2028.76,34.41,30.28
83.669.614/0001-98,10380294,"Protetor auditivo tipo inserção moldável de espuma",38,"TIMACO TIJOLOS MATERIAL DE CONSTRUCOES LTDA",419,UND,825.43,724.87,1.97,1.73
83.669.614/0001-98,10380295,"Protetor facial de segurança",39,"TIMACO TIJOLOS MATERIAL DE CONSTRUCOES LTDA",13,UND,486.98,428.48,37.46,32.96
83.669.614/0001-98,10380296,"Respirador purificador de ar tipo peça semifacial",40,"TIMACO TIJOLOS MATERIAL DE CONSTRUCOES LTDA",167,UND,250.5,220.44,1.5,1.32
10.442.984/0001-14,10377993,"CALCA ANTICHAMA NR-10 1/2 CÓS ELASTICO.",6,"DICRIL PROD. E EQUIP. PARA LIMP. E HIGIENE LTDA EP",42,UND,5481,4932.9,130.5,117.45
10.442.984/0001-14,340100519,"Calçado ocupacional de uso profissional tipo tênis",7,"DICRIL PROD. E EQUIP. PARA LIMP. E HIGIENE LTDA EP",670,UND,39570.2,35610.5,59.06,53.15
10.442.984/0001-14,340100524,"Calçado ocupacional do tipo Botina de Segurança",9,"DICRIL PROD. E EQUIP. PARA LIMP. E HIGIENE LTDA EP",170,UND,25806,21386,151.8,125.8
10.442.984/0001-14,340100521,"Calçado ocupacional tipo botina",10,"DICRIL PROD. E EQUIP. PARA LIMP. E HIGIENE LTDA EP",170,UND,8559.5,7702.7,50.35,45.31
10.442.984/0001-14,340100522,"CAMISA ANTICHAMA NR 10 ESPORTE REFL.      C/BOTOES",11,"DICRIL PROD. E EQUIP. PARA LIMP. E HIGIENE LTDA EP",42,UND,5266.8,4740.12,125.4,112.86
10.442.984/0001-14,10374594,"Chapeu de palha aba longa",14,"DICRIL PROD. E EQUIP. PARA LIMP. E HIGIENE LTDA EP",250,UND,3040,2735,12.16,10.94
10.442.984/0001-14,340100526,"Creme protetor solar com repelente",18,"DICRIL PROD. E EQUIP. PARA LIMP. E HIGIENE LTDA EP",837,UND,15735.6,9374.4,18.8,11.2
10.442.984/0001-14,340100531,"Luva de segurança confeccionada em raspa",23,"DICRIL PROD. E EQUIP. PARA LIMP. E HIGIENE LTDA EP",250,PAR,2637.5,2372.5,10.55,9.49
10.442.984/0001-14,340100532,"Luva de segurança confeccionada em vaqueta cano curto",24,"DICRIL PROD. E EQUIP. PARA LIMP. E HIGIENE LTDA EP",250,PAR,3125,2812.5,12.5,11.25
10.442.984/0001-14,340100534,"Luva de segurança isolante de borracha",26,"DICRIL PROD. E EQUIP. PARA LIMP. E HIGIENE LTDA EP",17,PAR,4250,3400,250,200
10.442.984/0001-14,340100535,"Luva de segurança longa 46 cm",27,"DICRIL PROD. E EQUIP. PARA LIMP. E HIGIENE LTDA EP",42,PAR,1103.34,882,26.27,21
10.442.984/0001-14,10380284,"Luva de segurança para agentes químicos",28,"DICRIL PROD. E EQUIP. PARA LIMP. E HIGIENE LTDA EP",42,PAR,211.26,168,5.03,4
10.442.984/0001-14,10380285,"Luva de segurança para proteção mecânica",29,"DICRIL PROD. E EQUIP. PARA LIMP. E HIGIENE LTDA EP",209,PAR,1580.04,1262.36,7.56,6.04
10.442.984/0001-14,10380287,"Macacão de segurança confeccionado em nylon",31,"DICRIL PROD. E EQUIP. PARA LIMP. E HIGIENE LTDA EP",42,UND,7105.14,5683.86,169.17,135.33
34.413.040/0001-87,10380280,"Boné árabe com touca",3,"NICOLAU SATURNINO VIEIRA",251,UND,2632.99,2156.09,10.49,8.59
34.413.040/0001-87,10380283,"Cone 50 cm preto/amarelo",16,"NICOLAU SATURNINO VIEIRA",59,UND,708,589.41,12,9.99
34.413.040/0001-87,10378700,"Cone 75 cm preto/amarelo",17,"NICOLAU SATURNINO VIEIRA",59,UND,782.93,672.01,13.27,11.39
34.413.040/0001-87,340100533,"Luva de segurança confeccionada em vaqueta cobertura",25,"NICOLAU SATURNINO VIEIRA",42,PAR,1323,996.66,31.5,23.73
