cnpjCpfFornecedor,formaParticipacao,idFornecedor,itensProposta,nomeFonecedor,representanteCertame,responsavelFornecedor,socios
00.802.002/0001-02,INDIVIDUAL," ","itensProposta_1a58ed1d-96f1-4e51-87e9-72f803afa471.csv","ALTERMED MATERIAL MEDICO HOSPITALAR LTDA","PAULO ROBERTO DE OLIVEIRA RUSZCZAK","PAULO ROBERTO DE OLIVEIRA RUSZCZAK"," "
73.856.593/0001-66,INDIVIDUAL," ","itensProposta_1de5ce63-a062-4551-a8f7-3616edf1a1c0.csv","Prati Donaduzzi & Cia LTDA","MARCELO KUCHLA","MARCELO KUCHLA"," "
02.816.696/0001-54,INDIVIDUAL," ","itensProposta_c69065ce-0fbf-42de-932a-177185cbf63d.csv","PONTAMED FARMACEUTICA LTDA","FLAVIO ANTONIO EPAMINONDAS SANTOS","FLAVIO ANTONIO EPAMINONDAS SANTOS"," "
04.071.245/0001-60,INDIVIDUAL," ","itensProposta_c6bc3177-cf9f-4b68-8d36-d4d0c54d6430.csv","Licimed Distribuidora de Medicamentos Ltda","JEAN CARLOS TODESCATT","JEAN CARLOS TODESCATT"," "
03.652.030/0001-70,INDIVIDUAL," ","itensProposta_6f2a238c-9132-48eb-bdac-80d8a02c1358.csv","CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA","DOUGLAS MARTIN","DOUGLAS MARTIN"," "
44.734.671/0001-51,INDIVIDUAL," ","itensProposta_291f8d80-bf51-4d6d-a917-fb7fa606407b.csv","Cristália Produtos Químicos e Farmacêuticos Ltda","ANDRE RODRIGUES","ANDRE RODRIGUES"," "
81.706.251/0001-98,INDIVIDUAL," ","itensProposta_c5987a88-f46b-41d7-9e86-c9c9e04e7a70.csv","PROMEFARMA MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA","FERNANDO DE LACERDA","FERNANDO DE LACERDA"," "
67.729.178/0004-91,INDIVIDUAL," ","itensProposta_c894c7e4-f541-4ccc-ba28-09b1651bce96.csv","COMERCIAL CIRURGICA RIOCLARENSE LTDA","HEITOR DE OLIVEIRA SAMPAIO","HEITOR DE OLIVEIRA SAMPAIO"," "
07.752.236/0001-23,INDIVIDUAL," ","itensProposta_ef923cb1-d29c-4ff7-8291-fa9dd27277cd.csv","MEDILAR IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICO HOSPITALARES S/A","TATIANI GONÇALVES HILDEBRANDO","TATIANI GONÇALVES HILDEBRANDO"," "
12.889.035/0001-02,INDIVIDUAL," ","itensProposta_94fdba8d-0830-4efa-8b79-3d267f809873.csv","INOVAMED HOSPITALAR LTDA","FLAVIO ALBERTO BIANCHI","FLAVIO ALBERTO BIANCHI"," "
11.145.401/0001-56,INDIVIDUAL," ","itensProposta_bb954b75-e049-432d-8296-efd62e5701c8.csv","L A DALLA PORTA JUNIOR","JULIO CEZAR TONDOLO","JULIO CEZAR TONDOLO"," "
05.912.018/0001-83,INDIVIDUAL," ","itensProposta_6225f5e3-e167-4a74-8e97-b7f252cdf8ab.csv","MERCO SOLUÇÕES EM SAÚDE S.A.","ALLAN MARCELO PIERIN","ALLAN MARCELO PIERIN"," "
05.531.725/0001-20,INDIVIDUAL," ","itensProposta_d855f5c7-a6ee-48d9-9436-ba5fe0100f8f.csv","SOMA/SC PRODUTOS HOSPITALARES LTDA","FABIO SILVEIRA MARCELINO","FABIO SILVEIRA MARCELINO"," "
28.093.678/0001-85,INDIVIDUAL," ","itensProposta_e0753b22-d825-4047-9321-83acde0c7729.csv","F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME","FABIO EMANUEL REBONATTO","FABIO EMANUEL REBONATTO"," "
82.225.947/0001-65,INDIVIDUAL," ","itensProposta_0b8add9c-44b0-42f6-adc0-c10f0e20ae39.csv","A G KIENEN & CIA LTDA","LUCIO JOSE DE OLIVEIRA","LUCIO JOSE DE OLIVEIRA"," "
09.340.228/0001-03,INDIVIDUAL," ","itensProposta_01cd6057-f087-4734-a249-a51e7cff3ea3.csv","ART VITA DISTRIBUIDORA DE MEDICAMENTOS E ALIMENTOS","RAFAEL BECHARA","RAFAEL BECHARA"," "
09.192.829/0001-08,INDIVIDUAL," ","itensProposta_2e62288c-ac5b-427d-90ba-6066365ec077.csv","ATONS DO BRASIL DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA.","JOSE DE OLIVEIRA SAMPAIO","JOSE DE OLIVEIRA SAMPAIO"," "
05.782.733/0003-00,INDIVIDUAL," ","itensProposta_68d8810d-b233-4e8a-ab08-b605b273b24e.csv","CIAMED - DISTRIBUIDORA DE MEDICAMENTOS LTDA.","CLAUDIO PEREIRA DO ROSARIO","CLAUDIO PEREIRA DO ROSARIO"," "
12.014.370/0001-67,INDIVIDUAL," ","itensProposta_ac5a594d-3f0f-4fe1-b889-b8b09713aee5.csv","ABC DISTRIBUIDORA DE MEDICAMENTOS LTDA","JUSTO GOYA CORNELLER JUNIOR","JUSTO GOYA CORNELLER JUNIOR"," "
24.586.988/0001-80,INDIVIDUAL," ","itensProposta_c9181f39-2eb4-4d3c-979e-2ed76c4d7342.csv","CIRURGICA NOSSA SENHORA - EIRELI","RENAN DIEGO RODRIGUES SALLA","RENAN DIEGO RODRIGUES SALLA"," "
02.520.829/0003-02,INDIVIDUAL," ","itensProposta_199bba70-22d5-4e8b-a9f1-59218681fb90.csv","DIMASTER - COMERCIO DE PRODUTOS HOSPITALARES LTDA.","RENAN JOSE GIACOMEL","RENAN JOSE GIACOMEL"," "
