cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
17.281.222/0001-22," ","CARNE - PALETA GROSSA EM CUBOS",1,"COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VID",2500,KG,76750,74975,30.7,29.99
17.281.222/0001-22," ","FILE DE PEIXE CONGELADO (TILÁPIA)",2,"COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VID",2200,KG,74052,71280,33.66,32.4
27.238.756/0001-20," ","FILÉ DE FRANGO CONGELADO (SASSAMI)",3,"BARRA COMERCIO E DISTRIBUICAO DE ALIMENTOS EIRELI",2500,KG,32700,32575,13.08,13.03
27.238.756/0001-20," ","SOBRECOXA DESOSSADA",4,"BARRA COMERCIO E DISTRIBUICAO DE ALIMENTOS EIRELI",2500,KG,33175,33000,13.27,13.2
27.238.756/0001-20," ","COXA E SOBRECOXA DE FRANGO",7,"BARRA COMERCIO E DISTRIBUICAO DE ALIMENTOS EIRELI",2500,KG,26875,26675,10.75,10.67
