cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
94.510.682/0001-26,10364333,"PNEU 185/R14",1,"MODELO PNEUS LTDA",12,UND,4103.76,4320,341.98,360
94.510.682/0001-26,10369210,"PNEU 175/65/R14",2,"MODELO PNEUS LTDA",12,UND,2821.08,3384,235.09,282
94.510.682/0001-26,10364329,"PNEU 175/70/R14",3,"MODELO PNEUS LTDA",12,UND,3981.6,3852,331.8,321
94.510.682/0001-26,10364328,"PNEU 185/65/R14",4,"MODELO PNEUS LTDA",12,UND,2972.28,3480,247.69,290
94.510.682/0001-26,10364330,"PNEU 185/70/R14",5,"MODELO PNEUS LTDA",72,UND,19731.6,21384,274.05,297
94.510.682/0001-26,10364331,"PNEU 185/65/R15",6,"MODELO PNEUS LTDA",420,UND,142417.8,144060,339.09,343
94.510.682/0001-26,10364332,"PNEU 235/75/R15",7,"MODELO PNEUS LTDA",48,UND,27333.6,24192,569.45,504
94.510.682/0001-26,10364334,"PNEU 205/75/R16",8,"MODELO PNEUS LTDA",24,UND,13658.4,13464,569.1,561
94.510.682/0001-26,10364335,"PNEU 215/65/R16",9,"MODELO PNEUS LTDA",24,UND,12020.4,11472,500.85,478
94.510.682/0001-26,10369211,"PNEU 255/70/R16",10,"MODELO PNEUS LTDA",12,UND,8148.6,8016,679.05,668
94.510.682/0001-26,10369212,"PNEU 215/75/R17.5",11,"MODELO PNEUS LTDA",12,UND,10458,10260,871.5,855
94.510.682/0001-26,10369213,"PNEU 1000R/20 - LISO",12,"MODELO PNEUS LTDA",6,UND,10050,8640,1675,1440
94.510.682/0001-26,10369214,"PNEU 1000R/20 - BORRACHUDO",13,"MODELO PNEUS LTDA",12,UND,20820,18288,1735,1524
94.510.682/0001-26,10369216,"CÂMARA DE AR 1000R20",14,"MODELO PNEUS LTDA",18,UND,1980,2016,110,112
94.510.682/0001-26,10369217,"PROTETOR DE CÂMARA DE AR 1000R20",15,"MODELO PNEUS LTDA",18,UND,684,612,38,34
