cnpjCpfFornecedor,formaParticipacao,idFornecedor,itensProposta,nomeFonecedor,representanteCertame,responsavelFornecedor,socios
02.315.593/0001-00,INDIVIDUAL," ","itensProposta_a6341cb3-affc-4f93-aaca-858523200784.csv","ORLEANS INFORMATICA LTDA ME","CHARLES MADEIRA MELO","CHARLES MADEIRA MELO"," "
05.531.725/0001-20,INDIVIDUAL," ","itensProposta_841165d2-c4ce-48a8-b0c0-6faf529bfc38.csv","SOMA/SC PRODUTOS HOSPITALARES LTDA","ALISON LUIZ PEREIRA","ALISON LUIZ PEREIRA"," "
05.850.947/0001-05,INDIVIDUAL," ","itensProposta_fc911b2d-0c8d-432a-b6d8-333709c867bb.csv","MARCELO GOMES & CIA LTDA","PEDRA FELISBERTO GOMES","PEDRA FELISBERTO GOMES"," "
05.948.061/0001-07,INDIVIDUAL," ","itensProposta_d6569f41-a741-4c46-bea4-ef875604e679.csv","ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA","LUIZ HENRIQUE ALBERTON","LUIZ HENRIQUE ALBERTON"," "
03.505.263/0001-40,INDIVIDUAL," ","itensProposta_25e6e122-861c-4d5f-9c12-34a486b6ceaa.csv","PRODUVALE PRODUTOS HOSPITALARES LTDA","MARCOS ANTONIO GUGELMIN VELHO","MARCOS ANTONIO GUGELMIN VELHO"," "
01.980.629/0001-08,INDIVIDUAL," ","itensProposta_498e0724-2d76-438c-8639-87c6b3e7239f.csv","ANCS DISTRIBUIDORA E ATACADO LTDA","NEDSON NAZARIO CORREA","NEDSON NAZARIO CORREA"," "
18.619.082/0001-12,INDIVIDUAL," ","itensProposta_cc2700a9-5d58-407d-b9e2-181c9bfdc715.csv","RIF COMERCIAL ATACADISTA LTDA.","PAULO ADEMIR REUS","PAULO ADEMIR REUS"," "
03.925.659/0001-47,INDIVIDUAL," ","itensProposta_c6ea1eb8-6bc1-4c01-b0ea-d0243c45725a.csv","JVETEC INFORMATICA EIRELI","JOEL HOBOLD","JOEL HOBOLD"," "
02.039.748/0001-23,INDIVIDUAL," ","itensProposta_0a6017eb-df57-4188-8d80-006c86adb16f.csv","ALVIMED COMÉRCIO E REPRESENTAÇÕES LTDA","HÉLIO DE ÁVILA GONÇALVES","HÉLIO DE ÁVILA GONÇALVES"," "
18.941.818/0001-74,INDIVIDUAL," ","itensProposta_68c7acf3-a9eb-411b-8763-3216946d1f0a.csv","LITORALM COMÉRCIO DE PRODUTOS MÉDICOS EIRELI ME","ELTON RODRIGUES BORGES","ELTON RODRIGUES BORGES"," "
