cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
05.748.155/0001-24,10103276,ADESIVO,1,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",50,UND,1050,800,21,16
05.748.155/0001-24,10116835,AGENDA,2,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",1000,UND,7300,7000,7.3,7
05.748.155/0001-24,1012099,BANNER,3,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",50,UNI,1500,1250,30,25
05.748.155/0001-24,1013067,"BLOCOS - 50x2 Menorando interno",4,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",2000,UNI,11000,8660,5.5,4.33
05.748.155/0001-24,1013068,"BLOCOS - 50x2 Requizição de Copias",5,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",1000,UNI,3540,2790,3.54,2.79
05.748.155/0001-24,1013070,"BLOCOS - 50x2 Requizição de Foto",6,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",1000,UNI,3340,2790,3.34,2.79
05.748.155/0001-24,1013069,"CARTÃO CONVITE",7,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",5000,UNI,650,535,0.13,0.107
05.748.155/0001-24,1012553,CARTAZES,8,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",1000,UNI,26000,22000,26,22
05.748.155/0001-24,10360464,CARTILHA,9,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",7500,UND,23025,21375,3.07,2.85
05.748.155/0001-24,1012552,"CARTÕES DE VISITA",10,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",3500,UNI,1750,1365,0.5,0.39
05.748.155/0001-24,10302212,CERTIFICADO,11,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",5000,UND,2650,2300,0.53,0.46
05.748.155/0001-24,10306305,Crachá,12,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",5000,UND,3450,2900,0.69,0.58
05.748.155/0001-24,1013072,"ENVELOPE PADRÃO - envelope médio",13,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",5000,UNI,1800,1450,0.36,0.29
05.748.155/0001-24,1013073,"ENVELOPE PADRÃO - envelope ofício",14,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",5000,UNI,1300,1100,0.26,0.22
05.748.155/0001-24,1013074,"ENVELOPE PADRÃO - envelope saco",15,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",5000,UNI,1800,1400,0.36,0.28
05.748.155/0001-24,1013075,FAIXA,16,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",10,UNI,750,550,75,55
05.748.155/0001-24,1012548,FLAYER,17,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",10000,UNI,2600,2200,0.26,0.22
05.748.155/0001-24,10306312,Folder,18,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",14000,UND,4620,3780,0.33,0.27
05.748.155/0001-24,1013076,"IMPRESSOS FLAYER",19,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",5000,UNI,3950,3400,0.79,0.68
05.748.155/0001-24,1012093,JORNAL,20,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",7000,UNI,2800,2240,0.4,0.32
05.748.155/0001-24,1013077,"OUTDOOR - lona",21,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",20,UNI,8600,8000,430,400
05.748.155/0001-24,1013078,"OUTDOOR - Papel",22,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",20,UNI,2800,2400,140,120
05.748.155/0001-24,1013079,"PASTA - Plano1: 46x31.5cm",23,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",10000,UNI,16200,14000,1.62,1.4
05.748.155/0001-24,1013080,"PASTA - Plano1: 46x32cm",24,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",5000,UNI,3000,1925,0.6,0.385
05.748.155/0001-24,1013081,"PLACA PARA IDENTIFICAÇÃO 2,5m x 1,5m",25,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",10,UNI,22000,19000,2200,1900
05.748.155/0001-24,1013082,"PLACA PARA IDENTIFICAÇÃO Tamanho 2x1",26,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",10,UNI,2300,2000,230,200
05.748.155/0001-24,1013083,"PLACAS ACRÍLICO  0,40x0,60cm",27,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",15,UNI,750,675,50,45
05.748.155/0001-24,1013084,"PLACAS ACRÍLICO 0,21x15cm",28,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",15,UNI,450,375,30,25
05.748.155/0001-24,1013085,"REVISTA - Capa: 30x42.3cm",29,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",5000,UNI,13000,7450,2.6,1.49
05.748.155/0001-24,1013086,"REVISTA - Capa: 30x44.2cm",30,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",8000,UNI,9680,6880,1.21,0.86
