cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
02.558.157/0001-62,10300222,"Assinatura mensal",1,"TELEFONICA BRASIL S.A.",240,UND,3600,1680,15,7
02.558.157/0001-62,180400039,"Tarifa-Zero Intragrupo",2,"TELEFONICA BRASIL S.A.",240,UND,3600,2400,15,10
02.558.157/0001-62,10366766,"Pacote de dados 3GB",4,"TELEFONICA BRASIL S.A.",240,UND,15576,11976,64.9,49.9
02.558.157/0001-62,10366767,"Chamadas VC 1 (intra-rede)",5,"TELEFONICA BRASIL S.A.",7800,MIN,2340,1950,0.3,0.25
02.558.157/0001-62,10366768,"Chamadas VC 1 (operadora diferente)",6,"TELEFONICA BRASIL S.A.",7800,MIN,3120,1950,0.4,0.25
02.558.157/0001-62,10366769,"Chamadas VC 1 (telefone fixo)",7,"TELEFONICA BRASIL S.A.",7800,MIN,2730,1950,0.35,0.25
02.558.157/0001-62,10366770,"Chamadas VC 2 (intra-rede)",8,"TELEFONICA BRASIL S.A.",1200,MIN,480,300,0.4,0.25
02.558.157/0001-62,10366771,"Chamadas VC 2 (operadora diferente)",9,"TELEFONICA BRASIL S.A.",600,MIN,540,480,0.9,0.8
02.558.157/0001-62,10366772,"Chamadas VC 2 (telefone fixo)",10,"TELEFONICA BRASIL S.A.",600,MIN,420,300,0.7,0.5
02.558.157/0001-62,10366773,"Chamadas VC 3 (intra-rede)",11,"TELEFONICA BRASIL S.A.",600,MIN,240,150,0.4,0.25
02.558.157/0001-62,10366774,"Chamadas VC 3 (operadora diferente)",12,"TELEFONICA BRASIL S.A.",600,MIN,540,480,0.9,0.8
02.558.157/0001-62,10366775,"Chamadas VC 3 (telefone fixo)",13,"TELEFONICA BRASIL S.A.",600,MIN,420,300,0.7,0.5
02.558.157/0001-62,10368635,MENSAGEM,14,"TELEFONICA BRASIL S.A.",600,UND,240,150,0.4,0.25
