ano,cnpjCpfContratado,dataAssinatura,dataVigenciaFinal,dataVigenciaInicial,nomeContratado,nomeEntidade,numero,objeto,situacao,valor
2016,06.113.099/0001-14,2016-02-01," ",2016-02-01,"FUNDIDOS DE FERRO BRASIL LTDA - EPP","PREFEITURA MUNICIPAL DE CRICIÚMA",12,"Aquisição pelo CONTRATANTE e o fornecimento pela CONTRATADA de forma parcelada de grelhas de ferro, contendo as resistências mínimas especificadas em normas brasileiras (ABNT), para drenagem em diversas ruas do município de Criciúma - SC."," ",71675
