cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
03.033.589/0001-12,31669,"Compressa de gaze (tipo queijo).",44,"OLIMED MATERIAL HOSPITALAR",400,ROLO,38000,19460,95,48.65
03.033.589/0001-12,31729,"Luva Cirúrgica estéril Nº. 7.5.",106,"OLIMED MATERIAL HOSPITALAR",6000,PAR,8100,5220,1.35,0.87
03.033.589/0001-12,31730,"Luva Cirúrgica estéril Nº. 8.0.",107,"OLIMED MATERIAL HOSPITALAR",3000,PAR,4050,2610,1.35,0.87
03.033.589/0001-12,31731,"Luva Cirúrgica estéril Nº. 8.5.",108,"OLIMED MATERIAL HOSPITALAR",1000,PAR,1350,840,1.35,0.84
03.033.589/0001-12,31732,"Luva Cirúrgica estéril Nº. 9.0.",109,"OLIMED MATERIAL HOSPITALAR",300,PAR,405,282,1.35,0.94
03.033.589/0001-12,32972,"Luva Látex não Estéril p/ Procedimento - Tamanho G",111,"OLIMED MATERIAL HOSPITALAR",8000,CX,173520,118320,21.69,14.79
03.033.589/0001-12,32973,"Luva Látex não Estéril p/ Procedimento - Tamanho M",112,"OLIMED MATERIAL HOSPITALAR",16000,CX,356640,236640,22.29,14.79
03.033.589/0001-12,32974,"Luva Látex não Estéril p/ Procedimento - Tamanho P",113,"OLIMED MATERIAL HOSPITALAR",13000,CX,289770,192270,22.29,14.79
03.033.589/0001-12,29201,"Luva Látex não Estéril p/ Procedimento - Tamanho PP",114,"OLIMED MATERIAL HOSPITALAR",400,CXA,8916,5952,22.29,14.88
03.033.589/0001-12,32975,"Luva Látex não Estéril p/ Procedimento Tamanho G ANTIALÉRGIC",115,"OLIMED MATERIAL HOSPITALAR",30,CX,813,677.4,27.1,22.58
03.033.589/0001-12,32976,"Luva Látex não Estéril p/ Procedimento Tamanho M ANTIALÉRGIC",116,"OLIMED MATERIAL HOSPITALAR",150,CX,4065,3388.5,27.1,22.59
03.033.589/0001-12,32977,"Luva Látex não Estéril p/ Procedimento Tamanho P ANTIALÉRGIC",117,"OLIMED MATERIAL HOSPITALAR",150,CX,4065,3388.5,27.1,22.59
03.033.589/0001-12,32984,"Mandril Aço Inoxidável, para intubação Adulto",124,"OLIMED MATERIAL HOSPITALAR",5,UNI,155,137.5,31,27.5
03.033.589/0001-12,32985,"Mandril Aço Inoxidável, para intubação Infantil",125,"OLIMED MATERIAL HOSPITALAR",5,UNI,155,137.5,31,27.5
03.033.589/0001-12,31748,"Pêra de silicone para eletrocardiograma Tamanho adulto",138,"OLIMED MATERIAL HOSPITALAR",10,CNJ,755,2195,75.5,219.5
03.033.589/0001-12,32994,"Pêra de silicone para eletrocardiograma Tamanho infantil.",139,"OLIMED MATERIAL HOSPITALAR",5,CNJ,377.5,1097.5,75.5,219.5
03.033.589/0001-12,32714,"Seringa 10ml, sem agulha",150,"OLIMED MATERIAL HOSPITALAR",25000,UNI,12000,6375,0.48,0.255
03.033.589/0001-12,33004,"Seringa descartável para insulina capacidade de 50 ui",152,"OLIMED MATERIAL HOSPITALAR",1800000,UNI,666000,315000,0.37,0.175
03.033.589/0001-12,33007,"Sonda de borracha (látex natural),calibre nº 12",162,"OLIMED MATERIAL HOSPITALAR",10,CX,450,209.9,45,20.99
02.223.342/0001-04,31632,"Aparelho para Tricotomia Descartável",11,"STARMED ARTIGOS MÉDICOS E HOSPITALARES LTDA",1500,UNI,1035,765,0.69,0.51
02.223.342/0001-04,32925,"Coletor urinário de perna, capacidade750mL",41,"STARMED ARTIGOS MÉDICOS E HOSPITALARES LTDA",1500,UNI,15705,5700,10.47,3.8
02.223.342/0001-04,32934,"Dispositivo para infusão endovenosa, n° 19 (apelido scalp)",53,"STARMED ARTIGOS MÉDICOS E HOSPITALARES LTDA",15000,UNI,4200,2475,0.28,0.165
02.223.342/0001-04,32935,"Dispositivo para infusão endovenosa, n° 25 (apelido scalp)",54,"STARMED ARTIGOS MÉDICOS E HOSPITALARES LTDA",15000,UNI,4050,2400,0.27,0.16
02.223.342/0001-04,32936,"Eletrodo para Monitorização Cardíaca c/ Gel - Neonatal",58,"STARMED ARTIGOS MÉDICOS E HOSPITALARES LTDA",4000,UNI,1680,1048,0.42,0.262
02.223.342/0001-04,22145,"Equipo polifix",61,"STARMED ARTIGOS MÉDICOS E HOSPITALARES LTDA",6000,UNI,6300,3300,1.05,0.55
02.223.342/0001-04,31702,"Fixador Citológico, 40ml",83,"STARMED ARTIGOS MÉDICOS E HOSPITALARES LTDA",3000,FR.,3270,8700,1.09,2.9
02.223.342/0001-04,32963,"Garrote com Auto Trava 2,5cm largura x 38cm comprimento",85,"STARMED ARTIGOS MÉDICOS E HOSPITALARES LTDA",100,UNI,839,579,8.39,5.79
02.223.342/0001-04,32964,"Garrote com Auto Trava 2,5cm largura x 45cm comprimento",86,"STARMED ARTIGOS MÉDICOS E HOSPITALARES LTDA",500,UNI,3200,2895,6.4,5.79
02.223.342/0001-04,32969,"Imobilizador de cabeça resgate tipo head block adulto",94,"STARMED ARTIGOS MÉDICOS E HOSPITALARES LTDA",4,UNI,1.88,720,0.47,180
02.223.342/0001-04,31718,"Kit de nebulização adulto",96,"STARMED ARTIGOS MÉDICOS E HOSPITALARES LTDA",450,UN,4050,1795.5,9,3.99
02.223.342/0001-04,31722,"Lâmina de Bisturi descartável Nº. 11.",98,"STARMED ARTIGOS MÉDICOS E HOSPITALARES LTDA",50,CXA,15,995,0.3,19.9
02.223.342/0001-04,31724,"Lâmina de Bisturi descartável Nº. 15.",100,"STARMED ARTIGOS MÉDICOS E HOSPITALARES LTDA",150,CXA,45,2925,0.3,19.5
02.223.342/0001-04,33014,"Sonda endotraqueal em PVC com balão nº 6,5",169,"STARMED ARTIGOS MÉDICOS E HOSPITALARES LTDA",20,UNI,116,54.2,5.8,2.71
02.223.342/0001-04,33015,"Sonda endotraqueal em PVC com balão nº 7,0",170,"STARMED ARTIGOS MÉDICOS E HOSPITALARES LTDA",50,UNI,290,143,5.8,2.86
02.223.342/0001-04,33016,"Sonda endotraqueal em PVC com balão nº 7,5",171,"STARMED ARTIGOS MÉDICOS E HOSPITALARES LTDA",50,UNI,290,143,5.8,2.86
02.223.342/0001-04,33017,"Sonda endotraqueal em PVC com balão nº 8,0.",172,"STARMED ARTIGOS MÉDICOS E HOSPITALARES LTDA",50,UNI,290,143,5.8,2.86
02.223.342/0001-04,33018,"Sonda endotraqueal em PVC com balão nº 8,5.",173,"STARMED ARTIGOS MÉDICOS E HOSPITALARES LTDA",30,UNI,174,85.8,5.8,2.86
02.223.342/0001-04,33019,"Sonda endotraqueal em PVC com balão nº 9,0",174,"STARMED ARTIGOS MÉDICOS E HOSPITALARES LTDA",20,UNI,116,55.8,5.8,2.79
02.223.342/0001-04,33032,"Tampa Universal LuerLock, estéril, epirogênica",204,"STARMED ARTIGOS MÉDICOS E HOSPITALARES LTDA",1000,UNI,500,156,0.5,0.156
83.157.032/0001-22,32923,"Coletor para materiais perfuro cortante (capacidade 13 Litro",38,"METROMED MATERIAL MEDICO HOSPITALAR",18000,UNI,71640,43200,3.98,2.4
83.157.032/0001-22,32927,"Compressa Cirúrgica, Campo Operatório, não descartável 23cm",43,"METROMED MATERIAL MEDICO HOSPITALAR",300,PCT,13200,6690,44,22.3
83.157.032/0001-22,32931,"Dispositivo para incontinência Urinária Masculina, Nº05",50,"METROMED MATERIAL MEDICO HOSPITALAR",3000,UNI,4110,1980,1.37,0.66
83.157.032/0001-22,1835,"NEBULIZADOR PORTATIL",132,"METROMED MATERIAL MEDICO HOSPITALAR",20,UNI,4200,2339,210,116.95
83.157.032/0001-22,31759,"Sonda aspiração traqueal nº 06 em PVC, descartável",155,"METROMED MATERIAL MEDICO HOSPITALAR",5000,UNI,2850,1795,0.57,0.359
83.157.032/0001-22,31762,"Sonda aspiração traqueal nº 12 em PVC, descartável",158,"METROMED MATERIAL MEDICO HOSPITALAR",36000,UNI,22680,14724,0.63,0.409
83.157.032/0001-22,31763,"Sonda aspiração traqueal nº 14 em PVC, descartável",159,"METROMED MATERIAL MEDICO HOSPITALAR",12000,UNI,8520,5280,0.71,0.44
83.157.032/0001-22,31764,"Sonda aspiração traqueal nº 16 em PVC, descartável",160,"METROMED MATERIAL MEDICO HOSPITALAR",3000,UNI,2130,1407,0.71,0.469
83.157.032/0001-22,33020,"Sonda Gástrica Longa nº 08, descartável",175,"METROMED MATERIAL MEDICO HOSPITALAR",150,UNI,130.5,82.5,0.87,0.55
83.157.032/0001-22,33021,"Sonda Gástrica Longa nº 10, descartável",176,"METROMED MATERIAL MEDICO HOSPITALAR",150,UNI,165,85.5,1.1,0.57
83.157.032/0001-22,33022,"Sonda Gástrica Longa nº 12, descartável",177,"METROMED MATERIAL MEDICO HOSPITALAR",150,UNI,165,93,1.1,0.62
83.157.032/0001-22,33023,"Sonda Gástrica Longa nº 14, descartável",178,"METROMED MATERIAL MEDICO HOSPITALAR",150,UNI,180,94.5,1.2,0.63
83.157.032/0001-22,33024,"Sonda Gástrica Longa nº 16, descartável",179,"METROMED MATERIAL MEDICO HOSPITALAR",150,UNI,184.5,117,1.23,0.78
83.157.032/0001-22,31793,"Sonda uretral nº 08, descartável",191,"METROMED MATERIAL MEDICO HOSPITALAR",30000,UNI,16800,11070,0.56,0.369
