cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
04.997.082/0001-41,10362269,"CORREIA A-105",1,"DELUPOTEK - MAQUINAS EQUIPAMENTOS LOCACAO E ASSISTENCIA TECNICA LTDA",10,UND,143.7,139.3,14.37,13.93
04.997.082/0001-41,10368310,"DISCO DIAMANTADO 16 PARA CORTE DE ASFALTO/CONCRETO",2,"DELUPOTEK - MAQUINAS EQUIPAMENTOS LOCACAO E ASSISTENCIA TECNICA LTDA",27,UND,11803.59,11475,437.17,425
04.997.082/0001-41,10360249,"MANGUEIRA HIDR. D-471-4 - ¼ R1AT // GHL",3,"DELUPOTEK - MAQUINAS EQUIPAMENTOS LOCACAO E ASSISTENCIA TECNICA LTDA",20,UND,193.4,187.6,9.67,9.38
04.997.082/0001-41,10360250,"ÓLEO 2 TEMPOS 8017H 500ML",4,"DELUPOTEK - MAQUINAS EQUIPAMENTOS LOCACAO E ASSISTENCIA TECNICA LTDA",40,UND,618,601.2,15.45,15.03
04.997.082/0001-41,10360251,"ÓLEO MOTOR 20W50 4T GT4 P/ MOTO 1LT MINERAL",5,"DELUPOTEK - MAQUINAS EQUIPAMENTOS LOCACAO E ASSISTENCIA TECNICA LTDA",40,UND,608,589.6,15.2,14.74
04.997.082/0001-41,10360253,"PEÇA 0342 001 1021 CJ.MISTURADOR",6,"DELUPOTEK - MAQUINAS EQUIPAMENTOS LOCACAO E ASSISTENCIA TECNICA LTDA",5,PC,39.95,38.75,7.99,7.75
04.997.082/0001-41,10360254,"PEÇA 0781 120 1117 TUBO DE GRAXA 80G",7,"DELUPOTEK - MAQUINAS EQUIPAMENTOS LOCACAO E ASSISTENCIA TECNICA LTDA",10,PC,143,138.7,14.3,13.87
04.997.082/0001-41,10360256,"10811140 MOLA RETRÁTIL",8,"DELUPOTEK - MAQUINAS EQUIPAMENTOS LOCACAO E ASSISTENCIA TECNICA LTDA",4,UND,105.16,102,26.29,25.5
04.997.082/0001-41,10360257,"14000031 ELEMENTO FILTRO AR B4T",9,"DELUPOTEK - MAQUINAS EQUIPAMENTOS LOCACAO E ASSISTENCIA TECNICA LTDA",10,UND,257.1,249.3,25.71,24.93
04.997.082/0001-41,10360258,"90300830 CARBURADOR COMP. C/ TORN. P/B4T 5,5CV VEI",10,"DELUPOTEK - MAQUINAS EQUIPAMENTOS LOCACAO E ASSISTENCIA TECNICA LTDA",1,UND,303.26,294.16,303.26,294.16
04.997.082/0001-41,10360259,"PEÇA 0000 400 7000 VELA DE IGNIÇÃO NKG BPMR 7 A",11,"DELUPOTEK - MAQUINAS EQUIPAMENTOS LOCACAO E ASSISTENCIA TECNICA LTDA",20,PC,400.8,388.6,20.04,19.43
04.997.082/0001-41,10360260,"PEÇA 0000 997 3800 MOLA DE PRESSÃO",12,"DELUPOTEK - MAQUINAS EQUIPAMENTOS LOCACAO E ASSISTENCIA TECNICA LTDA",10,PC,39.9,38.7,3.99,3.87
04.997.082/0001-41,10360261,"PEÇA 4002 740 6701 PORCA ESTRELA",13,"DELUPOTEK - MAQUINAS EQUIPAMENTOS LOCACAO E ASSISTENCIA TECNICA LTDA",10,PC,51,49.4,5.1,4.94
04.997.082/0001-41,10360262,"PEÇA 4110 713 8300 REBITE PASSADOR",14,"DELUPOTEK - MAQUINAS EQUIPAMENTOS LOCACAO E ASSISTENCIA TECNICA LTDA",20,PC,80.2,77.8,4.01,3.89
04.997.082/0001-41,10360263,"PEÇA 4119 120 1600 FILTRO DE AR",15,"DELUPOTEK - MAQUINAS EQUIPAMENTOS LOCACAO E ASSISTENCIA TECNICA LTDA",15,PC,318.6,309,21.24,20.6
04.997.082/0001-41,10360264,"PEÇA 4119 141 0300 FILTRO ADICIONAL",16,"DELUPOTEK - MAQUINAS EQUIPAMENTOS LOCACAO E ASSISTENCIA TECNICA LTDA",20,PC,157.6,152.8,7.88,7.64
04.997.082/0001-41,10360265,"PEÇA 4119 642 7600 PORCA DE SEG. C/ COLAR",17,"DELUPOTEK - MAQUINAS EQUIPAMENTOS LOCACAO E ASSISTENCIA TECNICA LTDA",20,PC,183,177.4,9.15,8.87
04.997.082/0001-41,10360266,"PEÇA 4119 710 9001 CINTA DUPLA PARA OMBRO",18,"DELUPOTEK - MAQUINAS EQUIPAMENTOS LOCACAO E ASSISTENCIA TECNICA LTDA",6,PC,711.84,690.48,118.64,115.08
04.997.082/0001-41,10360267,"PEÇA 4119 713 6500 PARAFUSO DE FECHAMENTO",19,"DELUPOTEK - MAQUINAS EQUIPAMENTOS LOCACAO E ASSISTENCIA TECNICA LTDA",10,PC,141.1,136.8,14.11,13.68
04.997.082/0001-41,10360268,"PEÇA 4128 713 1600 ARRUELA DE PRESSÃO",20,"DELUPOTEK - MAQUINAS EQUIPAMENTOS LOCACAO E ASSISTENCIA TECNICA LTDA",10,PC,118.3,114.7,11.83,11.47
04.997.082/0001-41,10360270,"SERVIÇO DE MÃO DE OBRA (HORAS)",21,"DELUPOTEK - MAQUINAS EQUIPAMENTOS LOCACAO E ASSISTENCIA TECNICA LTDA",260,HS,18200,17654,70,67.9
