cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
05.748.155/0001-24,374,"Confecção de convite tam. 21x29,7 cm.",1,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",11000,UND,8140,7810,0.74,0.71
05.748.155/0001-24,375,"Confecção de panfletos de programação, Tam. 15x21 cm",2,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",30000,UND,2760,2670,0.092,0.089
05.748.155/0001-24,43,"Confecção de cartaz publicitário 4x0 cores, papel couche",3,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",10000,UND,8400,8100,0.84,0.81
05.748.155/0001-24,218,"Confecção de cartaz publicitário, 4x0 cores, tam. 40x60 cm,",4,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",11000,UND,9240,8800,0.84,0.8
05.748.155/0001-24,219,"Confecção de folder, 4x4 cores, papel couche brilho 180 gr,",5,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",30000,UND,6300,5400,0.21,0.18
05.748.155/0001-24,220,"Confecção de banner tam. 1,20 x 0,90, em lona c/ acabamento.",6,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",300,UND,18900,18555,63,61.85
05.748.155/0001-24,221,"Confecção de certificados tam. A-4 em papel reciclado 180 gr",7,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",200,UND,210,200,1.05,1
05.748.155/0001-24,222,"Confecção de convite cor 4x4, papel adesivo grosso.",8,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",10000,UND,7000,6500,0.7,0.65
05.748.155/0001-24,223,"Confecção de envelope tam. 36,5 x 25,4 cm - 1 cor.",9,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",10000,UND,4900,4500,0.49,0.45
05.748.155/0001-24,224,"Confecção de flyers frente e verso cor 4x4, tam. 15x21 cm, p",10,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",7000,UND,665,637,0.095,0.091
05.748.155/0001-24,225,"Confecção de folders em papel couche 150 gr., tam. A-4, com",11,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",10000,UND,2100,1800,0.21,0.18
05.748.155/0001-24,226,"Confecção de cartazes tam. A-3, em papel couche brilho 150 g",12,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",6000,UND,3540,3360,0.59,0.56
05.748.155/0001-24,227,"Confecção de cartazes tam. A-3, em papel couche 115 gr.",13,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",3000,UND,1860,1740,0.62,0.58
05.748.155/0001-24,228,"Confecção de etiquetas adesivas, plásticas numeradas, tam. 5",14,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",10000,UND,3500,3200,0.35,0.32
05.748.155/0001-24,52,"Confecção de etiquetas adesivas, plásticas, tam. 7x4 cm.",15,"DELTA EDITORA E SERVIÇOS GRAFICOS LTDA.",7000,UND,1050,840,0.15,0.12
