cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
80.993.751/0001-95,32555,Anti-A,3,"BIOMARCHESINI PROD. CIENTIFICOS LTDA",8,FR.,152,112,19,14
80.993.751/0001-95,32556,Anti-B,4,"BIOMARCHESINI PROD. CIENTIFICOS LTDA",8,FR.,152,112,19,14
80.993.751/0001-95,32557,Anti-D,5,"BIOMARCHESINI PROD. CIENTIFICOS LTDA",10,FR.,380,280,38,28
80.993.751/0001-95,32559,"Beta HCG teste rápido",7,"BIOMARCHESINI PROD. CIENTIFICOS LTDA",1900,TEST,1710,912,0.9,0.48
80.993.751/0001-95,20254,"VDRL-latex c/ controle negativo e positivo",12,"BIOMARCHESINI PROD. CIENTIFICOS LTDA",25000,TEST,3000,2500,0.12,0.1
80.993.751/0001-95,30508,"Laminas sem lapidação p/ microscópio- cx c/ 50 unidades",14,"BIOMARCHESINI PROD. CIENTIFICOS LTDA",100,CX,245,237,2.45,2.37
80.993.751/0001-95,17274,"Corante p/ hematologia Giensa",18,"BIOMARCHESINI PROD. CIENTIFICOS LTDA",18,L,9.18,795.06,0.51,44.17
80.993.751/0001-95,30510,"Corante p/ hematologia May Grunwald",19,"BIOMARCHESINI PROD. CIENTIFICOS LTDA",18,L,628.2,566.46,34.9,31.47
80.993.751/0001-95,30513,"Óleo de imersão p/ microscopia I.R(.23º )=1,505    //frasco",22,"BIOMARCHESINI PROD. CIENTIFICOS LTDA",6,FR.,85.8,72.84,14.3,12.14
03.505.263/0001-40,29245,"Agulha Vacutainer preta 22G1 nº 7210",1,"PRODUVALE PRODUTOS HOSPITALARES LTDA",10000,UNI,28300,9900,2.83,0.99
03.505.263/0001-40,32554,"Agulha Vacutainer preta 21G1 nº 7212",2,"PRODUVALE PRODUTOS HOSPITALARES LTDA",55000,UNI,120450,54450,2.19,0.99
03.505.263/0001-40,30509,"Laminas com extremidade fosca para baciloscopia (tuberculose",15,"PRODUVALE PRODUTOS HOSPITALARES LTDA",100,CX,330,298,3.3,2.98
03.505.263/0001-40,20247,"Scalp vacutainer 25 G azul-cx c/ 50 unidades com dispositivo de segurança",16,"PRODUVALE PRODUTOS HOSPITALARES LTDA",60,CX,4080,3928.8,68,65.48
03.505.263/0001-40,20246,"Scalp vacutainer 21 G verde-cx c/50 unidades",17,"PRODUVALE PRODUTOS HOSPITALARES LTDA",40,CX,2720,2619.2,68,65.48
03.505.263/0001-40,30516,"Tubo plástico sistema a vácuo p/ glicose 4 ml - c/ Fluoreto",25,"PRODUVALE PRODUTOS HOSPITALARES LTDA",18000,UN,9900,9000,0.55,0.5
03.505.263/0001-40,30518,"Tubo plástico sistema a vácuo c/ gel separador-c/ volume de",27,"PRODUVALE PRODUTOS HOSPITALARES LTDA",100000,UN,86000,90000,0.86,0.9
03.505.263/0001-40,30519,"Tubo plástico seco sistema a vácuo 9 ml",28,"PRODUVALE PRODUTOS HOSPITALARES LTDA",40000,UN,22000,22000,0.55,0.55
76.730.076/0001-34,30517,"Tubo plástico sistema a vácuo p/ hemograma 4ml com EDTA (tam",26,"J.R. EHLKE & CIA LTDA",70000,UN,30800,29400,0.44,0.42
07.570.445/0001-56,32558,"Fita de Urina c/10 parâmetros.",6,"LOGITEKNICA COMÉRCIO DE PRODUTOS PARA SAÚDE E LOGI",27000,TEST,26190,18900,0.97,0.7
07.570.445/0001-56,32561,"Teste imunocromatográfico.",11,"LOGITEKNICA COMÉRCIO DE PRODUTOS PARA SAÚDE E LOGI",800,TEST,3400,3400,4.25,4.25
07.570.445/0001-56,22063,"Lamínulas 20x20 cx c/ 50 unidades",13,"LOGITEKNICA COMÉRCIO DE PRODUTOS PARA SAÚDE E LOGI",100,CX,155,164,1.55,1.64
07.570.445/0001-56,20251,"Pote plástico com tampa de rosca descartável p/ coleta de 10",21,"LOGITEKNICA COMÉRCIO DE PRODUTOS PARA SAÚDE E LOGI",55000,UNI,24200,13200,0.44,0.24
07.570.445/0001-56,30514,"Adesivo (bandagem) estéril indicado p/ uso após punção venos",23,"LOGITEKNICA COMÉRCIO DE PRODUTOS PARA SAÚDE E LOGI",60000,UN,3000,1194,0.05,0.0199
14.248.265/0001-18,32560,"Antiestreptolisina O.",8,"DIAGNOSTICA CATARINENSE COMÉRCIO DE PROD. LABORATO",1000,TEST,1100,770,1.1,0.77
14.248.265/0001-18,27209,"Fator reumatóide (látex)",9,"DIAGNOSTICA CATARINENSE COMÉRCIO DE PROD. LABORATO",2800,TEST,2240,1876,0.8,0.67
14.248.265/0001-18,24955,"Kit de proteína C Reativa",10,"DIAGNOSTICA CATARINENSE COMÉRCIO DE PROD. LABORATO",4500,TEST,3600,2160,0.8,0.48
14.248.265/0001-18,20250,"Tubo capilar s/ heparina-cx c/ 500 unidades",20,"DIAGNOSTICA CATARINENSE COMÉRCIO DE PROD. LABORATO",15,CX,121.65,93.6,8.11,6.24
14.248.265/0001-18,29252,"Pipeta graduada westergrem 200mm p/ VHS",24,"DIAGNOSTICA CATARINENSE COMÉRCIO DE PROD. LABORATO",100,UNI,272,224,2.72,2.24
