cnpjCpfFornecedor,formaParticipacao,idFornecedor,itensProposta,nomeFonecedor,representanteCertame,responsavelFornecedor,socios
75.014.167/0001-00,INDIVIDUAL," ","itensProposta_b780758d-2c01-49f9-8fa5-207d879a2523.csv","NUNESFARMA DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS","DANILO CARDOSO REGO","DANILO CARDOSO REGO"," "
79.250.676/0001-93,INDIVIDUAL," ","itensProposta_d97deeba-6669-48b1-9d22-d0b44a054557.csv","CIRURGICA JAW COM MAT MED HOSP LTDA","DEISE CRISTINA STECANELLA","DEISE CRISTINA STECANELLA"," "
00.802.002/0001-02,INDIVIDUAL," ","itensProposta_d62eb520-b569-46d1-911f-548e0a24ba12.csv","ALTERMED MATERIAL MEDICO HOSPITALAR LTDA","ROBERTO DE OLIVEIRA RUSZCZAK","ROBERTO DE OLIVEIRA RUSZCZAK"," "
94.894.169/0001-86,INDIVIDUAL," ","itensProposta_38cf5918-f0c4-4a8c-ad10-ee8a16172dba.csv","MAURO MARCIANO COMÉRCIO DE MEDICAMENTOS LTDA","CRISTIANO GARCIA DE FREITAS","CRISTIANO GARCIA DE FREITAS"," "
82.873.068/0001-40,INDIVIDUAL," ","itensProposta_a348bf95-7945-4e3b-9485-e47f674366af.csv","GENÉSIO A.MENDES & CIA LTDA","ANDRE OLIVEIRA LARANGEIRA","ANDRE OLIVEIRA LARANGEIRA"," "
02.520.829/0001-40,INDIVIDUAL," ","itensProposta_1e1be3c8-3524-46c2-8a3d-a849c58b2f80.csv","DIMASTER COMERCIO DE PRODUTOS HOSPITALARES LTDA","RENAN JOSE GIACOMEL","RENAN JOSE GIACOMEL"," "
65.817.900/0001-71,INDIVIDUAL," ","itensProposta_3fde750f-f8ac-4a28-acb2-19d9b290d173.csv","AGLON- COMÉRCIO E REPRESENTAÇÃO DE MEDICAMENTOS","WALDIR CAMPOS FILHO","WALDIR CAMPOS FILHO"," "
73.856.593/0001-66,INDIVIDUAL," ","itensProposta_41b9f46f-be43-4a13-b656-d29502e0c9f7.csv","Prati Donaduzzi & Cia LTDA","ALCIONES JOSÉ FOLLADOR","ALCIONES JOSÉ FOLLADOR"," "
02.816.696/0001-54,INDIVIDUAL," ","itensProposta_491cba95-027a-47b3-b9ef-cc03ca0e6e1c.csv","PONTAMED FARMACEUTICA LTDA","RUI LUIS SACHTLEBEN","RUI LUIS SACHTLEBEN"," "
02.607.956/0001-81,INDIVIDUAL," ","itensProposta_a59a9ea8-f8d3-4aba-ab76-cbe3c6c36f37.csv","ANGEOMED COM. DE PROD. MEDICO HOSPITALAR LTDA","ARLEI DONIZETE PRANDI","ARLEI DONIZETE PRANDI"," "
04.071.245/0001-60,INDIVIDUAL," ","itensProposta_82d86560-ee10-47f9-a16a-0db512170b67.csv","Licimed Distribuidora de Medicamentos Ltda","ORION TADEU SANTORUM","ORION TADEU SANTORUM"," "
05.531.725/0001-20,INDIVIDUAL," ","itensProposta_e73ef2a1-1de7-4997-8b4a-4760314e1978.csv","SOMA/SC PRODUTOS HOSPITALARES LTDA","FÁBIO BARTH PRATES","FÁBIO BARTH PRATES"," "
